Wavelength,Absorbance,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before SiO2 Overcoating,Before SiO2 Overcoating,After SiO2 Overcoating,After SiO2 Overcoating,After 4x Purification,After 4x Purification
346.0353,0.1677,346.0353,-1.1401,346.0353,0
346.2482,0.1677,346.2482,-1.1401,346.2482,0
346.4611,0.1677,346.4611,-1.1401,346.4611,0
346.674,-0.0341,346.674,0.5199,346.674,0.1153
346.8868,0.4289,346.8868,0.1258,346.8868,-0.1098
347.0997,-0.1772,347.0997,0.1188,347.0997,0
347.3125,0,347.3125,0,347.3125,-0.6753
347.5254,0,347.5254,0.1301,347.5254,0
347.7382,0.0888,347.7382,0,347.7382,-0.7477
347.951,0,347.951,0.0099,347.951,0
348.1638,0,348.1638,0,348.1638,0.6688
348.3766,-0.8483,348.3766,0,348.3766,0
348.5894,0,348.5894,0.0494,348.5894,-0.4057
348.8022,0.449,348.8022,-0.0281,348.8022,0.3785
349.015,0.153,349.015,0,349.015,0.1874
349.2277,-0.5992,349.2277,0.2943,349.2277,0.1892
349.4405,0,349.4405,0,349.4405,0.1276
349.6532,0,349.6532,-0.1442,349.6532,0.4923
349.866,0.3891,349.866,0.2426,349.866,0.2885
350.0787,0.3418,350.0787,0.2365,350.0787,0.2182
350.2914,0.3174,350.2914,0.21,350.2914,0.2541
350.5041,0.3014,350.5041,0.2162,350.5041,0.2246
350.7168,0.2961,350.7168,0.22,350.7168,0.2283
350.9295,0.2957,350.9295,0.2299,350.9295,0.2031
351.1421,0.3024,351.1421,0.1999,351.1421,0.2137
351.3548,0.2559,351.3548,0.2116,351.3548,0.2001
351.5675,0.3224,351.5675,0.2375,351.5675,0.2292
351.7801,0.3533,351.7801,0.2286,351.7801,0.2282
351.9927,0.3079,351.9927,0.1942,351.9927,0.2626
352.2053,0.2955,352.2053,0.2061,352.2053,0.2113
352.418,0.3077,352.418,0.1973,352.418,0.2232
352.6306,0.3021,352.6306,0.189,352.6306,0.2088
352.8432,0.2927,352.8432,0.2242,352.8432,0.2526
353.0557,0.3075,353.0557,0.2248,353.0557,0.2185
353.2683,0.2995,353.2683,0.2086,353.2683,0.2226
353.4809,0.313,353.4809,0.2382,353.4809,0.229
353.6934,0.3261,353.6934,0.2282,353.6934,0.2233
353.906,0.3137,353.906,0.1924,353.906,0.2198
354.1185,0.2994,354.1185,0.2262,354.1185,0.208
354.331,0.3299,354.331,0.2322,354.331,0.2489
354.5435,0.2985,354.5435,0.208,354.5435,0.2219
354.756,0.3047,354.756,0.2184,354.756,0.2179
354.9685,0.3351,354.9685,0.2148,354.9685,0.2493
355.181,0.2923,355.181,0.2151,355.181,0.2145
355.3935,0.2767,355.3935,0.2099,355.3935,0.2081
355.6059,0.3132,355.6059,0.1994,355.6059,0.2077
355.8184,0.3135,355.8184,0.2299,355.8184,0.2221
356.0308,0.3116,356.0308,0.1945,356.0308,0.2046
356.2433,0.3228,356.2433,0.2173,356.2433,0.2405
356.4557,0.285,356.4557,0.2387,356.4557,0.2511
356.6681,0.2707,356.6681,0.2341,356.6681,0.202
356.8805,0.324,356.8805,0.2133,356.8805,0.2056
357.0929,0.332,357.0929,0.2015,357.0929,0.2223
357.3053,0.3464,357.3053,0.2173,357.3053,0.2221
357.5176,0.318,357.5176,0.2166,357.5176,0.2518
357.73,0.3438,357.73,0.2081,357.73,0.2115
357.9424,0.3133,357.9424,0.2133,357.9424,0.2255
358.1547,0.3363,358.1547,0.235,358.1547,0.2104
358.367,0.2802,358.367,0.2069,358.367,0.2169
358.5793,0.2923,358.5793,0.1942,358.5793,0.2158
358.7917,0.3467,358.7917,0.2404,358.7917,0.2412
359.004,0.3125,359.004,0.1921,359.004,0.2032
359.2162,0.3297,359.2162,0.2235,359.2162,0.2363
359.4285,0.3202,359.4285,0.2289,359.4285,0.2412
359.6408,0.3035,359.6408,0.213,359.6408,0.2132
359.8531,0.3012,359.8531,0.1907,359.8531,0.2313
360.0653,0.332,360.0653,0.206,360.0653,0.2154
360.2776,0.3269,360.2776,0.2069,360.2776,0.2462
360.4898,0.3464,360.4898,0.2367,360.4898,0.2187
360.702,0.3416,360.702,0.2472,360.702,0.1906
360.9142,0.2907,360.9142,0.2179,360.9142,0.2288
361.1264,0.3317,361.1264,0.2237,361.1264,0.212
361.3386,0.2977,361.3386,0.1941,361.3386,0.2491
361.5508,0.3053,361.5508,0.2205,361.5508,0.2171
361.763,0.3191,361.763,0.2046,361.763,0.2458
361.9751,0.3206,361.9751,0.2131,361.9751,0.2051
362.1873,0.3347,362.1873,0.2235,362.1873,0.2264
362.3994,0.3051,362.3994,0.2285,362.3994,0.2148
362.6115,0.3149,362.6115,0.2207,362.6115,0.2162
362.8237,0.2909,362.8237,0.1888,362.8237,0.2264
363.0358,0.2969,363.0358,0.2436,363.0358,0.2291
363.2479,0.3117,363.2479,0.2261,363.2479,0.2389
363.46,0.3398,363.46,0.1992,363.46,0.2509
363.672,0.2949,363.672,0.2315,363.672,0.2384
363.8841,0.309,363.8841,0.2369,363.8841,0.2181
364.0962,0.3072,364.0962,0.216,364.0962,0.2276
364.3082,0.3064,364.3082,0.2247,364.3082,0.2008
364.5202,0.3118,364.5202,0.2193,364.5202,0.2465
364.7323,0.2983,364.7323,0.2292,364.7323,0.2257
364.9443,0.3181,364.9443,0.2129,364.9443,0.2047
365.1563,0.2763,365.1563,0.2105,365.1563,0.2266
365.3683,0.3086,365.3683,0.2123,365.3683,0.2313
