WavelengthBeforeRxn,AbsorbanceBeforeRxn,WavelengthAfterRxn,AbsorbanceAfterRxn,WavelengthAfterPurification,AbsorbanceAfterPurification
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,3x Purification,3x Purification
725.057,0.7933,725.057,0.43,725.057,0.2946
725.2469,0.7987,725.2469,0.4327,725.2469,0.2953
725.4368,0.805,725.4368,0.4367,725.4368,0.2939
725.6267,0.8054,725.6267,0.4372,725.6267,0.2983
725.8165,0.8126,725.8165,0.4408,725.8165,0.2974
726.0064,0.8165,726.0064,0.4423,726.0064,0.2975
726.1962,0.8222,726.1962,0.4445,726.1962,0.299
726.386,0.8247,726.386,0.4466,726.386,0.2991
726.5758,0.83,726.5758,0.4499,726.5758,0.2991
726.7656,0.8364,726.7656,0.4505,726.7656,0.2994
726.9554,0.8391,726.9554,0.4524,726.9554,0.2993
727.1451,0.8447,727.1451,0.4555,727.1451,0.3011
727.3349,0.8497,727.3349,0.4584,727.3349,0.3018
727.5246,0.8524,727.5246,0.4616,727.5246,0.3035
727.7143,0.8538,727.7143,0.4635,727.7143,0.3035
727.904,0.8607,727.904,0.4663,727.904,0.3033
728.0937,0.8665,728.0937,0.4686,728.0937,0.3032
728.2834,0.8718,728.2834,0.4721,728.2834,0.3042
728.473,0.8754,728.473,0.4753,728.473,0.3061
728.6626,0.8789,728.6626,0.4756,728.6626,0.3059
728.8523,0.8851,728.8523,0.4798,728.8523,0.3064
729.0419,0.8931,729.0419,0.4812,729.0419,0.3064
729.2315,0.8952,729.2315,0.4853,729.2315,0.3079
729.4211,0.9003,729.4211,0.4884,729.4211,0.3084
729.6106,0.9012,729.6106,0.4888,729.6106,0.3093
729.8002,0.9085,729.8002,0.4913,729.8002,0.3098
729.9897,0.9116,729.9897,0.4949,729.9897,0.3089
730.1792,0.919,730.1792,0.4976,730.1792,0.3102
730.3687,0.9222,730.3687,0.5016,730.3687,0.3122
730.5582,0.9252,730.5582,0.5036,730.5582,0.3114
730.7477,0.9303,730.7477,0.5066,730.7477,0.3126
730.9372,0.9354,730.9372,0.5089,730.9372,0.3135
731.1266,0.942,731.1266,0.5112,731.1266,0.314
731.316,0.9475,731.316,0.5139,731.316,0.3139
731.5055,0.9499,731.5055,0.5175,731.5055,0.3155
731.6949,0.9564,731.6949,0.5228,731.6949,0.3171
731.8843,0.961,731.8843,0.523,731.8843,0.3176
732.0736,0.9676,732.0736,0.5276,732.0736,0.3184
732.263,0.9718,732.263,0.5293,732.263,0.3172
732.4523,0.9784,732.4523,0.5323,732.4523,0.319
732.6417,0.98,732.6417,0.5361,732.6417,0.3192
732.831,0.9891,732.831,0.5381,732.831,0.3205
733.0203,0.9938,733.0203,0.5432,733.0203,0.3205
733.2096,0.9928,733.2096,0.5445,733.2096,0.3219
733.3988,1.0007,733.3988,0.5451,733.3988,0.3219
733.5881,1.0079,733.5881,0.5484,733.5881,0.3223
733.7773,1.0117,733.7773,0.5521,733.7773,0.325
733.9666,1.02,733.9666,0.5559,733.9666,0.3238
734.1558,1.02,734.1558,0.5578,734.1558,0.3239
734.345,1.0256,734.345,0.5619,734.345,0.3263
734.5342,1.0267,734.5342,0.5637,734.5342,0.3257
734.7233,1.0334,734.7233,0.5693,734.7233,0.3262
734.9125,1.0413,734.9125,0.5702,734.9125,0.3282
735.1016,1.0463,735.1016,0.5723,735.1016,0.3284
735.2907,1.0537,735.2907,0.5762,735.2907,0.3281
735.4799,1.0558,735.4799,0.5802,735.4799,0.3293
735.669,1.0644,735.669,0.5832,735.669,0.3314
735.858,1.0706,735.858,0.5837,735.858,0.3309
736.0471,1.0734,736.0471,0.5898,736.0471,0.3324
736.2361,1.0781,736.2361,0.5914,736.2361,0.3322
736.4252,1.0824,736.4252,0.5969,736.4252,0.3351
736.6142,1.0847,736.6142,0.599,736.6142,0.3352
736.8032,1.0928,736.8032,0.6046,736.8032,0.3361
736.9922,1.0982,736.9922,0.6055,736.9922,0.3362
737.1812,1.1048,737.1812,0.6097,737.1812,0.3363
737.3701,1.1072,737.3701,0.6116,737.3701,0.3367
737.5591,1.1105,737.5591,0.6154,737.5591,0.3386
737.748,1.1193,737.748,0.6179,737.748,0.34
737.9369,1.1277,737.9369,0.6224,737.9369,0.3397
738.1258,1.125,738.1258,0.6253,738.1258,0.3399
738.3147,1.1369,738.3147,0.6293,738.3147,0.3407
738.5036,1.1412,738.5036,0.6325,738.5036,0.343
738.6925,1.1423,738.6925,0.6346,738.6925,0.3412
738.8813,1.1509,738.8813,0.6395,738.8813,0.3442
739.0701,1.1585,739.0701,0.6418,739.0701,0.3437
739.2589,1.1556,739.2589,0.6477,739.2589,0.3443
739.4477,1.1656,739.4477,0.6495,739.4477,0.3468
739.6365,1.1715,739.6365,0.6532,739.6365,0.3474
739.8253,1.175,739.8253,0.6591,739.8253,0.3476
740.014,1.1793,740.014,0.6602,740.014,0.3496
740.2028,1.1887,740.2028,0.6661,740.2028,0.3504
740.3915,1.1911,740.3915,0.667,740.3915,0.3506
740.5802,1.1931,740.5802,0.6699,740.5802,0.3509
740.7689,1.2011,740.7689,0.6738,740.7689,0.3523
740.9576,1.2071,740.9576,0.6797,740.9576,0.353
741.1463,1.21,741.1463,0.6811,741.1463,0.3549
741.3349,1.2159,741.3349,0.6851,741.3349,0.354
741.5235,1.2268,741.5235,0.687,741.5235,0.3564
741.7122,1.224,741.7122,0.6923,741.7122,0.3564
741.9008,1.2353,741.9008,0.6969,741.9008,0.3589
742.0894,1.241,742.0894,0.7017,742.0894,0.3566
742.2779,1.2429,742.2779,0.702,742.2779,0.3586
742.4665,1.2482,742.4665,0.7075,742.4665,0.3588
742.655,1.2567,742.655,0.7111,742.655,0.36
742.8436,1.2543,742.8436,0.7151,742.8436,0.3612
743.0321,1.2633,743.0321,0.717,743.0321,0.3628
743.2206,1.2657,743.2206,0.7211,743.2206,0.3641
743.4091,1.2741,743.4091,0.7267,743.4091,0.3655
743.5976,1.2794,743.5976,0.7282,743.5976,0.364
743.786,1.2838,743.786,0.7328,743.786,0.3658
743.9745,1.2908,743.9745,0.7359,743.9745,0.3658
744.1629,1.2972,744.1629,0.7415,744.1629,0.3673
744.3513,1.3013,744.3513,0.7453,744.3513,0.3685
744.5397,1.3045,744.5397,0.7475,744.5397,0.3685
744.7281,1.3139,744.7281,0.7541,744.7281,0.3685
744.9164,1.3162,744.9164,0.7556,744.9164,0.3707
745.1048,1.3233,745.1048,0.7633,745.1048,0.3721
745.2931,1.328,745.2931,0.7639,745.2931,0.3732
745.4815,1.3337,745.4815,0.7678,745.4815,0.3725
745.6698,1.3309,745.6698,0.7696,745.6698,0.3745
745.8581,1.3376,745.8581,0.7748,745.8581,0.3758
746.0463,1.3466,746.0463,0.7814,746.0463,0.3757
746.2346,1.3557,746.2346,0.7847,746.2346,0.3785
746.4229,1.3533,746.4229,0.7868,746.4229,0.3779
746.6111,1.3637,746.6111,0.7922,746.6111,0.379
746.7993,1.3706,746.7993,0.7939,746.7993,0.3786
746.9875,1.3737,746.9875,0.7995,746.9875,0.3813
747.1757,1.3791,747.1757,0.8043,747.1757,0.3818
747.3639,1.3787,747.3639,0.8083,747.3639,0.3835
747.552,1.3811,747.552,0.8098,747.552,0.3834
747.7402,1.3963,747.7402,0.818,747.7402,0.3839
747.9283,1.3967,747.9283,0.8183,747.9283,0.3852
748.1164,1.4017,748.1164,0.8227,748.1164,0.388
748.3045,1.402,748.3045,0.826,748.3045,0.3866
748.4926,1.4182,748.4926,0.8325,748.4926,0.3886
748.6807,1.4213,748.6807,0.8353,748.6807,0.3902
748.8687,1.4197,748.8687,0.8381,748.8687,0.3904
749.0568,1.4237,749.0568,0.8458,749.0568,0.3906
749.2448,1.4396,749.2448,0.8462,749.2448,0.3924
749.4328,1.4395,749.4328,0.8508,749.4328,0.3938
749.6208,1.4385,749.6208,0.8588,749.6208,0.3934
749.8088,1.4434,749.8088,0.8606,749.8088,0.3959
749.9967,1.4527,749.9967,0.867,749.9967,0.3968
750.1847,1.4536,750.1847,0.8709,750.1847,0.3955
750.3726,1.4572,750.3726,0.8737,750.3726,0.3975
750.5606,1.4656,750.5606,0.8764,750.5606,0.3997
750.7485,1.4747,750.7485,0.8824,750.7485,0.3989
750.9363,1.4743,750.9363,0.8884,750.9363,0.4006
751.1242,1.4775,751.1242,0.8905,751.1242,0.4011
751.3121,1.4846,751.3121,0.8934,751.3121,0.4014
751.4999,1.4964,751.4999,0.8978,751.4999,0.4036
751.6878,1.4905,751.6878,0.9024,751.6878,0.4054
751.8756,1.4998,751.8756,0.9085,751.8756,0.4056
752.0634,1.4978,752.0634,0.9093,752.0634,0.405
752.2512,1.5057,752.2512,0.9141,752.2512,0.4079
752.4389,1.5128,752.4389,0.9179,752.4389,0.4098
752.6267,1.5112,752.6267,0.9212,752.6267,0.4088
752.8144,1.5213,752.8144,0.9287,752.8144,0.4094
753.0022,1.5283,753.0022,0.9319,753.0022,0.4124
753.1899,1.5274,753.1899,0.9362,753.1899,0.4125
753.3776,1.5372,753.3776,0.9427,753.3776,0.4141
753.5652,1.5463,753.5652,0.9462,753.5652,0.4141
753.7529,1.5369,753.7529,0.9466,753.7529,0.4158
753.9406,1.5441,753.9406,0.9538,753.9406,0.4167
754.1282,1.5568,754.1282,0.9585,754.1282,0.4166
754.3158,1.5633,754.3158,0.9609,754.3158,0.4174
754.5034,1.5607,754.5034,0.9669,754.5034,0.4191
754.691,1.565,754.691,0.969,754.691,0.4206
754.8786,1.5778,754.8786,0.9716,754.8786,0.4217
755.0661,1.5757,755.0661,0.9791,755.0661,0.4219
755.2537,1.5729,755.2537,0.9838,755.2537,0.4245
755.4412,1.5851,755.4412,0.9885,755.4412,0.4245
755.6287,1.581,755.6287,0.9971,755.6287,0.4258
755.8162,1.5978,755.8162,0.9981,755.8162,0.4273
756.0037,1.592,756.0037,1.0042,756.0037,0.4259
756.1912,1.6064,756.1912,1.0019,756.1912,0.4285
756.3786,1.6135,756.3786,1.0069,756.3786,0.4308
756.5661,1.6202,756.5661,1.0125,756.5661,0.4291
756.7535,1.6145,756.7535,1.013,756.7535,0.4306
756.9409,1.6077,756.9409,1.0227,756.9409,0.4309
757.1283,1.6223,757.1283,1.028,757.1283,0.4339
757.3157,1.6283,757.3157,1.0321,757.3157,0.4343
757.5031,1.633,757.5031,1.0334,757.5031,0.4339
757.6904,1.6277,757.6904,1.0416,757.6904,0.4357
757.8777,1.6325,757.8777,1.0426,757.8777,0.4361
758.0651,1.6452,758.0651,1.0492,758.0651,0.4372
758.2524,1.645,758.2524,1.0556,758.2524,0.4389
758.4397,1.6457,758.4397,1.0574,758.4397,0.4403
758.6269,1.6485,758.6269,1.061,758.6269,0.442
758.8142,1.6497,758.8142,1.0679,758.8142,0.4431
759.0014,1.664,759.0014,1.0691,759.0014,0.4419
759.1887,1.6667,759.1887,1.0687,759.1887,0.4443
759.3759,1.6725,759.3759,1.077,759.3759,0.4448
759.5631,1.6619,759.5631,1.0844,759.5631,0.446
759.7503,1.6799,759.7503,1.0874,759.7503,0.4473
759.9374,1.6844,759.9374,1.0922,759.9374,0.4487
760.1246,1.6878,760.1246,1.0966,760.1246,0.4503
760.3117,1.6845,760.3117,1.1042,760.3117,0.4511
760.4989,1.6934,760.4989,1.1063,760.4989,0.4492
760.686,1.6997,760.686,1.1085,760.686,0.4527
760.8731,1.7099,760.8731,1.1132,760.8731,0.4535
761.0601,1.6818,761.0601,1.1174,761.0601,0.4534
761.2472,1.7021,761.2472,1.122,761.2472,0.4554
761.4342,1.7034,761.4342,1.1252,761.4342,0.4568
761.6213,1.7087,761.6213,1.1291,761.6213,0.458
761.8083,1.728,761.8083,1.1341,761.8083,0.4575
761.9953,1.7227,761.9953,1.1437,761.9953,0.4582
762.1823,1.7165,762.1823,1.1471,762.1823,0.4608
762.3693,1.7273,762.3693,1.1553,762.3693,0.4609
762.5562,1.7212,762.5562,1.1523,762.5562,0.4619
762.7432,1.7264,762.7432,1.1535,762.7432,0.4622
762.9301,1.733,762.9301,1.1585,762.9301,0.4631
763.117,1.7467,763.117,1.1646,763.117,0.4654
763.3039,1.7416,763.3039,1.1695,763.3039,0.4671
763.4908,1.7404,763.4908,1.1793,763.4908,0.4686
763.6776,1.7381,763.6776,1.1804,763.6776,0.469
763.8645,1.7613,763.8645,1.1799,763.8645,0.4693
764.0513,1.7508,764.0513,1.187,764.0513,0.4708
764.2382,1.7573,764.2382,1.1891,764.2382,0.4706
764.425,1.7699,764.425,1.1938,764.425,0.4725
764.6118,1.7502,764.6118,1.1989,764.6118,0.4733
764.7985,1.7521,764.7985,1.2088,764.7985,0.4764
764.9853,1.751,764.9853,1.2064,764.9853,0.476
765.172,1.7735,765.172,1.2126,765.172,0.4779
765.3588,1.7815,765.3588,1.2153,765.3588,0.4769
765.5455,1.7602,765.5455,1.2215,765.5455,0.479
765.7322,1.7747,765.7322,1.2272,765.7322,0.48
765.9189,1.7689,765.9189,1.2305,765.9189,0.4817
766.1055,1.7772,766.1055,1.2338,766.1055,0.4798
766.2922,1.787,766.2922,1.2302,766.2922,0.4842
766.4788,1.7689,766.4788,1.2464,766.4788,0.4821
766.6655,1.7807,766.6655,1.2461,766.6655,0.4833
766.8521,1.7793,766.8521,1.252,766.8521,0.4861
767.0387,1.7836,767.0387,1.2523,767.0387,0.4876
767.2252,1.7906,767.2252,1.2622,767.2252,0.4889
767.4118,1.7906,767.4118,1.2638,767.4118,0.4887
767.5983,1.7974,767.5983,1.2713,767.5983,0.4901
767.7849,1.7906,767.7849,1.2677,767.7849,0.4904
767.9714,1.8006,767.9714,1.2706,767.9714,0.4914
768.1579,1.815,768.1579,1.2762,768.1579,0.4913
768.3444,1.8057,768.3444,1.2822,768.3444,0.4919
768.5309,1.8145,768.5309,1.2824,768.5309,0.4936
768.7173,1.8019,768.7173,1.2897,768.7173,0.4955
768.9038,1.8294,768.9038,1.2895,768.9038,0.4967
769.0902,1.8222,769.0902,1.3,769.0902,0.4962
769.2766,1.8415,769.2766,1.3015,769.2766,0.4985
769.463,1.8425,769.463,1.3065,769.463,0.5006
769.6494,1.8203,769.6494,1.3134,769.6494,0.4998
769.8357,1.8331,769.8357,1.3121,769.8357,0.5032
770.0221,1.8384,770.0221,1.3177,770.0221,0.5036
770.2084,1.8419,770.2084,1.3252,770.2084,0.503
770.3947,1.8548,770.3947,1.3289,770.3947,0.5057
770.581,1.8398,770.581,1.3284,770.581,0.5053
770.7673,1.8488,770.7673,1.3338,770.7673,0.5074
770.9536,1.8435,770.9536,1.3398,770.9536,0.5076
771.1399,1.8584,771.1399,1.3459,771.1399,0.5081
771.3261,1.8441,771.3261,1.3438,771.3261,0.5093
771.5123,1.8518,771.5123,1.3542,771.5123,0.5122
771.6986,1.8667,771.6986,1.3576,771.6986,0.5114
771.8848,1.8561,771.8848,1.3657,771.8848,0.513
772.0709,1.8813,772.0709,1.3647,772.0709,0.5131
772.2571,1.867,772.2571,1.3701,772.2571,0.5133
772.4433,1.8687,772.4433,1.3721,772.4433,0.5139
772.6294,1.8716,772.6294,1.3718,772.6294,0.5184
772.8155,1.8717,772.8155,1.3827,772.8155,0.5191
773.0016,1.8593,773.0016,1.3802,773.0016,0.5189
773.1877,1.8959,773.1877,1.3864,773.1877,0.5179
773.3738,1.8832,773.3738,1.39,773.3738,0.5214
773.5599,1.8813,773.5599,1.396,773.5599,0.5217
773.7459,1.87,773.7459,1.3957,773.7459,0.5225
773.9319,1.8872,773.9319,1.4098,773.9319,0.5232
774.1179,1.9175,774.1179,1.4201,774.1179,0.5249
774.3039,1.875,774.3039,1.4045,774.3039,0.5252
774.4899,1.8919,774.4899,1.4108,774.4899,0.5274
774.6759,1.8774,774.6759,1.4177,774.6759,0.5273
774.8619,1.8958,774.8619,1.419,774.8619,0.529
775.0478,1.8917,775.0478,1.423,775.0478,0.5293
775.2337,1.8751,775.2337,1.4246,775.2337,0.5304
775.4196,1.9231,775.4196,1.437,775.4196,0.5309
775.6055,1.9084,775.6055,1.4317,775.6055,0.5336
775.7914,1.9249,775.7914,1.438,775.7914,0.5332
775.9773,1.8999,775.9773,1.4399,775.9773,0.5348
776.1631,1.8959,776.1631,1.4467,776.1631,0.536
776.3489,1.8955,776.3489,1.4542,776.3489,0.5355
776.5347,1.9081,776.5347,1.4567,776.5347,0.5371
776.7206,1.923,776.7206,1.4566,776.7206,0.5386
776.9063,1.9174,776.9063,1.4648,776.9063,0.5367
777.0921,1.8915,777.0921,1.4656,777.0921,0.5423
777.2779,1.9078,777.2779,1.4672,777.2779,0.5416
777.4636,1.9381,777.4636,1.4785,777.4636,0.5442
777.6493,1.899,777.6493,1.4739,777.6493,0.5421
777.835,1.914,777.835,1.4746,777.835,0.5441
778.0207,1.933,778.0207,1.4814,778.0207,0.5456
778.2064,1.901,778.2064,1.4837,778.2064,0.5451
778.3921,1.9338,778.3921,1.4876,778.3921,0.5458
778.5777,1.9213,778.5777,1.4909,778.5777,0.5476
778.7633,1.9207,778.7633,1.4891,778.7633,0.5485
778.949,1.924,778.949,1.4974,778.949,0.5498
779.1346,1.9131,779.1346,1.5119,779.1346,0.5512
779.3202,1.9122,779.3202,1.5033,779.3202,0.5498
779.5057,1.9281,779.5057,1.5082,779.5057,0.5515
779.6913,1.9134,779.6913,1.5153,779.6913,0.554
779.8768,1.9259,779.8768,1.5127,779.8768,0.5549
780.0623,1.9136,780.0623,1.5166,780.0623,0.5548
780.2479,1.9081,780.2479,1.5,780.2479,0.5542
780.4333,1.9466,780.4333,1.5176,780.4333,0.5574
780.6188,1.9434,780.6188,1.5353,780.6188,0.5577
780.8043,1.939,780.8043,1.5309,780.8043,0.5582
780.9897,1.941,780.9897,1.5256,780.9897,0.5597
781.1752,1.9532,781.1752,1.5315,781.1752,0.5626
781.3606,1.952,781.3606,1.5421,781.3606,0.5617
781.546,1.9236,781.546,1.5449,781.546,0.5621
781.7314,1.927,781.7314,1.5502,781.7314,0.5611
781.9167,1.9467,781.9167,1.5415,781.9167,0.5654
782.1021,1.9102,782.1021,1.5513,782.1021,0.5656
782.2874,1.9481,782.2874,1.563,782.2874,0.5667
782.4728,1.9474,782.4728,1.5559,782.4728,0.5659
782.6581,1.9511,782.6581,1.5611,782.6581,0.5681
782.8434,1.9462,782.8434,1.5536,782.8434,0.5686
783.0287,1.9333,783.0287,1.5595,783.0287,0.5681
783.2139,1.9482,783.2139,1.5724,783.2139,0.5705
783.3992,1.9674,783.3992,1.5842,783.3992,0.5728
783.5844,1.9533,783.5844,1.5652,783.5844,0.572
783.7696,1.9589,783.7696,1.5848,783.7696,0.5724
783.9548,1.9467,783.9548,1.579,783.9548,0.5732
784.14,1.9665,784.14,1.5835,784.14,0.5749
784.3252,1.9389,784.3252,1.5862,784.3252,0.5763
784.5103,1.9614,784.5103,1.5952,784.5103,0.5771
784.6955,1.9346,784.6955,1.5864,784.6955,0.5747
784.8806,1.9229,784.8806,1.5882,784.8806,0.5747
785.0657,1.9685,785.0657,1.5881,785.0657,0.5794
785.2508,1.9609,785.2508,1.6087,785.2508,0.5784
785.4359,1.9778,785.4359,1.5885,785.4359,0.5794
785.6209,1.9682,785.6209,1.5964,785.6209,0.5805
785.806,1.972,785.806,1.612,785.806,0.5818
785.991,1.9898,785.991,1.6124,785.991,0.5811
786.176,1.9572,786.176,1.6027,786.176,0.5827
786.361,1.966,786.361,1.6081,786.361,0.5846
786.546,1.9583,786.546,1.6201,786.546,0.5847
786.731,1.9488,786.731,1.6247,786.731,0.585
786.9159,1.9445,786.9159,1.6226,786.9159,0.5858
787.1009,1.9578,787.1009,1.6225,787.1009,0.5877
787.2858,1.9683,787.2858,1.6289,787.2858,0.5871
787.4707,1.9468,787.4707,1.6246,787.4707,0.5871
787.6556,1.9553,787.6556,1.6277,787.6556,0.5904
787.8405,1.9592,787.8405,1.6376,787.8405,0.5879
788.0253,1.963,788.0253,1.6329,788.0253,0.5909
788.2102,2.0457,788.2102,1.668,788.2102,0.5916
788.395,1.9587,788.395,1.6456,788.395,0.5924
788.5798,1.9451,788.5798,1.6515,788.5798,0.5937
788.7646,1.9426,788.7646,1.6426,788.7646,0.5918
788.9494,1.9654,788.9494,1.6362,788.9494,0.593
789.1342,1.9798,789.1342,1.6523,789.1342,0.5961
789.3189,1.9549,789.3189,1.6613,789.3189,0.5944
789.5037,1.9582,789.5037,1.6509,789.5037,0.5963
789.6884,1.9672,789.6884,1.6574,789.6884,0.5979
789.8731,1.9679,789.8731,1.6491,789.8731,0.5963
790.0578,1.9535,790.0578,1.6589,790.0578,0.5999
790.2425,1.9877,790.2425,1.6623,790.2425,0.5997
790.4271,1.9678,790.4271,1.6571,790.4271,0.6002
790.6118,1.9764,790.6118,1.6623,790.6118,0.5996
790.7964,1.9525,790.7964,1.6692,790.7964,0.6029
790.981,1.9655,790.981,1.6774,790.981,0.6032
791.1656,1.9666,791.1656,1.6744,791.1656,0.6037
791.3502,1.971,791.3502,1.6636,791.3502,0.6028
791.5348,1.9764,791.5348,1.6726,791.5348,0.6035
791.7193,1.9693,791.7193,1.6742,791.7193,0.6064
791.9039,1.9908,791.9039,1.6909,791.9039,0.6059
792.0884,1.947,792.0884,1.6848,792.0884,0.6079
792.2729,1.9801,792.2729,1.6847,792.2729,0.6072
792.4574,1.9524,792.4574,1.6894,792.4574,0.6094
792.6419,1.9479,792.6419,1.6861,792.6419,0.6088
792.8263,1.9764,792.8263,1.7031,792.8263,0.6071
793.0108,1.9954,793.0108,1.6892,793.0108,0.6085
793.1952,1.9686,793.1952,1.6963,793.1952,0.6107
793.3796,2.0048,793.3796,1.688,793.3796,0.6119
793.564,1.9647,793.564,1.6888,793.564,0.6107
793.7484,1.9806,793.7484,1.7048,793.7484,0.6139
793.9327,1.9516,793.9327,1.7124,793.9327,0.6137
794.1171,1.9571,794.1171,1.7062,794.1171,0.6154
794.3014,1.9729,794.3014,1.7166,794.3014,0.6142
794.4858,1.9495,794.4858,1.7141,794.4858,0.6154
794.6701,1.9849,794.6701,1.7064,794.6701,0.616
794.8543,1.9993,794.8543,1.7136,794.8543,0.6148
795.0386,1.9736,795.0386,1.7337,795.0386,0.6176
795.2229,1.968,795.2229,1.7182,795.2229,0.6189
795.4071,1.9777,795.4071,1.7229,795.4071,0.6188
795.5913,1.9747,795.5913,1.7153,795.5913,0.6196
795.7755,1.9851,795.7755,1.7262,795.7755,0.6181
795.9597,1.995,795.9597,1.7159,795.9597,0.6206
796.1439,1.9983,796.1439,1.7395,796.1439,0.6236
796.3281,1.9731,796.3281,1.7333,796.3281,0.6242
796.5122,1.9933,796.5122,1.7347,796.5122,0.621
796.6964,1.9456,796.6964,1.7657,796.6964,0.624
796.8805,1.9909,796.8805,1.7281,796.8805,0.6239
797.0646,1.9558,797.0646,1.7236,797.0646,0.6226
797.2487,1.9845,797.2487,1.7431,797.2487,0.6252
797.4327,1.9849,797.4327,1.7496,797.4327,0.6235
797.6168,1.9757,797.6168,1.728,797.6168,0.6227
797.8008,1.9556,797.8008,1.7481,797.8008,0.6255
797.9849,1.99,797.9849,1.749,797.9849,0.6254
798.1689,1.9935,798.1689,1.7471,798.1689,0.6271
798.3529,1.9965,798.3529,1.7435,798.3529,0.6282
798.5368,1.9845,798.5368,1.7583,798.5368,0.6282
798.7208,1.9587,798.7208,1.76,798.7208,0.6273
798.9047,1.996,798.9047,1.7536,798.9047,0.6296
799.0887,1.996,799.0887,1.7548,799.0887,0.6301
799.2726,1.9803,799.2726,1.7595,799.2726,0.6298
799.4565,1.9921,799.4565,1.763,799.4565,0.6305
799.6404,1.9857,799.6404,1.7444,799.6404,0.6312
799.8242,1.9535,799.8242,1.7735,799.8242,0.6278
800.0081,1.9532,800.0081,1.7675,800.0081,0.6318
800.1919,1.97,800.1919,1.7636,800.1919,0.6342
800.3757,1.9827,800.3757,1.7472,800.3757,0.633
800.5595,1.9784,800.5595,1.7795,800.5595,0.6323
800.7433,1.9886,800.7433,1.7613,800.7433,0.6345
800.9271,1.9672,800.9271,1.7703,800.9271,0.635
801.1109,2.0005,801.1109,1.767,801.1109,0.6355
801.2946,1.9746,801.2946,1.763,801.2946,0.6332
801.4783,1.9654,801.4783,1.789,801.4783,0.6364
801.662,1.9633,801.662,1.7488,801.662,0.6355
801.8457,1.9697,801.8457,1.7812,801.8457,0.6353
802.0294,1.985,802.0294,1.7792,802.0294,0.638
802.2131,1.949,802.2131,1.764,802.2131,0.6384
802.3967,1.9686,802.3967,1.794,802.3967,0.6375
802.5804,1.9624,802.5804,1.7827,802.5804,0.6374
802.764,1.957,802.764,1.7735,802.764,0.6393
802.9476,1.949,802.9476,1.7668,802.9476,0.6363
803.1312,1.9578,803.1312,1.7705,803.1312,0.6417
803.3147,1.9636,803.3147,1.787,803.3147,0.6406
803.4983,1.9805,803.4983,1.7706,803.4983,0.6393
803.6818,1.9485,803.6818,1.7871,803.6818,0.64
803.8653,1.9523,803.8653,1.7719,803.8653,0.6422
804.0488,1.9577,804.0488,1.7785,804.0488,0.6401
804.2323,1.9502,804.2323,1.7918,804.2323,0.6423
804.4158,1.9555,804.4158,1.7923,804.4158,0.6427
804.5993,1.9399,804.5993,1.7704,804.5993,0.6418
804.7827,1.9522,804.7827,1.7864,804.7827,0.6429
804.9661,1.9651,804.9661,1.773,804.9661,0.6435
805.1496,1.9565,805.1496,1.7819,805.1496,0.6436
805.333,1.9642,805.333,1.7794,805.333,0.6433
805.5163,1.9532,805.5163,1.7861,805.5163,0.6429
805.6997,1.9596,805.6997,1.782,805.6997,0.6418
805.883,1.9649,805.883,1.7755,805.883,0.644
806.0664,1.9475,806.0664,1.775,806.0664,0.6452
806.2497,1.9594,806.2497,1.786,806.2497,0.6451
806.433,1.9413,806.433,1.7761,806.433,0.6453
806.6163,1.9718,806.6163,1.79,806.6163,0.6465
806.7996,1.9418,806.7996,1.7797,806.7996,0.6443
806.9828,1.976,806.9828,1.7922,806.9828,0.6472
807.1661,1.9294,807.1661,1.7787,807.1661,0.6469
807.3493,1.9633,807.3493,1.7807,807.3493,0.6476
807.5325,1.9316,807.5325,1.7801,807.5325,0.6494
807.7157,1.9195,807.7157,1.7868,807.7157,0.6484
807.8989,1.9397,807.8989,1.7914,807.8989,0.6473
808.082,1.9414,808.082,1.7941,808.082,0.6468
808.2652,1.9525,808.2652,1.7784,808.2652,0.6476
808.4483,1.9594,808.4483,1.7833,808.4483,0.6499
808.6314,1.9294,808.6314,1.7963,808.6314,0.6474
808.8145,1.9123,808.8145,1.7903,808.8145,0.6485
808.9976,1.9229,808.9976,1.8019,808.9976,0.6481
809.1807,1.9074,809.1807,1.7801,809.1807,0.6491
809.3637,1.9525,809.3637,1.7789,809.3637,0.6494
809.5467,1.9275,809.5467,1.7978,809.5467,0.65
809.7298,1.8831,809.7298,1.7961,809.7298,0.6503
809.9128,1.8976,809.9128,1.7895,809.9128,0.6512
810.0957,1.9326,810.0957,1.8083,810.0957,0.6512
810.2787,1.9233,810.2787,1.7853,810.2787,0.6497
810.4617,1.9087,810.4617,1.7774,810.4617,0.6519
810.6446,1.8977,810.6446,1.8063,810.6446,0.6518
810.8275,1.9286,810.8275,1.7957,810.8275,0.6514
811.0105,1.9009,811.0105,1.8041,811.0105,0.6516
811.1933,1.9058,811.1933,1.8043,811.1933,0.6523
811.3762,1.9164,811.3762,1.7783,811.3762,0.6557
811.5591,1.8959,811.5591,1.7878,811.5591,0.6513
811.7419,1.8986,811.7419,1.7901,811.7419,0.6535
811.9248,1.8845,811.9248,1.7955,811.9248,0.6518
812.1076,1.8708,812.1076,1.78,812.1076,0.6536
812.2904,1.8871,812.2904,1.7789,812.2904,0.6541
812.4732,1.8968,812.4732,1.7976,812.4732,0.653
