Wavelength,Absorbance,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Pre-Injection,Pre-Injection,Post-Injection,Post-Injection,5x Purification,5x Purification
346.0353,-2.8151,346.0353,-0.1063,346.0353,0
346.2482,-2.8151,346.2482,-0.1063,346.2482,0
346.4611,-2.8151,346.4611,-0.1063,346.4611,0
346.674,0.6174,346.674,0,346.674,-0.3555
346.8868,0.4004,346.8868,0.1326,346.8868,-0.2472
347.0997,0.0032,347.0997,0.4814,347.0997,-0.3699
347.3125,-0.1346,347.3125,0,347.3125,0.4489
347.5254,-0.18,347.5254,-0.0227,347.5254,-0.5175
347.7382,-0.5969,347.7382,0.2345,347.7382,-0.1978
347.951,-0.0143,347.951,0,347.951,-0.3542
348.1638,0.7331,348.1638,1.4663,348.1638,0.5552
348.3766,-0.6244,348.3766,0.5397,348.3766,0.1164
348.5894,0,348.5894,-1.578,348.5894,0
348.8022,-0.1153,348.8022,0.2499,348.8022,0
349.015,0,349.015,-0.5603,349.015,0
349.2277,-0.3433,349.2277,-0.0334,349.2277,-0.1891
349.4405,0,349.4405,1.9997,349.4405,0
349.6532,0,349.6532,0,349.6532,-0.2437
349.866,0.3189,349.866,0.4161,349.866,0.2895
350.0787,0.3935,350.0787,0.3488,350.0787,0.2371
350.2914,0.3602,350.2914,0.3967,350.2914,0.1986
350.5041,0.375,350.5041,0.3692,350.5041,0.2204
350.7168,0.402,350.7168,0.358,350.7168,0.2335
350.9295,0.4094,350.9295,0.3851,350.9295,0.2301
351.1421,0.3691,351.1421,0.4098,351.1421,0.2085
351.3548,0.399,351.3548,0.425,351.3548,0.2495
351.5675,0.3906,351.5675,0.3898,351.5675,0.221
351.7801,0.3889,351.7801,0.4229,351.7801,0.2251
351.9927,0.3331,351.9927,0.3257,351.9927,0.2422
352.2053,0.3773,352.2053,0.4492,352.2053,0.2473
352.418,0.4171,352.418,0.3854,352.418,0.2431
352.6306,0.3572,352.6306,0.3622,352.6306,0.2416
352.8432,0.3768,352.8432,0.3531,352.8432,0.2343
353.0557,0.3634,353.0557,0.3435,353.0557,0.2167
353.2683,0.3568,353.2683,0.3582,353.2683,0.2398
353.4809,0.3876,353.4809,0.3491,353.4809,0.2255
353.6934,0.3635,353.6934,0.3427,353.6934,0.2431
353.906,0.3434,353.906,0.3628,353.906,0.2356
354.1185,0.3987,354.1185,0.3572,354.1185,0.2379
354.331,0.3636,354.331,0.3625,354.331,0.2208
354.5435,0.3674,354.5435,0.3812,354.5435,0.2635
354.756,0.3839,354.756,0.3673,354.756,0.2638
354.9685,0.4064,354.9685,0.3962,354.9685,0.2415
355.181,0.3551,355.181,0.3606,355.181,0.257
355.3935,0.374,355.3935,0.3884,355.3935,0.2403
355.6059,0.3401,355.6059,0.3733,355.6059,0.2366
355.8184,0.4148,355.8184,0.3961,355.8184,0.2472
356.0308,0.3382,356.0308,0.3911,356.0308,0.2506
356.2433,0.4038,356.2433,0.3357,356.2433,0.2318
356.4557,0.384,356.4557,0.3585,356.4557,0.2052
356.6681,0.4221,356.6681,0.3891,356.6681,0.2155
356.8805,0.405,356.8805,0.3815,356.8805,0.2206
357.0929,0.4037,357.0929,0.334,357.0929,0.2537
357.3053,0.3896,357.3053,0.3867,357.3053,0.2707
357.5176,0.3945,357.5176,0.3857,357.5176,0.1921
357.73,0.3921,357.73,0.3584,357.73,0.2404
357.9424,0.3905,357.9424,0.3946,357.9424,0.2271
358.1547,0.3618,358.1547,0.4043,358.1547,0.2038
358.367,0.3979,358.367,0.3911,358.367,0.2115
358.5793,0.3687,358.5793,0.3496,358.5793,0.2845
358.7917,0.348,358.7917,0.3709,358.7917,0.2215
359.004,0.418,359.004,0.3848,359.004,0.2185
359.2162,0.3966,359.2162,0.3831,359.2162,0.2441
359.4285,0.3565,359.4285,0.3855,359.4285,0.2309
359.6408,0.3852,359.6408,0.3797,359.6408,0.2347
359.8531,0.3558,359.8531,0.3867,359.8531,0.2448
360.0653,0.4108,360.0653,0.3951,360.0653,0.2455
360.2776,0.398,360.2776,0.4123,360.2776,0.2049
360.4898,0.4034,360.4898,0.3634,360.4898,0.2486
360.702,0.4228,360.702,0.3764,360.702,0.2282
