Wavelenth,Absorbance,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Overcoating,Before Overcoating,After Overcoating,After Overcoating,5x Purification,5x Purification
634.4242,0.1047,634.4242,0.1209,634.4242,0.0415
634.6206,0.1059,634.6206,0.1197,634.6206,0.0414
634.8171,0.1052,634.8171,0.1183,634.8171,0.042
635.0136,0.106,635.0136,0.1188,635.0136,0.0413
635.21,0.1067,635.21,0.1198,635.21,0.0408
635.4064,0.1042,635.4064,0.1196,635.4064,0.0407
635.6029,0.1057,635.6029,0.1194,635.6029,0.0419
635.7993,0.1058,635.7993,0.1192,635.7993,0.0409
635.9957,0.1058,635.9957,0.1204,635.9957,0.0399
636.192,0.1058,636.192,0.1204,636.192,0.0415
636.3884,0.1054,636.3884,0.12,636.3884,0.0415
636.5847,0.1047,636.5847,0.1212,636.5847,0.0419
636.7811,0.1058,636.7811,0.1203,636.7811,0.0414
636.9774,0.1052,636.9774,0.1215,636.9774,0.0411
637.1737,0.1071,637.1737,0.1196,637.1737,0.0408
637.37,0.1064,637.37,0.1205,637.37,0.0422
637.5663,0.1048,637.5663,0.1212,637.5663,0.0415
637.7626,0.1062,637.7626,0.1207,637.7626,0.042
637.9588,0.1054,637.9588,0.1208,637.9588,0.0411
638.1551,0.1069,638.1551,0.1206,638.1551,0.0405
638.3513,0.1057,638.3513,0.1207,638.3513,0.0424
638.5475,0.1057,638.5475,0.1213,638.5475,0.0419
638.7437,0.1059,638.7437,0.121,638.7437,0.0402
638.9399,0.1067,638.9399,0.1207,638.9399,0.0413
639.1361,0.1075,639.1361,0.1198,639.1361,0.0404
639.3322,0.1068,639.3322,0.1197,639.3322,0.0416
639.5284,0.1057,639.5284,0.1207,639.5284,0.0412
639.7245,0.1073,639.7245,0.12,639.7245,0.0416
639.9206,0.1065,639.9206,0.1204,639.9206,0.0412
640.1168,0.1073,640.1168,0.1195,640.1168,0.0418
640.3128,0.1067,640.3128,0.1211,640.3128,0.0419
640.5089,0.1081,640.5089,0.1215,640.5089,0.0422
640.705,0.1076,640.705,0.1224,640.705,0.0413
640.901,0.1066,640.901,0.1209,640.901,0.0411
641.0971,0.1065,641.0971,0.1211,641.0971,0.0406
641.2931,0.1075,641.2931,0.1211,641.2931,0.0419
641.4891,0.1069,641.4891,0.1221,641.4891,0.0416
641.6851,0.1073,641.6851,0.1221,641.6851,0.0406
641.8811,0.1064,641.8811,0.121,641.8811,0.0414
642.0771,0.1066,642.0771,0.1221,642.0771,0.0411
642.273,0.1076,642.273,0.1218,642.273,0.0417
642.469,0.1068,642.469,0.1194,642.469,0.0412
642.6649,0.107,642.6649,0.1212,642.6649,0.0417
642.8608,0.108,642.8608,0.1208,642.8608,0.0404
643.0567,0.1084,643.0567,0.1201,643.0567,0.0421
643.2526,0.1093,643.2526,0.12,643.2526,0.0417
643.4485,0.1062,643.4485,0.1221,643.4485,0.0402
643.6444,0.109,643.6444,0.1214,643.6444,0.0424
643.8402,0.1074,643.8402,0.1228,643.8402,0.0419
644.0361,0.1082,644.0361,0.1224,644.0361,0.0416
644.2319,0.1086,644.2319,0.1218,644.2319,0.0417
644.4277,0.1079,644.4277,0.1219,644.4277,0.0408
644.6235,0.1086,644.6235,0.122,644.6235,0.0413
644.8193,0.1072,644.8193,0.1225,644.8193,0.0407
645.015,0.1094,645.015,0.1225,645.015,0.0431
645.2108,0.1091,645.2108,0.1224,645.2108,0.0421
645.4065,0.1082,645.4065,0.1234,645.4065,0.0421
645.6023,0.1089,645.6023,0.1219,645.6023,0.0428
645.798,0.1093,645.798,0.1223,645.798,0.0411
645.9937,0.1087,645.9937,0.1216,645.9937,0.0415
646.1894,0.1097,646.1894,0.1235,646.1894,0.0416
646.385,0.1092,646.385,0.1227,646.385,0.0416
646.5807,0.1102,646.5807,0.1223,646.5807,0.0424
646.7763,0.1093,646.7763,0.1219,646.7763,0.0424
646.972,0.1094,646.972,0.1221,646.972,0.0428
647.1676,0.1093,647.1676,0.1223,647.1676,0.0424
647.3632,0.1097,647.3632,0.1228,647.3632,0.0417
647.5588,0.1097,647.5588,0.124,647.5588,0.0427
647.7544,0.1097,647.7544,0.123,647.7544,0.0423
647.9499,0.1105,647.9499,0.1223,647.9499,0.0412
648.1455,0.1097,648.1455,0.1235,648.1455,0.043
648.341,0.1088,648.341,0.1235,648.341,0.0414
648.5366,0.1078,648.5366,0.1234,648.5366,0.0423
648.7321,0.11,648.7321,0.1238,648.7321,0.0427
648.9276,0.1102,648.9276,0.1237,648.9276,0.0427
649.123,0.1111,649.123,0.1245,649.123,0.0421
649.3185,0.1109,649.3185,0.1237,649.3185,0.0427
649.514,0.1106,649.514,0.1237,649.514,0.0425
649.7094,0.11,649.7094,0.1228,649.7094,0.0425
649.9048,0.1102,649.9048,0.1251,649.9048,0.0433
650.1003,0.1115,650.1003,0.1238,650.1003,0.0432
650.2957,0.1121,650.2957,0.1239,650.2957,0.0432
650.491,0.1109,650.491,0.1249,650.491,0.0428
650.6864,0.1121,650.6864,0.1253,650.6864,0.043
650.8818,0.1125,650.8818,0.1243,650.8818,0.0424
651.0771,0.1121,651.0771,0.1241,651.0771,0.0431
651.2725,0.1117,651.2725,0.1256,651.2725,0.0424
651.4678,0.1108,651.4678,0.1254,651.4678,0.0423
651.6631,0.1122,651.6631,0.1252,651.6631,0.043
651.8584,0.1126,651.8584,0.1251,651.8584,0.0422
652.0537,0.1119,652.0537,0.1258,652.0537,0.0435
652.2489,0.1128,652.2489,0.1264,652.2489,0.0432
652.4442,0.1117,652.4442,0.1248,652.4442,0.0435
652.6394,0.1127,652.6394,0.1247,652.6394,0.0431
652.8346,0.1119,652.8346,0.1247,652.8346,0.0443
653.0298,0.1123,653.0298,0.1249,653.0298,0.0433
653.225,0.1129,653.225,0.1264,653.225,0.0432
653.4202,0.1134,653.4202,0.1262,653.4202,0.0442
653.6154,0.1136,653.6154,0.1261,653.6154,0.0432
653.8105,0.1134,653.8105,0.127,653.8105,0.0439
654.0057,0.113,654.0057,0.1255,654.0057,0.0433
654.2008,0.1125,654.2008,0.1263,654.2008,0.0429
654.3959,0.1134,654.3959,0.1255,654.3959,0.0423
654.591,0.1119,654.591,0.1262,654.591,0.0441
654.7861,0.1132,654.7861,0.1265,654.7861,0.0438
654.9812,0.1136,654.9812,0.1275,654.9812,0.0441
655.1763,0.1145,655.1763,0.1268,655.1763,0.0442
655.3713,0.1149,655.3713,0.1272,655.3713,0.0439
655.5663,0.1142,655.5663,0.1272,655.5663,0.044
655.7613,0.1132,655.7613,0.1277,655.7613,0.0443
655.9564,0.1152,655.9564,0.1272,655.9564,0.0438
656.1513,0.1145,656.1513,0.1277,656.1513,0.0447
656.3463,0.1143,656.3463,0.1287,656.3463,0.0447
656.5413,0.1162,656.5413,0.1285,656.5413,0.0443
656.7362,0.1151,656.7362,0.1284,656.7362,0.044
656.9312,0.1141,656.9312,0.1288,656.9312,0.0436
657.1261,0.1157,657.1261,0.1276,657.1261,0.0447
657.321,0.1162,657.321,0.1286,657.321,0.044
657.5159,0.1154,657.5159,0.1295,657.5159,0.0452
657.7108,0.115,657.7108,0.1289,657.7108,0.0438
657.9056,0.1152,657.9056,0.1303,657.9056,0.0433
658.1005,0.1166,658.1005,0.1288,658.1005,0.044
658.2953,0.1158,658.2953,0.1301,658.2953,0.0433
658.4902,0.1164,658.4902,0.129,658.4902,0.0443
658.685,0.1172,658.685,0.1301,658.685,0.0445
658.8798,0.1166,658.8798,0.1298,658.8798,0.0438
659.0746,0.1165,659.0746,0.129,659.0746,0.0448
659.2693,0.1172,659.2693,0.1316,659.2693,0.0443
659.4641,0.1169,659.4641,0.13,659.4641,0.0456
659.6588,0.1172,659.6588,0.131,659.6588,0.044
659.8536,0.1183,659.8536,0.1297,659.8536,0.0455
660.0483,0.1182,660.0483,0.1306,660.0483,0.0445
660.243,0.1173,660.243,0.1308,660.243,0.0457
660.4377,0.1172,660.4377,0.1319,660.4377,0.045
660.6323,0.118,660.6323,0.1313,660.6323,0.0453
660.827,0.1183,660.827,0.1316,660.827,0.0451
661.0217,0.1186,661.0217,0.1327,661.0217,0.0459
661.2163,0.1177,661.2163,0.1327,661.2163,0.0449
661.4109,0.1184,661.4109,0.1331,661.4109,0.0454
661.6055,0.1198,661.6055,0.1332,661.6055,0.0452
661.8001,0.1203,661.8001,0.1331,661.8001,0.0461
661.9947,0.1194,661.9947,0.1327,661.9947,0.0447
662.1892,0.1207,662.1892,0.1321,662.1892,0.0464
662.3838,0.1202,662.3838,0.1329,662.3838,0.045
662.5783,0.1203,662.5783,0.1336,662.5783,0.0446
662.7729,0.1202,662.7729,0.1329,662.7729,0.0454
662.9674,0.1196,662.9674,0.1329,662.9674,0.0452
663.1619,0.1211,663.1619,0.1346,663.1619,0.0467
663.3563,0.1198,663.3563,0.1335,663.3563,0.0455
663.5508,0.1209,663.5508,0.1349,663.5508,0.0465
663.7453,0.1207,663.7453,0.1349,663.7453,0.046
663.9397,0.1212,663.9397,0.1353,663.9397,0.0455
664.1341,0.1216,664.1341,0.1356,664.1341,0.0457
664.3285,0.1228,664.3285,0.1351,664.3285,0.0456
664.5229,0.122,664.5229,0.136,664.5229,0.0459
664.7173,0.1218,664.7173,0.1344,664.7173,0.0469
664.9117,0.1221,664.9117,0.1366,664.9117,0.046
665.1061,0.1232,665.1061,0.1375,665.1061,0.0472
665.3004,0.1234,665.3004,0.1375,665.3004,0.047
665.4947,0.1224,665.4947,0.136,665.4947,0.0459
665.689,0.1232,665.689,0.1376,665.689,0.0464
665.8833,0.1233,665.8833,0.1381,665.8833,0.0457
666.0776,0.1243,666.0776,0.1388,666.0776,0.0467
666.2719,0.1245,666.2719,0.1376,666.2719,0.0468
666.4662,0.1245,666.4662,0.1378,666.4662,0.0472
666.6604,0.1242,666.6604,0.1391,666.6604,0.0458
666.8546,0.1247,666.8546,0.1391,666.8546,0.0472
667.0489,0.1249,667.0489,0.1394,667.0489,0.0469
667.2431,0.1258,667.2431,0.139,667.2431,0.0474
667.4373,0.1248,667.4373,0.1406,667.4373,0.0473
667.6314,0.1261,667.6314,0.1406,667.6314,0.0473
667.8256,0.1251,667.8256,0.1401,667.8256,0.0469
668.0197,0.1271,668.0197,0.1402,668.0197,0.0478
668.2139,0.1271,668.2139,0.1397,668.2139,0.0478
668.408,0.1265,668.408,0.1404,668.408,0.0478
668.6021,0.1258,668.6021,0.1404,668.6021,0.0488
668.7962,0.1275,668.7962,0.1403,668.7962,0.0485
668.9903,0.126,668.9903,0.1419,668.9903,0.0491
669.1843,0.1274,669.1843,0.1419,669.1843,0.0476
669.3784,0.1277,669.3784,0.142,669.3784,0.0481
669.5724,0.1278,669.5724,0.1429,669.5724,0.0492
669.7665,0.1282,669.7665,0.1423,669.7665,0.0485
669.9605,0.1291,669.9605,0.1425,669.9605,0.0484
670.1545,0.1292,670.1545,0.1424,670.1545,0.048
670.3485,0.1283,670.3485,0.1434,670.3485,0.0481
670.5424,0.1292,670.5424,0.1432,670.5424,0.0489
670.7364,0.1304,670.7364,0.1438,670.7364,0.0483
670.9303,0.1305,670.9303,0.1443,670.9303,0.0491
671.1242,0.1302,671.1242,0.1444,671.1242,0.0499
671.3182,0.1299,671.3182,0.1447,671.3182,0.0491
671.5121,0.1299,671.5121,0.1444,671.5121,0.049
671.7059,0.131,671.7059,0.1457,671.7059,0.0492
671.8998,0.1309,671.8998,0.1459,671.8998,0.0504
672.0937,0.1314,672.0937,0.1466,672.0937,0.0489
672.2875,0.1311,672.2875,0.147,672.2875,0.049
672.4813,0.1315,672.4813,0.1475,672.4813,0.0495
672.6752,0.1325,672.6752,0.1479,672.6752,0.0493
672.869,0.1326,672.869,0.1474,672.869,0.0499
673.0627,0.1328,673.0627,0.146,673.0627,0.0496
673.2565,0.1334,673.2565,0.148,673.2565,0.0499
673.4503,0.1331,673.4503,0.1487,673.4503,0.0502
673.644,0.1339,673.644,0.149,673.644,0.0493
673.8378,0.1339,673.8378,0.149,673.8378,0.0502
674.0315,0.1348,674.0315,0.1496,674.0315,0.0504
674.2252,0.1351,674.2252,0.1493,674.2252,0.0507
674.4189,0.134,674.4189,0.151,674.4189,0.0506
674.6125,0.1353,674.6125,0.1508,674.6125,0.0513
674.8062,0.1355,674.8062,0.15,674.8062,0.0504
674.9999,0.1359,674.9999,0.1504,674.9999,0.05
675.1935,0.1364,675.1935,0.1514,675.1935,0.0507
675.3871,0.1364,675.3871,0.152,675.3871,0.0512
675.5807,0.1371,675.5807,0.1532,675.5807,0.0512
675.7743,0.1358,675.7743,0.1518,675.7743,0.0505
675.9679,0.1382,675.9679,0.1525,675.9679,0.05
676.1614,0.1372,676.1614,0.1529,676.1614,0.0525
676.355,0.1369,676.355,0.1534,676.355,0.0515
676.5485,0.1378,676.5485,0.1544,676.5485,0.0518
676.7421,0.1394,676.7421,0.1544,676.7421,0.052
676.9356,0.1403,676.9356,0.1545,676.9356,0.0524
677.1291,0.1395,677.1291,0.1557,677.1291,0.0529
677.3225,0.1398,677.3225,0.1551,677.3225,0.052
677.516,0.1402,677.516,0.1563,677.516,0.0528
677.7095,0.141,677.7095,0.1566,677.7095,0.0535
677.9029,0.141,677.9029,0.1565,677.9029,0.0531
678.0963,0.1402,678.0963,0.1579,678.0963,0.0527
678.2897,0.1418,678.2897,0.1584,678.2897,0.0518
678.4831,0.1416,678.4831,0.1574,678.4831,0.053
678.6765,0.1421,678.6765,0.1586,678.6765,0.0534
678.8699,0.1429,678.8699,0.1593,678.8699,0.0537
679.0632,0.143,679.0632,0.1595,679.0632,0.0529
679.2566,0.1435,679.2566,0.1615,679.2566,0.054
679.4499,0.1435,679.4499,0.1598,679.4499,0.0551
679.6432,0.1444,679.6432,0.1614,679.6432,0.0539
679.8365,0.1454,679.8365,0.1606,679.8365,0.0536
680.0298,0.1446,680.0298,0.1621,680.0298,0.0544
680.2231,0.1442,680.2231,0.1617,680.2231,0.0547
680.4163,0.1462,680.4163,0.1625,680.4163,0.0553
680.6096,0.1456,680.6096,0.1628,680.6096,0.054
680.8028,0.1459,680.8028,0.1634,680.8028,0.0548
680.996,0.1465,680.996,0.1643,680.996,0.0549
681.1892,0.1472,681.1892,0.1649,681.1892,0.0547
681.3824,0.1479,681.3824,0.1652,681.3824,0.0555
681.5756,0.1476,681.5756,0.165,681.5756,0.055
681.7687,0.1489,681.7687,0.1657,681.7687,0.0554
681.9619,0.1498,681.9619,0.1662,681.9619,0.0565
682.155,0.1499,682.155,0.1665,682.155,0.0559
682.3481,0.1502,682.3481,0.1669,682.3481,0.0562
682.5412,0.1514,682.5412,0.1668,682.5412,0.0558
682.7343,0.1511,682.7343,0.1683,682.7343,0.0568
682.9274,0.1518,682.9274,0.1693,682.9274,0.056
683.1204,0.1515,683.1204,0.1691,683.1204,0.0567
683.3135,0.1513,683.3135,0.1691,683.3135,0.0565
683.5065,0.1525,683.5065,0.1696,683.5065,0.057
683.6995,0.153,683.6995,0.1699,683.6995,0.057
683.8925,0.1538,683.8925,0.1706,683.8925,0.0575
684.0855,0.1548,684.0855,0.1728,684.0855,0.0579
684.2785,0.1541,684.2785,0.1713,684.2785,0.0579
684.4715,0.1545,684.4715,0.1726,684.4715,0.0569
684.6644,0.1544,684.6644,0.1734,684.6644,0.058
684.8573,0.1562,684.8573,0.1749,684.8573,0.0584
685.0502,0.1571,685.0502,0.1751,685.0502,0.0576
685.2432,0.1567,685.2432,0.1751,685.2432,0.0584
685.436,0.1587,685.436,0.176,685.436,0.0587
685.6289,0.1571,685.6289,0.1761,685.6289,0.0581
685.8218,0.1577,685.8218,0.1761,685.8218,0.0593
686.0146,0.1583,686.0146,0.1772,686.0146,0.0593
686.2075,0.1583,686.2075,0.1779,686.2075,0.0587
686.4003,0.1599,686.4003,0.1781,686.4003,0.0583
686.5931,0.1603,686.5931,0.1782,686.5931,0.0593
686.7859,0.1617,686.7859,0.1784,686.7859,0.0598
686.9787,0.1612,686.9787,0.1798,686.9787,0.0598
687.1714,0.1621,687.1714,0.1815,687.1714,0.0604
687.3642,0.1624,687.3642,0.1807,687.3642,0.0601
687.5569,0.162,687.5569,0.182,687.5569,0.0591
687.7496,0.1638,687.7496,0.1805,687.7496,0.0609
687.9423,0.1637,687.9423,0.1825,687.9423,0.0605
688.135,0.1638,688.135,0.183,688.135,0.0609
688.3277,0.1644,688.3277,0.1827,688.3277,0.0617
688.5204,0.1661,688.5204,0.1839,688.5204,0.0609
688.713,0.1648,688.713,0.1845,688.713,0.0606
688.9057,0.1668,688.9057,0.1853,688.9057,0.061
689.0983,0.1665,689.0983,0.1856,689.0983,0.0611
689.2909,0.1672,689.2909,0.1862,689.2909,0.0608
689.4835,0.1673,689.4835,0.1878,689.4835,0.0607
689.6761,0.1683,689.6761,0.1878,689.6761,0.0617
689.8686,0.1682,689.8686,0.1882,689.8686,0.0621
690.0612,0.1691,690.0612,0.1898,690.0612,0.0617
690.2537,0.1695,690.2537,0.19,690.2537,0.0624
690.4462,0.1703,690.4462,0.1896,690.4462,0.0634
690.6387,0.1693,690.6387,0.1914,690.6387,0.0639
690.8312,0.1717,690.8312,0.1911,690.8312,0.0629
691.0237,0.1715,691.0237,0.1927,691.0237,0.0628
691.2162,0.173,691.2162,0.1951,691.2162,0.0635
691.4086,0.1726,691.4086,0.1928,691.4086,0.0634
691.6011,0.1751,691.6011,0.1958,691.6011,0.0633
691.7935,0.1735,691.7935,0.1944,691.7935,0.0643
691.9859,0.1742,691.9859,0.196,691.9859,0.0647
692.1783,0.1741,692.1783,0.1964,692.1783,0.0639
692.3707,0.1762,692.3707,0.1976,692.3707,0.0639
692.563,0.176,692.563,0.1968,692.563,0.064
692.7554,0.1792,692.7554,0.1987,692.7554,0.0652
692.9477,0.1773,692.9477,0.1992,692.9477,0.0654
693.1401,0.1789,693.1401,0.2001,693.1401,0.065
693.3324,0.1794,693.3324,0.2008,693.3324,0.0662
693.5247,0.1797,693.5247,0.2008,693.5247,0.0657
693.7169,0.1805,693.7169,0.2032,693.7169,0.066
693.9092,0.1804,693.9092,0.2026,693.9092,0.0658
694.1015,0.1803,694.1015,0.2034,694.1015,0.0664
694.2937,0.1811,694.2937,0.2038,694.2937,0.0663
694.4859,0.1816,694.4859,0.2052,694.4859,0.0666
694.6781,0.1824,694.6781,0.2054,694.6781,0.0673
694.8703,0.1834,694.8703,0.2064,694.8703,0.0661
695.0625,0.1836,695.0625,0.2067,695.0625,0.0667
695.2547,0.1844,695.2547,0.2078,695.2547,0.0673
695.4468,0.1853,695.4468,0.2083,695.4468,0.069
695.639,0.1853,695.639,0.2096,695.639,0.0681
695.8311,0.1857,695.8311,0.2095,695.8311,0.0678
696.0232,0.1871,696.0232,0.2113,696.0232,0.0683
696.2153,0.1862,696.2153,0.2117,696.2153,0.0684
696.4074,0.188,696.4074,0.2125,696.4074,0.0679
696.5995,0.19,696.5995,0.2126,696.5995,0.0687
696.7915,0.1895,696.7915,0.214,696.7915,0.0686
696.9836,0.1896,696.9836,0.2143,696.9836,0.0684
697.1756,0.1916,697.1756,0.215,697.1756,0.0697
697.3676,0.1924,697.3676,0.2167,697.3676,0.0697
697.5596,0.1921,697.5596,0.2178,697.5596,0.0701
697.7516,0.1938,697.7516,0.2177,697.7516,0.0704
697.9435,0.1936,697.9435,0.2185,697.9435,0.0707
698.1355,0.1946,698.1355,0.2189,698.1355,0.0703
698.3274,0.196,698.3274,0.2199,698.3274,0.0717
698.5194,0.1953,698.5194,0.2203,698.5194,0.0716
698.7113,0.196,698.7113,0.2214,698.7113,0.0715
698.9032,0.1966,698.9032,0.2217,698.9032,0.0711
699.0951,0.1982,699.0951,0.2237,699.0951,0.0716
699.2869,0.199,699.2869,0.2238,699.2869,0.0723
699.4788,0.1999,699.4788,0.2246,699.4788,0.072
699.6706,0.2002,699.6706,0.2254,699.6706,0.0722
699.8624,0.2006,699.8624,0.2258,699.8624,0.0731
700.0543,0.2021,700.0543,0.2285,700.0543,0.073
700.246,0.2032,700.246,0.2286,700.246,0.0728
700.4378,0.2035,700.4378,0.2278,700.4378,0.075
700.6296,0.2042,700.6296,0.2307,700.6296,0.0737
700.8214,0.2049,700.8214,0.2322,700.8214,0.0739
701.0131,0.2048,701.0131,0.2315,701.0131,0.0742
701.2048,0.2057,701.2048,0.2325,701.2048,0.0742
701.3965,0.2064,701.3965,0.2328,701.3965,0.0747
701.5882,0.208,701.5882,0.2337,701.5882,0.0757
701.7799,0.2087,701.7799,0.2338,701.7799,0.0744
701.9716,0.2094,701.9716,0.2356,701.9716,0.0747
702.1632,0.2092,702.1632,0.2365,702.1632,0.0742
702.3549,0.2095,702.3549,0.2381,702.3549,0.0759
702.5465,0.2113,702.5465,0.2379,702.5465,0.0764
702.7381,0.2116,702.7381,0.2392,702.7381,0.076
702.9297,0.2136,702.9297,0.2403,702.9297,0.0762
703.1213,0.2136,703.1213,0.2416,703.1213,0.0772
703.3129,0.2143,703.3129,0.2404,703.3129,0.077
703.5044,0.2141,703.5044,0.242,703.5044,0.0776
703.6959,0.2164,703.6959,0.244,703.6959,0.0771
703.8875,0.2173,703.8875,0.2441,703.8875,0.0776
704.079,0.2166,704.079,0.2456,704.079,0.0784
704.2705,0.2181,704.2705,0.246,704.2705,0.0774
704.462,0.2183,704.462,0.2476,704.462,0.0785
704.6534,0.2196,704.6534,0.2498,704.6534,0.0786
704.8449,0.2209,704.8449,0.2497,704.8449,0.0779
705.0363,0.2207,705.0363,0.2503,705.0363,0.0787
705.2277,0.2211,705.2277,0.2515,705.2277,0.0796
705.4192,0.2237,705.4192,0.252,705.4192,0.0796
705.6106,0.2221,705.6106,0.2536,705.6106,0.0793
705.8019,0.2253,705.8019,0.254,705.8019,0.081
705.9933,0.225,705.9933,0.2549,705.9933,0.0805
706.1847,0.2257,706.1847,0.2558,706.1847,0.0813
706.376,0.2262,706.376,0.2568,706.376,0.0812
706.5673,0.2267,706.5673,0.2585,706.5673,0.0812
706.7586,0.2281,706.7586,0.2585,706.7586,0.0816
706.9499,0.2289,706.9499,0.26,706.9499,0.0815
707.1412,0.2293,707.1412,0.2616,707.1412,0.0817
707.3325,0.2302,707.3325,0.2617,707.3325,0.0822
707.5237,0.2323,707.5237,0.2621,707.5237,0.0827
707.715,0.2323,707.715,0.263,707.715,0.0827
707.9062,0.2336,707.9062,0.2659,707.9062,0.0821
708.0974,0.234,708.0974,0.2663,708.0974,0.083
708.2886,0.2353,708.2886,0.2675,708.2886,0.082
708.4798,0.2363,708.4798,0.2679,708.4798,0.0828
708.6709,0.2367,708.6709,0.2684,708.6709,0.0844
708.8621,0.2382,708.8621,0.2697,708.8621,0.0855
709.0532,0.2382,709.0532,0.2708,709.0532,0.0841
709.2443,0.2393,709.2443,0.273,709.2443,0.084
709.4354,0.2406,709.4354,0.2733,709.4354,0.084
709.6265,0.2408,709.6265,0.2755,709.6265,0.0849
709.8176,0.2412,709.8176,0.2742,709.8176,0.0857
710.0087,0.243,710.0087,0.2764,710.0087,0.0861
710.1997,0.2444,710.1997,0.2767,710.1997,0.0866
710.3908,0.2442,710.3908,0.2775,710.3908,0.0871
710.5818,0.2443,710.5818,0.2782,710.5818,0.0869
710.7728,0.2454,710.7728,0.2804,710.7728,0.0869
710.9638,0.2469,710.9638,0.2822,710.9638,0.0886
711.1548,0.2475,711.1548,0.2829,711.1548,0.0874
711.3457,0.2479,711.3457,0.2834,711.3457,0.0881
711.5367,0.2492,711.5367,0.2848,711.5367,0.0879
711.7276,0.2495,711.7276,0.2859,711.7276,0.0884
711.9185,0.2524,711.9185,0.2879,711.9185,0.0886
712.1094,0.2528,712.1094,0.2885,712.1094,0.09
712.3003,0.2532,712.3003,0.2881,712.3003,0.089
712.4912,0.2531,712.4912,0.2909,712.4912,0.0891
712.6821,0.2548,712.6821,0.2921,712.6821,0.0905
712.8729,0.256,712.8729,0.2922,712.8729,0.0903
713.0638,0.2551,713.0638,0.2925,713.0638,0.0908
713.2546,0.2577,713.2546,0.295,713.2546,0.0899
713.4454,0.2589,713.4454,0.2959,713.4454,0.091
713.6362,0.2582,713.6362,0.2958,713.6362,0.0916
713.8269,0.2602,713.8269,0.2986,713.8269,0.0913
714.0177,0.2613,714.0177,0.2996,714.0177,0.0918
714.2084,0.2624,714.2084,0.3001,714.2084,0.0915
714.3992,0.2634,714.3992,0.301,714.3992,0.0926
714.5899,0.2639,714.5899,0.3023,714.5899,0.0925
714.7806,0.2638,714.7806,0.3037,714.7806,0.0936
714.9713,0.2661,714.9713,0.3047,714.9713,0.094
715.162,0.2658,715.162,0.306,715.162,0.0923
715.3526,0.2671,715.3526,0.3067,715.3526,0.0936
715.5433,0.269,715.5433,0.3079,715.5433,0.0941
715.7339,0.2678,715.7339,0.3104,715.7339,0.0947
715.9245,0.2696,715.9245,0.3104,715.9245,0.0942
716.1151,0.2724,716.1151,0.3112,716.1151,0.0947
716.3057,0.2729,716.3057,0.3135,716.3057,0.095
716.4963,0.2734,716.4963,0.3145,716.4963,0.0954
716.6868,0.2747,716.6868,0.3162,716.6868,0.0956
716.8774,0.274,716.8774,0.3162,716.8774,0.0961
717.0679,0.2754,717.0679,0.3169,717.0679,0.0966
717.2584,0.2773,717.2584,0.3168,717.2584,0.096
717.4489,0.2774,717.4489,0.3202,717.4489,0.0962
717.6394,0.2777,717.6394,0.3217,717.6394,0.097
717.8299,0.2799,717.8299,0.3218,717.8299,0.097
718.0203,0.2801,718.0203,0.325,718.0203,0.0979
718.2108,0.2814,718.2108,0.3259,718.2108,0.098
718.4012,0.2823,718.4012,0.3262,718.4012,0.0989
718.5916,0.2823,718.5916,0.3274,718.5916,0.0987
718.782,0.2841,718.782,0.3272,718.782,0.0994
718.9724,0.2841,718.9724,0.3293,718.9724,0.0995
719.1628,0.2863,719.1628,0.331,719.1628,0.0996
719.3531,0.2856,719.3531,0.3307,719.3531,0.1002
719.5435,0.2873,719.5435,0.3323,719.5435,0.0995
719.7338,0.2885,719.7338,0.3343,719.7338,0.1003
719.9241,0.2899,719.9241,0.335,719.9241,0.1007
720.1144,0.2912,720.1144,0.3351,720.1144,0.1006
720.3047,0.2925,720.3047,0.3365,720.3047,0.1013
720.495,0.2934,720.495,0.3388,720.495,0.1009
720.6852,0.2933,720.6852,0.3389,720.6852,0.102
720.8754,0.2942,720.8754,0.3425,720.8754,0.1013
721.0657,0.2973,721.0657,0.3431,721.0657,0.1022
721.2559,0.2975,721.2559,0.345,721.2559,0.1021
721.4461,0.2978,721.4461,0.3455,721.4461,0.1027
721.6363,0.2978,721.6363,0.3478,721.6363,0.104
721.8264,0.2995,721.8264,0.3481,721.8264,0.103
722.0166,0.2997,722.0166,0.3487,722.0166,0.1032
722.2067,0.3003,722.2067,0.3496,722.2067,0.1034
722.3968,0.3035,722.3968,0.3512,722.3968,0.1051
722.5869,0.3033,722.5869,0.3527,722.5869,0.1037
722.777,0.3043,722.777,0.3549,722.777,0.1049
722.9671,0.3056,722.9671,0.3562,722.9671,0.1055
723.1572,0.3067,723.1572,0.356,723.1572,0.1043
723.3472,0.3081,723.3472,0.3576,723.3472,0.1065
723.5372,0.3095,723.5372,0.3591,723.5372,0.1055
723.7273,0.3092,723.7273,0.3614,723.7273,0.107
723.9173,0.3101,723.9173,0.36,723.9173,0.1057
724.1073,0.3111,724.1073,0.3633,724.1073,0.1063
724.2972,0.311,724.2972,0.3655,724.2972,0.1063
724.4872,0.314,724.4872,0.3664,724.4872,0.1077
724.6771,0.314,724.6771,0.3669,724.6771,0.108
724.8671,0.3142,724.8671,0.3677,724.8671,0.1088
725.057,0.3167,725.057,0.3717,725.057,0.109
725.2469,0.3172,725.2469,0.3726,725.2469,0.1089
725.4368,0.3183,725.4368,0.3723,725.4368,0.1089
