Wavelenth,Absorbance,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Overcoating,Before Overcoating,After Overcoating,After Overcoating,5x Purification,5x Purification
443.507,0.1489,443.507,0.2107,443.507,0.0665
443.7151,0.1493,443.7151,0.2105,443.7151,0.0664
443.9231,0.1484,443.9231,0.2097,443.9231,0.0667
444.1311,0.148,444.1311,0.2095,444.1311,0.0659
444.3392,0.1487,444.3392,0.2102,444.3392,0.0666
444.5472,0.1492,444.5472,0.2108,444.5472,0.0668
444.7551,0.1474,444.7551,0.2101,444.7551,0.0655
444.9631,0.147,444.9631,0.2104,444.9631,0.0653
445.1711,0.1468,445.1711,0.2095,445.1711,0.0651
445.379,0.1485,445.379,0.2111,445.379,0.0667
445.587,0.1474,445.587,0.21,445.587,0.0668
445.7949,0.1485,445.7949,0.2102,445.7949,0.0665
446.0028,0.1479,446.0028,0.2089,446.0028,0.0649
446.2107,0.1479,446.2107,0.2108,446.2107,0.0648
446.4186,0.1477,446.4186,0.21,446.4186,0.0667
446.6265,0.1471,446.6265,0.2101,446.6265,0.0659
446.8344,0.1492,446.8344,0.2093,446.8344,0.0655
447.0423,0.1482,447.0423,0.2091,447.0423,0.0666
447.2501,0.1475,447.2501,0.2094,447.2501,0.0652
447.458,0.1484,447.458,0.2087,447.458,0.0659
447.6658,0.147,447.6658,0.2099,447.6658,0.0661
447.8736,0.1475,447.8736,0.2081,447.8736,0.0658
448.0814,0.1478,448.0814,0.2089,448.0814,0.0656
448.2892,0.1482,448.2892,0.2085,448.2892,0.0655
448.497,0.1472,448.497,0.2095,448.497,0.0653
448.7048,0.1482,448.7048,0.2087,448.7048,0.0662
448.9126,0.1473,448.9126,0.2076,448.9126,0.0653
449.1203,0.1482,449.1203,0.2093,449.1203,0.067
449.3281,0.1473,449.3281,0.2083,449.3281,0.064
449.5358,0.1462,449.5358,0.2085,449.5358,0.0649
449.7435,0.1489,449.7435,0.2083,449.7435,0.0668
449.9512,0.1481,449.9512,0.2078,449.9512,0.0655
450.1589,0.1469,450.1589,0.2088,450.1589,0.0651
450.3666,0.1478,450.3666,0.208,450.3666,0.0655
450.5743,0.148,450.5743,0.2084,450.5743,0.0663
450.782,0.1476,450.782,0.2078,450.782,0.0652
450.9896,0.146,450.9896,0.2071,450.9896,0.0661
451.1973,0.1471,451.1973,0.2078,451.1973,0.0647
451.4049,0.1463,451.4049,0.2077,451.4049,0.0645
451.6125,0.1474,451.6125,0.2093,451.6125,0.0664
451.8201,0.1468,451.8201,0.2081,451.8201,0.0656
452.0277,0.1465,452.0277,0.2062,452.0277,0.0651
452.2353,0.1474,452.2353,0.2072,452.2353,0.0659
452.4429,0.1458,452.4429,0.208,452.4429,0.0654
452.6505,0.1476,452.6505,0.2085,452.6505,0.0654
452.858,0.1467,452.858,0.2073,452.858,0.0654
453.0656,0.1464,453.0656,0.2083,453.0656,0.0655
453.2731,0.1477,453.2731,0.2066,453.2731,0.0653
453.4806,0.1463,453.4806,0.2072,453.4806,0.066
453.6881,0.1469,453.6881,0.2066,453.6881,0.0654
453.8956,0.1483,453.8956,0.2067,453.8956,0.0654
454.1031,0.1461,454.1031,0.2064,454.1031,0.0656
454.3106,0.147,454.3106,0.2065,454.3106,0.065
454.5181,0.1478,454.5181,0.2061,454.5181,0.0655
454.7255,0.1469,454.7255,0.2044,454.7255,0.0652
454.933,0.146,454.933,0.2058,454.933,0.0639
455.1404,0.1468,455.1404,0.2062,455.1404,0.0657
455.3478,0.1468,455.3478,0.2056,455.3478,0.0663
455.5552,0.1462,455.5552,0.2064,455.5552,0.0659
455.7626,0.1463,455.7626,0.205,455.7626,0.0649
455.97,0.1458,455.97,0.2057,455.97,0.0647
456.1774,0.1455,456.1774,0.2049,456.1774,0.0662
456.3847,0.1464,456.3847,0.2057,456.3847,0.0657
456.5921,0.1464,456.5921,0.2052,456.5921,0.0641
456.7994,0.1473,456.7994,0.2059,456.7994,0.0659
457.0068,0.1462,457.0068,0.2064,457.0068,0.0646
457.2141,0.1465,457.2141,0.2054,457.2141,0.0664
457.4214,0.1452,457.4214,0.2042,457.4214,0.0647
457.6287,0.1463,457.6287,0.2056,457.6287,0.0658
457.836,0.1455,457.836,0.2049,457.836,0.0643
458.0432,0.1461,458.0432,0.2047,458.0432,0.065
458.2505,0.1474,458.2505,0.2053,458.2505,0.0657
458.4578,0.1472,458.4578,0.2042,458.4578,0.0655
458.665,0.1456,458.665,0.2044,458.665,0.0638
458.8722,0.1461,458.8722,0.2037,458.8722,0.0644
459.0794,0.1463,459.0794,0.2059,459.0794,0.0654
459.2867,0.145,459.2867,0.2045,459.2867,0.0644
459.4938,0.1447,459.4938,0.2038,459.4938,0.0646
459.701,0.1458,459.701,0.2033,459.701,0.0642
459.9082,0.1457,459.9082,0.2037,459.9082,0.064
460.1154,0.1448,460.1154,0.2046,460.1154,0.0649
460.3225,0.1474,460.3225,0.2026,460.3225,0.065
460.5297,0.1453,460.5297,0.2039,460.5297,0.0644
460.7368,0.146,460.7368,0.2029,460.7368,0.0642
460.9439,0.1452,460.9439,0.2027,460.9439,0.0647
461.151,0.1455,461.151,0.2023,461.151,0.0644
461.3581,0.1448,461.3581,0.2045,461.3581,0.0642
461.5652,0.1457,461.5652,0.2027,461.5652,0.0649
461.7723,0.1446,461.7723,0.2025,461.7723,0.0651
461.9793,0.1458,461.9793,0.2042,461.9793,0.0649
462.1864,0.1457,462.1864,0.2027,462.1864,0.0646
462.3934,0.1459,462.3934,0.2023,462.3934,0.0641
462.6004,0.145,462.6004,0.2028,462.6004,0.0653
462.8074,0.1455,462.8074,0.2025,462.8074,0.0643
463.0144,0.1454,463.0144,0.2012,463.0144,0.0639
463.2214,0.1445,463.2214,0.2024,463.2214,0.0645
463.4284,0.1452,463.4284,0.2014,463.4284,0.0649
463.6354,0.1448,463.6354,0.2021,463.6354,0.0633
463.8423,0.1455,463.8423,0.2017,463.8423,0.0642
464.0493,0.1458,464.0493,0.2015,464.0493,0.064
464.2562,0.1463,464.2562,0.2016,464.2562,0.0639
464.4632,0.1471,464.4632,0.2011,464.4632,0.0651
464.6701,0.1451,464.6701,0.2013,464.6701,0.0633
464.877,0.1455,464.877,0.2007,464.877,0.0648
465.0839,0.1453,465.0839,0.2015,465.0839,0.0646
465.2907,0.145,465.2907,0.201,465.2907,0.0626
465.4976,0.1448,465.4976,0.2016,465.4976,0.0642
465.7045,0.1448,465.7045,0.2012,465.7045,0.0624
465.9113,0.1456,465.9113,0.2014,465.9113,0.0641
466.1181,0.1455,466.1181,0.2005,466.1181,0.0641
466.325,0.1437,466.325,0.1998,466.325,0.0632
466.5318,0.1457,466.5318,0.201,466.5318,0.0637
466.7386,0.1456,466.7386,0.2009,466.7386,0.0638
466.9454,0.1454,466.9454,0.2,466.9454,0.0641
467.1521,0.1451,467.1521,0.2006,467.1521,0.0634
467.3589,0.1455,467.3589,0.1996,467.3589,0.0638
467.5657,0.145,467.5657,0.2003,467.5657,0.0638
467.7724,0.1457,467.7724,0.2007,467.7724,0.0633
467.9791,0.1448,467.9791,0.2004,467.9791,0.064
468.1859,0.1444,468.1859,0.2009,468.1859,0.0625
468.3926,0.1442,468.3926,0.2016,468.3926,0.0636
468.5993,0.1436,468.5993,0.2007,468.5993,0.0627
468.8059,0.1447,468.8059,0.2003,468.8059,0.0642
469.0126,0.1453,469.0126,0.2001,469.0126,0.0634
469.2193,0.1435,469.2193,0.1998,469.2193,0.0638
469.4259,0.1438,469.4259,0.2002,469.4259,0.0633
469.6326,0.1446,469.6326,0.2012,469.6326,0.0639
469.8392,0.145,469.8392,0.1999,469.8392,0.0639
470.0458,0.1442,470.0458,0.1985,470.0458,0.0636
470.2524,0.1447,470.2524,0.1987,470.2524,0.0623
470.459,0.1452,470.459,0.1989,470.459,0.0639
470.6656,0.1448,470.6656,0.1981,470.6656,0.0637
470.8722,0.1445,470.8722,0.199,470.8722,0.0629
471.0787,0.1448,471.0787,0.1983,471.0787,0.0622
471.2853,0.1442,471.2853,0.1993,471.2853,0.0635
471.4918,0.1443,471.4918,0.1984,471.4918,0.0628
471.6984,0.1445,471.6984,0.1985,471.6984,0.063
471.9049,0.1446,471.9049,0.1983,471.9049,0.0643
472.1114,0.1444,472.1114,0.1992,472.1114,0.0626
472.3179,0.1445,472.3179,0.1974,472.3179,0.0626
472.5243,0.1428,472.5243,0.1979,472.5243,0.0628
472.7308,0.145,472.7308,0.1973,472.7308,0.0625
472.9373,0.1437,472.9373,0.1973,472.9373,0.0627
473.1437,0.1453,473.1437,0.1982,473.1437,0.0626
473.3502,0.1439,473.3502,0.1982,473.3502,0.0629
473.5566,0.144,473.5566,0.1986,473.5566,0.0625
473.763,0.1443,473.763,0.198,473.763,0.0624
473.9694,0.1441,473.9694,0.1973,473.9694,0.0623
474.1758,0.1455,474.1758,0.1979,474.1758,0.0632
474.3822,0.1439,474.3822,0.1985,474.3822,0.0625
474.5885,0.1456,474.5885,0.1975,474.5885,0.0624
474.7949,0.1437,474.7949,0.1969,474.7949,0.0636
475.0012,0.144,475.0012,0.1974,475.0012,0.063
475.2076,0.144,475.2076,0.1978,475.2076,0.0622
475.4139,0.1454,475.4139,0.1975,475.4139,0.0622
475.6202,0.1445,475.6202,0.1972,475.6202,0.0619
475.8265,0.1446,475.8265,0.1981,475.8265,0.0627
476.0328,0.1441,476.0328,0.1968,476.0328,0.0622
476.239,0.1447,476.239,0.198,476.239,0.0628
476.4453,0.1447,476.4453,0.1976,476.4453,0.0629
476.6516,0.1439,476.6516,0.1967,476.6516,0.0624
476.8578,0.1445,476.8578,0.1972,476.8578,0.0641
477.064,0.1452,477.064,0.1967,477.064,0.0627
477.2702,0.1443,477.2702,0.1955,477.2702,0.0639
477.4765,0.1447,477.4765,0.1982,477.4765,0.0625
477.6826,0.1449,477.6826,0.1973,477.6826,0.0621
477.8888,0.1442,477.8888,0.1967,477.8888,0.0619
478.095,0.1445,478.095,0.1974,478.095,0.0627
478.3012,0.1456,478.3012,0.1975,478.3012,0.0625
478.5073,0.1442,478.5073,0.1971,478.5073,0.0626
478.7134,0.1454,478.7134,0.1968,478.7134,0.0616
478.9196,0.1448,478.9196,0.1968,478.9196,0.0624
479.1257,0.1451,479.1257,0.197,479.1257,0.0626
479.3318,0.1441,479.3318,0.1975,479.3318,0.0628
479.5379,0.1451,479.5379,0.1983,479.5379,0.0614
479.744,0.145,479.744,0.1967,479.744,0.0626
479.95,0.1455,479.95,0.1975,479.95,0.0626
480.1561,0.1446,480.1561,0.1986,480.1561,0.0624
480.3621,0.1457,480.3621,0.1976,480.3621,0.0621
480.5682,0.1455,480.5682,0.1974,480.5682,0.063
480.7742,0.1457,480.7742,0.1989,480.7742,0.0625
480.9802,0.1461,480.9802,0.1997,480.9802,0.0625
481.1862,0.146,481.1862,0.1983,481.1862,0.0626
481.3922,0.1444,481.3922,0.1986,481.3922,0.0622
481.5982,0.1461,481.5982,0.1987,481.5982,0.062
481.8041,0.1471,481.8041,0.1989,481.8041,0.0629
482.0101,0.1451,482.0101,0.1991,482.0101,0.0624
482.216,0.1452,482.216,0.1986,482.216,0.0624
482.4219,0.1466,482.4219,0.1993,482.4219,0.0623
482.6279,0.1456,482.6279,0.1991,482.6279,0.0624
482.8338,0.1454,482.8338,0.199,482.8338,0.0623
483.0397,0.1468,483.0397,0.1983,483.0397,0.0631
483.2455,0.1469,483.2455,0.1984,483.2455,0.0632
483.4514,0.1464,483.4514,0.1992,483.4514,0.0635
483.6573,0.1467,483.6573,0.1991,483.6573,0.0635
483.8631,0.1464,483.8631,0.1991,483.8631,0.0628
484.069,0.1458,484.069,0.2002,484.069,0.0621
484.2748,0.1481,484.2748,0.1993,484.2748,0.0632
484.4806,0.1468,484.4806,0.2,484.4806,0.0632
484.6864,0.1469,484.6864,0.1989,484.6864,0.0627
484.8922,0.1477,484.8922,0.1995,484.8922,0.0624
485.098,0.1475,485.098,0.2006,485.098,0.0628
485.3037,0.147,485.3037,0.2014,485.3037,0.0634
485.5095,0.1475,485.5095,0.2009,485.5095,0.0629
485.7152,0.1477,485.7152,0.2018,485.7152,0.0632
485.921,0.1472,485.921,0.2017,485.921,0.0633
486.1267,0.1494,486.1267,0.2009,486.1267,0.0649
486.3324,0.1478,486.3324,0.2008,486.3324,0.0637
486.5381,0.1486,486.5381,0.2014,486.5381,0.0635
486.7438,0.149,486.7438,0.2008,486.7438,0.0635
486.9495,0.1487,486.9495,0.2022,486.9495,0.0641
487.1551,0.1478,487.1551,0.2023,487.1551,0.0637
487.3608,0.1477,487.3608,0.2018,487.3608,0.0629
487.5664,0.149,487.5664,0.2026,487.5664,0.0632
487.7721,0.1502,487.7721,0.2019,487.7721,0.0637
487.9777,0.1493,487.9777,0.2034,487.9777,0.0636
488.1833,0.1499,488.1833,0.2029,488.1833,0.0644
488.3889,0.1505,488.3889,0.2037,488.3889,0.0644
488.5945,0.1496,488.5945,0.2028,488.5945,0.0638
488.8,0.1501,488.8,0.2043,488.8,0.0642
489.0056,0.1507,489.0056,0.2037,489.0056,0.0637
489.2111,0.1502,489.2111,0.204,489.2111,0.0634
489.4167,0.1506,489.4167,0.2043,489.4167,0.0647
489.6222,0.1518,489.6222,0.2045,489.6222,0.064
489.8277,0.1521,489.8277,0.2059,489.8277,0.0647
490.0332,0.152,490.0332,0.2065,490.0332,0.065
490.2387,0.1521,490.2387,0.2066,490.2387,0.0645
490.4442,0.1509,490.4442,0.2082,490.4442,0.0638
490.6496,0.1522,490.6496,0.2065,490.6496,0.0644
490.8551,0.1524,490.8551,0.208,490.8551,0.0654
491.0605,0.1523,491.0605,0.2082,491.0605,0.0652
491.266,0.1534,491.266,0.2076,491.266,0.0655
491.4714,0.1516,491.4714,0.208,491.4714,0.065
491.6768,0.1539,491.6768,0.2078,491.6768,0.0643
491.8822,0.1536,491.8822,0.2075,491.8822,0.0648
492.0876,0.1543,492.0876,0.2104,492.0876,0.0654
492.293,0.155,492.293,0.2091,492.293,0.0655
492.4983,0.1548,492.4983,0.2095,492.4983,0.0657
492.7037,0.1547,492.7037,0.2096,492.7037,0.066
492.909,0.155,492.909,0.2094,492.909,0.0664
493.1143,0.1556,493.1143,0.2115,493.1143,0.0656
493.3196,0.1561,493.3196,0.2113,493.3196,0.0658
493.5249,0.1555,493.5249,0.2117,493.5249,0.066
493.7302,0.1563,493.7302,0.2123,493.7302,0.0657
493.9355,0.1584,493.9355,0.2115,493.9355,0.0663
494.1408,0.1558,494.1408,0.2121,494.1408,0.0665
494.346,0.1569,494.346,0.2126,494.346,0.0657
494.5513,0.1576,494.5513,0.2142,494.5513,0.0679
494.7565,0.1581,494.7565,0.2134,494.7565,0.0665
494.9617,0.1575,494.9617,0.2141,494.9617,0.0662
495.1669,0.1586,495.1669,0.2139,495.1669,0.0672
495.3721,0.1583,495.3721,0.2149,495.3721,0.0669
495.5773,0.1577,495.5773,0.2157,495.5773,0.0676
495.7825,0.159,495.7825,0.2164,495.7825,0.0672
495.9877,0.1601,495.9877,0.2166,495.9877,0.0664
496.1928,0.1594,496.1928,0.2158,496.1928,0.0669
496.398,0.1602,496.398,0.2166,496.398,0.0668
496.6031,0.1608,496.6031,0.2168,496.6031,0.0673
496.8082,0.16,496.8082,0.2166,496.8082,0.067
497.0133,0.1606,497.0133,0.2198,497.0133,0.0682
497.2184,0.1631,497.2184,0.2183,497.2184,0.0675
497.4235,0.1614,497.4235,0.2194,497.4235,0.0675
497.6285,0.1636,497.6285,0.2204,497.6285,0.0688
497.8336,0.1625,497.8336,0.2207,497.8336,0.0689
498.0386,0.1618,498.0386,0.2208,498.0386,0.0676
498.2437,0.1629,498.2437,0.2201,498.2437,0.0686
498.4487,0.1628,498.4487,0.2205,498.4487,0.0689
498.6537,0.1642,498.6537,0.2221,498.6537,0.0685
498.8587,0.1637,498.8587,0.2216,498.8587,0.068
499.0637,0.1646,499.0637,0.222,499.0637,0.0679
499.2687,0.1644,499.2687,0.2234,499.2687,0.0688
499.4736,0.165,499.4736,0.2231,499.4736,0.0693
499.6786,0.1653,499.6786,0.2242,499.6786,0.0699
499.8835,0.1648,499.8835,0.2247,499.8835,0.0691
500.0885,0.1652,500.0885,0.2247,500.0885,0.0699
500.2934,0.1662,500.2934,0.226,500.2934,0.0692
500.4983,0.166,500.4983,0.2258,500.4983,0.0701
500.7032,0.1678,500.7032,0.2266,500.7032,0.0686
500.908,0.1669,500.908,0.2248,500.908,0.0709
501.1129,0.1674,501.1129,0.2265,501.1129,0.0699
501.3178,0.1692,501.3178,0.2278,501.3178,0.0688
501.5226,0.1683,501.5226,0.2281,501.5226,0.0713
501.7275,0.1683,501.7275,0.2279,501.7275,0.0714
501.9323,0.1689,501.9323,0.2286,501.9323,0.0714
502.1371,0.1698,502.1371,0.2301,502.1371,0.0716
502.3419,0.1705,502.3419,0.2295,502.3419,0.0718
502.5467,0.1697,502.5467,0.229,502.5467,0.0714
502.7514,0.1692,502.7514,0.2311,502.7514,0.0711
502.9562,0.1695,502.9562,0.2307,502.9562,0.0705
503.161,0.1706,503.161,0.2325,503.161,0.0718
503.3657,0.1702,503.3657,0.2316,503.3657,0.0713
503.5704,0.1713,503.5704,0.2323,503.5704,0.0705
503.7751,0.1718,503.7751,0.2313,503.7751,0.0718
503.9798,0.1714,503.9798,0.2336,503.9798,0.0733
504.1845,0.1716,504.1845,0.2331,504.1845,0.0717
504.3892,0.1731,504.3892,0.232,504.3892,0.0719
504.5939,0.1725,504.5939,0.2332,504.5939,0.0714
504.7985,0.1725,504.7985,0.2339,504.7985,0.072
505.0032,0.1728,505.0032,0.2357,505.0032,0.072
505.2078,0.1732,505.2078,0.2342,505.2078,0.0713
505.4124,0.1725,505.4124,0.2362,505.4124,0.0726
505.6171,0.1724,505.6171,0.2355,505.6171,0.0715
505.8216,0.176,505.8216,0.236,505.8216,0.0729
506.0262,0.175,506.0262,0.2376,506.0262,0.0735
506.2308,0.174,506.2308,0.2375,506.2308,0.0725
506.4354,0.1745,506.4354,0.2383,506.4354,0.073
506.6399,0.1769,506.6399,0.2366,506.6399,0.0725
506.8445,0.1747,506.8445,0.2367,506.8445,0.0734
507.049,0.1741,507.049,0.2387,507.049,0.0733
507.2535,0.1751,507.2535,0.2386,507.2535,0.0735
507.458,0.1744,507.458,0.2391,507.458,0.073
507.6625,0.1757,507.6625,0.2382,507.6625,0.0718
507.867,0.178,507.867,0.2392,507.867,0.073
508.0714,0.1773,508.0714,0.2409,508.0714,0.0736
508.2759,0.1766,508.2759,0.239,508.2759,0.0736
508.4803,0.1779,508.4803,0.2397,508.4803,0.0735
508.6848,0.1772,508.6848,0.2408,508.6848,0.0743
508.8892,0.1782,508.8892,0.2401,508.8892,0.0735
509.0936,0.1775,509.0936,0.2417,509.0936,0.0726
509.298,0.1786,509.298,0.241,509.298,0.0745
509.5024,0.1775,509.5024,0.2436,509.5024,0.0742
509.7068,0.1787,509.7068,0.2429,509.7068,0.0724
509.9111,0.1787,509.9111,0.2429,509.9111,0.0724
510.1155,0.1783,510.1155,0.2437,510.1155,0.0746
510.3198,0.1778,510.3198,0.2428,510.3198,0.0748
510.5241,0.1788,510.5241,0.2427,510.5241,0.0741
510.7284,0.179,510.7284,0.2445,510.7284,0.0733
510.9327,0.1785,510.9327,0.2449,510.9327,0.074
511.137,0.1775,511.137,0.2453,511.137,0.0747
511.3413,0.1773,511.3413,0.2443,511.3413,0.0753
511.5456,0.1796,511.5456,0.2441,511.5456,0.0727
511.7498,0.1787,511.7498,0.2435,511.7498,0.0754
511.9541,0.1803,511.9541,0.2448,511.9541,0.0755
512.1583,0.1798,512.1583,0.2447,512.1583,0.0744
512.3625,0.1793,512.3625,0.2447,512.3625,0.0742
512.5667,0.1809,512.5667,0.2446,512.5667,0.0749
512.7709,0.1802,512.7709,0.2471,512.7709,0.0724
512.9751,0.1803,512.9751,0.2459,512.9751,0.075
513.1793,0.1793,513.1793,0.2455,513.1793,0.0738
513.3834,0.179,513.3834,0.2465,513.3834,0.074
513.5876,0.1809,513.5876,0.2459,513.5876,0.0747
513.7917,0.1807,513.7917,0.2469,513.7917,0.0744
513.9958,0.18,513.9958,0.2481,513.9958,0.0756
514.1999,0.1817,514.1999,0.2452,514.1999,0.0751
514.404,0.1801,514.404,0.2457,514.404,0.0748
514.6081,0.18,514.6081,0.2468,514.6081,0.0761
514.8122,0.181,514.8122,0.2464,514.8122,0.0753
515.0163,0.1793,515.0163,0.2464,515.0163,0.0742
515.2203,0.1812,515.2203,0.2471,515.2203,0.0746
515.4244,0.1794,515.4244,0.2477,515.4244,0.0756
515.6284,0.1803,515.6284,0.2472,515.6284,0.0739
515.8324,0.181,515.8324,0.2477,515.8324,0.0755
516.0364,0.1811,516.0364,0.2462,516.0364,0.0744
516.2404,0.1806,516.2404,0.2473,516.2404,0.0752
516.4444,0.1816,516.4444,0.2464,516.4444,0.0749
516.6483,0.1822,516.6483,0.2484,516.6483,0.0747
516.8523,0.1796,516.8523,0.2473,516.8523,0.0729
517.0562,0.1807,517.0562,0.2475,517.0562,0.0753
517.2602,0.1809,517.2602,0.2466,517.2602,0.0757
517.4641,0.1817,517.4641,0.2478,517.4641,0.0755
517.668,0.1811,517.668,0.2461,517.668,0.0748
517.8719,0.1805,517.8719,0.2466,517.8719,0.0752
518.0758,0.1814,518.0758,0.248,518.0758,0.0747
518.2796,0.1816,518.2796,0.2454,518.2796,0.0745
518.4835,0.1799,518.4835,0.2488,518.4835,0.0744
518.6873,0.1819,518.6873,0.2473,518.6873,0.0747
518.8912,0.1815,518.8912,0.246,518.8912,0.0741
519.095,0.18,519.095,0.2458,519.095,0.0745
519.2988,0.1795,519.2988,0.2484,519.2988,0.0737
519.5026,0.1809,519.5026,0.2464,519.5026,0.0746
519.7064,0.1797,519.7064,0.2481,519.7064,0.0742
519.9102,0.1799,519.9102,0.2459,519.9102,0.0735
520.1139,0.1794,520.1139,0.2472,520.1139,0.0742
520.3177,0.1797,520.3177,0.2445,520.3177,0.0744
520.5214,0.1807,520.5214,0.2472,520.5214,0.0746
520.7252,0.1795,520.7252,0.2474,520.7252,0.0763
520.9289,0.1813,520.9289,0.2447,520.9289,0.0754
521.1326,0.1796,521.1326,0.247,521.1326,0.076
521.3363,0.1796,521.3363,0.2458,521.3363,0.075
521.54,0.1789,521.54,0.2445,521.54,0.0749
521.7436,0.1797,521.7436,0.2451,521.7436,0.0746
521.9473,0.1815,521.9473,0.2474,521.9473,0.0756
522.1509,0.1796,522.1509,0.2454,522.1509,0.0744
522.3546,0.1804,522.3546,0.2446,522.3546,0.0749
522.5582,0.1793,522.5582,0.2477,522.5582,0.0751
522.7618,0.1795,522.7618,0.2465,522.7618,0.0744
522.9654,0.1808,522.9654,0.246,522.9654,0.0755
523.169,0.1801,523.169,0.2441,523.169,0.0742
523.3725,0.1795,523.3725,0.2446,523.3725,0.0754
523.5761,0.1779,523.5761,0.2448,523.5761,0.0738
523.7796,0.1789,523.7796,0.2431,523.7796,0.0743
523.9832,0.1787,523.9832,0.2446,523.9832,0.0744
524.1867,0.1785,524.1867,0.2444,524.1867,0.0744
524.3902,0.179,524.3902,0.2446,524.3902,0.0749
524.5937,0.1781,524.5937,0.2449,524.5937,0.0745
524.7972,0.178,524.7972,0.2443,524.7972,0.0742
525.0007,0.1792,525.0007,0.2444,525.0007,0.075
525.2041,0.1787,525.2041,0.2449,525.2041,0.075
525.4076,0.1783,525.4076,0.2449,525.4076,0.0742
525.611,0.1792,525.611,0.2431,525.611,0.0743
525.8144,0.1768,525.8144,0.2431,525.8144,0.075
526.0179,0.179,526.0179,0.2421,526.0179,0.0734
526.2213,0.1765,526.2213,0.2438,526.2213,0.0736
526.4246,0.1773,526.4246,0.2428,526.4246,0.0745
526.628,0.1788,526.628,0.2426,526.628,0.0733
526.8314,0.1775,526.8314,0.2408,526.8314,0.073
527.0347,0.1767,527.0347,0.2429,527.0347,0.0741
527.2381,0.1773,527.2381,0.2415,527.2381,0.072
527.4414,0.1763,527.4414,0.2418,527.4414,0.0752
527.6447,0.1792,527.6447,0.2405,527.6447,0.0729
527.848,0.1776,527.848,0.2407,527.848,0.0732
528.0513,0.176,528.0513,0.2429,528.0513,0.0747
528.2546,0.1777,528.2546,0.2417,528.2546,0.0723
528.4579,0.1762,528.4579,0.2394,528.4579,0.0727
528.6611,0.1757,528.6611,0.2383,528.6611,0.0721
528.8644,0.1755,528.8644,0.2391,528.8644,0.0742
529.0676,0.174,529.0676,0.2393,529.0676,0.0723
529.2708,0.1765,529.2708,0.2407,529.2708,0.0724
529.474,0.1764,529.474,0.2414,529.474,0.0726
529.6772,0.1759,529.6772,0.2384,529.6772,0.0733
529.8804,0.1755,529.8804,0.2396,529.8804,0.0725
530.0836,0.1748,530.0836,0.2399,530.0836,0.0726
530.2868,0.1739,530.2868,0.2381,530.2868,0.0722
530.4899,0.175,530.4899,0.2374,530.4899,0.0731
530.693,0.1756,530.693,0.2366,530.693,0.074
530.8962,0.1741,530.8962,0.237,530.8962,0.071
531.0993,0.1749,531.0993,0.2358,531.0993,0.0727
531.3024,0.1739,531.3024,0.2378,531.3024,0.0727
531.5055,0.175,531.5055,0.2363,531.5055,0.072
531.7085,0.1729,531.7085,0.2364,531.7085,0.0713
531.9116,0.174,531.9116,0.2355,531.9116,0.0723
532.1147,0.1729,532.1147,0.2349,532.1147,0.0727
532.3177,0.1725,532.3177,0.235,532.3177,0.0714
532.5207,0.1723,532.5207,0.2333,532.5207,0.0713
532.7237,0.1735,532.7237,0.2334,532.7237,0.0711
532.9267,0.1724,532.9267,0.2341,532.9267,0.071
533.1297,0.1719,533.1297,0.2328,533.1297,0.0702
533.3327,0.1714,533.3327,0.2347,533.3327,0.0702
533.5357,0.1723,533.5357,0.2336,533.5357,0.0711
533.7386,0.1712,533.7386,0.2322,533.7386,0.0693
533.9416,0.1704,533.9416,0.2334,533.9416,0.0712
534.1445,0.1701,534.1445,0.2337,534.1445,0.0703
534.3474,0.1716,534.3474,0.2305,534.3474,0.0712
534.5503,0.1707,534.5503,0.2305,534.5503,0.0701
534.7532,0.169,534.7532,0.2318,534.7532,0.0702
534.9561,0.1688,534.9561,0.2291,534.9561,0.0706
535.159,0.1703,535.159,0.2278,535.159,0.0699
535.3618,0.1689,535.3618,0.2291,535.3618,0.0705
535.5647,0.1688,535.5647,0.2294,535.5647,0.0699
535.7675,0.1691,535.7675,0.2277,535.7675,0.0691
535.9703,0.1684,535.9703,0.2286,535.9703,0.0701
536.1731,0.1683,536.1731,0.227,536.1731,0.0697
536.3759,0.1664,536.3759,0.2276,536.3759,0.0694
536.5787,0.1669,536.5787,0.2261,536.5787,0.0702
536.7815,0.1664,536.7815,0.2273,536.7815,0.0665
536.9842,0.1672,536.9842,0.227,536.9842,0.0691
537.187,0.1667,537.187,0.2253,537.187,0.0683
537.3897,0.1683,537.3897,0.2243,537.3897,0.0691
537.5924,0.166,537.5924,0.2244,537.5924,0.0694
537.7951,0.1681,537.7951,0.2228,537.7951,0.0668
537.9978,0.1666,537.9978,0.2245,537.9978,0.0685
538.2005,0.165,538.2005,0.2244,538.2005,0.0685
538.4032,0.1659,538.4032,0.2228,538.4032,0.0695
538.6058,0.1644,538.6058,0.2236,538.6058,0.0686
538.8085,0.1633,538.8085,0.2218,538.8085,0.0672
539.0111,0.164,539.0111,0.2219,539.0111,0.0664
539.2138,0.1647,539.2138,0.2208,539.2138,0.0687
539.4164,0.1655,539.4164,0.2219,539.4164,0.0684
539.619,0.1641,539.619,0.2201,539.619,0.0686
539.8216,0.1643,539.8216,0.2197,539.8216,0.0696
540.0241,0.1648,540.0241,0.2213,540.0241,0.0679
540.2267,0.164,540.2267,0.2213,540.2267,0.0674
