Wavelength,Absorbance,Wavelength,Absorbance
494.7565,0.3437,494.7565,0.1597
494.9617,0.3436,494.9617,0.1593
495.1669,0.3457,495.1669,0.1598
495.3721,0.3454,495.3721,0.1595
495.5773,0.347,495.5773,0.1608
495.7825,0.3468,495.7825,0.161
495.9877,0.3479,495.9877,0.1611
496.1928,0.3499,496.1928,0.1628
496.398,0.3499,496.398,0.1617
496.6031,0.3512,496.6031,0.1632
496.8082,0.3516,496.8082,0.1635
497.0133,0.3518,497.0133,0.1634
497.2184,0.3539,497.2184,0.1633
497.4235,0.3538,497.4235,0.1659
497.6285,0.3557,497.6285,0.1652
497.8336,0.3551,497.8336,0.1655
498.0386,0.3564,498.0386,0.1671
498.2437,0.3581,498.2437,0.1657
498.4487,0.3576,498.4487,0.1674
498.6537,0.3595,498.6537,0.167
498.8587,0.3611,498.8587,0.1687
499.0637,0.3614,499.0637,0.1682
499.2687,0.3616,499.2687,0.1693
499.4736,0.3626,499.4736,0.1686
499.6786,0.3637,499.6786,0.1707
499.8835,0.3639,499.8835,0.1695
500.0885,0.3658,500.0885,0.17
500.2934,0.3662,500.2934,0.1714
500.4983,0.3683,500.4983,0.1707
500.7032,0.3697,500.7032,0.1718
500.908,0.3695,500.908,0.1728
501.1129,0.371,501.1129,0.1727
501.3178,0.371,501.3178,0.1734
501.5226,0.3728,501.5226,0.1752
501.7275,0.3724,501.7275,0.174
501.9323,0.373,501.9323,0.1747
502.1371,0.3747,502.1371,0.1758
502.3419,0.3739,502.3419,0.175
502.5467,0.3746,502.5467,0.1763
502.7514,0.3776,502.7514,0.1767
502.9562,0.3778,502.9562,0.1769
503.161,0.3794,503.161,0.1779
503.3657,0.3799,503.3657,0.1774
503.5704,0.3817,503.5704,0.1783
503.7751,0.3811,503.7751,0.1792
503.9798,0.3815,503.9798,0.1793
504.1845,0.3837,504.1845,0.1797
504.3892,0.3842,504.3892,0.1805
504.5939,0.384,504.5939,0.1803
504.7985,0.385,504.7985,0.1799
505.0032,0.3849,505.0032,0.1809
505.2078,0.3859,505.2078,0.1809
505.4124,0.3888,505.4124,0.1828
505.6171,0.3891,505.6171,0.1831
505.8216,0.3894,505.8216,0.1836
506.0262,0.3897,506.0262,0.1844
506.2308,0.39,506.2308,0.1849
506.4354,0.3905,506.4354,0.1842
506.6399,0.3914,506.6399,0.1847
506.8445,0.3918,506.8445,0.1849
507.049,0.3942,507.049,0.1858
507.2535,0.3936,507.2535,0.186
507.458,0.3957,507.458,0.1866
507.6625,0.3975,507.6625,0.1862
507.867,0.3959,507.867,0.1862
508.0714,0.3964,508.0714,0.1877
508.2759,0.3968,508.2759,0.1877
508.4803,0.3985,508.4803,0.1876
508.6848,0.3991,508.6848,0.1884
508.8892,0.3996,508.8892,0.188
509.0936,0.3989,509.0936,0.1892
509.298,0.4012,509.298,0.1886
509.5024,0.3999,509.5024,0.1895
509.7068,0.401,509.7068,0.1903
509.9111,0.4025,509.9111,0.1898
510.1155,0.4032,510.1155,0.1913
510.3198,0.4029,510.3198,0.1905
510.5241,0.4041,510.5241,0.1918
510.7284,0.4037,510.7284,0.1931
510.9327,0.4048,510.9327,0.1912
511.137,0.4036,511.137,0.1936
511.3413,0.4048,511.3413,0.1931
511.5456,0.405,511.5456,0.1925
511.7498,0.4049,511.7498,0.1933
511.9541,0.4074,511.9541,0.1928
512.1583,0.4063,512.1583,0.1936
512.3625,0.4072,512.3625,0.1941
512.5667,0.4086,512.5667,0.1947
512.7709,0.4086,512.7709,0.1954
512.9751,0.4099,512.9751,0.1952
513.1793,0.411,513.1793,0.196
513.3834,0.4092,513.3834,0.1962
513.5876,0.4077,513.5876,0.1953
513.7917,0.4105,513.7917,0.1951
513.9958,0.4095,513.9958,0.1957
514.1999,0.4096,514.1999,0.1964
514.404,0.4112,514.404,0.1967
514.6081,0.4111,514.6081,0.198
514.8122,0.4109,514.8122,0.1972
515.0163,0.4116,515.0163,0.1984
515.2203,0.4121,515.2203,0.1987
515.4244,0.4109,515.4244,0.1989
515.6284,0.4115,515.6284,0.1993
515.8324,0.4123,515.8324,0.1991
516.0364,0.4117,516.0364,0.1985
516.2404,0.4151,516.2404,0.1993
516.4444,0.4141,516.4444,0.1986
516.6483,0.4136,516.6483,0.1983
516.8523,0.4135,516.8523,0.2011
517.0562,0.4148,517.0562,0.1987
517.2602,0.4123,517.2602,0.1991
517.4641,0.4137,517.4641,0.199
517.668,0.4147,517.668,0.1988
517.8719,0.4143,517.8719,0.2002
518.0758,0.414,518.0758,0.2004
518.2796,0.4136,518.2796,0.1999
518.4835,0.4148,518.4835,0.2004
518.6873,0.4142,518.6873,0.201
518.8912,0.4158,518.8912,0.1998
519.095,0.4157,519.095,0.2006
519.2988,0.4162,519.2988,0.2007
519.5026,0.4139,519.5026,0.2021
519.7064,0.4134,519.7064,0.2001
519.9102,0.4146,519.9102,0.1996
520.1139,0.4162,520.1139,0.2015
520.3177,0.4147,520.3177,0.2034
520.5214,0.414,520.5214,0.2008
520.7252,0.413,520.7252,0.2012
520.9289,0.4148,520.9289,0.2019
521.1326,0.4147,521.1326,0.2014
521.3363,0.4151,521.3363,0.201
521.54,0.415,521.54,0.2015
521.7436,0.4152,521.7436,0.2022
521.9473,0.416,521.9473,0.2035
522.1509,0.4134,522.1509,0.2014
522.3546,0.4149,522.3546,0.2017
522.5582,0.4137,522.5582,0.202
522.7618,0.4149,522.7618,0.2019
522.9654,0.4144,522.9654,0.2023
523.169,0.4144,523.169,0.2022
523.3725,0.4148,523.3725,0.2011
523.5761,0.4133,523.5761,0.2032
523.7796,0.4137,523.7796,0.2025
523.9832,0.4131,523.9832,0.2021
524.1867,0.4126,524.1867,0.2019
524.3902,0.4123,524.3902,0.2018
524.5937,0.4127,524.5937,0.2028
524.7972,0.4143,524.7972,0.2012
525.0007,0.414,525.0007,0.2028
525.2041,0.4116,525.2041,0.2033
525.4076,0.4117,525.4076,0.2011
525.611,0.4099,525.611,0.2032
525.8144,0.4126,525.8144,0.2035
526.0179,0.4116,526.0179,0.203
526.2213,0.4082,526.2213,0.204
526.4246,0.4112,526.4246,0.2024
526.628,0.4097,526.628,0.2032
526.8314,0.4095,526.8314,0.202
527.0347,0.4093,527.0347,0.202
527.2381,0.4102,527.2381,0.2021
527.4414,0.41,527.4414,0.2013
527.6447,0.4107,527.6447,0.2014
527.848,0.4068,527.848,0.2041
528.0513,0.4086,528.0513,0.2028
528.2546,0.4071,528.2546,0.2017
528.4579,0.4099,528.4579,0.2019
528.6611,0.4086,528.6611,0.2032
528.8644,0.4089,528.8644,0.2007
529.0676,0.4073,529.0676,0.2007
529.2708,0.405,529.2708,0.2018
529.474,0.4095,529.474,0.2015
529.6772,0.4072,529.6772,0.2028
529.8804,0.4068,529.8804,0.2022
530.0836,0.4054,530.0836,0.2015
530.2868,0.4052,530.2868,0.2023
530.4899,0.4056,530.4899,0.202
530.693,0.4054,530.693,0.2023
530.8962,0.407,530.8962,0.2014
531.0993,0.4039,531.0993,0.2008
531.3024,0.4045,531.3024,0.1997
531.5055,0.4044,531.5055,0.2017
531.7085,0.4053,531.7085,0.1999
531.9116,0.401,531.9116,0.2013
532.1147,0.4025,532.1147,0.202
532.3177,0.401,532.3177,0.2012
532.5207,0.4032,532.5207,0.2001
532.7237,0.4009,532.7237,0.2021
532.9267,0.4024,532.9267,0.2008
533.1297,0.4021,533.1297,0.2014
533.3327,0.4008,533.3327,0.2009
533.5357,0.3994,533.5357,0.2009
533.7386,0.4005,533.7386,0.2002
533.9416,0.3996,533.9416,0.1996
534.1445,0.4006,534.1445,0.1996
534.3474,0.398,534.3474,0.1992
534.5503,0.398,534.5503,0.1996
534.7532,0.3986,534.7532,0.1986
534.9561,0.3977,534.9561,0.1987
535.159,0.3974,535.159,0.1989
535.3618,0.3975,535.3618,0.1993
535.5647,0.397,535.5647,0.1999
535.7675,0.3966,535.7675,0.1986
535.9703,0.3948,535.9703,0.1991
536.1731,0.3945,536.1731,0.1974
536.3759,0.3955,536.3759,0.1974
536.5787,0.3949,536.5787,0.1992
536.7815,0.3947,536.7815,0.1981
536.9842,0.3935,536.9842,0.1987
537.187,0.3942,537.187,0.1988
537.3897,0.3931,537.3897,0.1974
537.5924,0.3928,537.5924,0.1985
537.7951,0.3907,537.7951,0.1972
537.9978,0.3925,537.9978,0.1978
538.2005,0.3905,538.2005,0.1967
538.4032,0.3914,538.4032,0.1969
538.6058,0.3922,538.6058,0.198
538.8085,0.3893,538.8085,0.1963
539.0111,0.3884,539.0111,0.1963
539.2138,0.388,539.2138,0.1954
539.4164,0.3887,539.4164,0.1966
539.619,0.389,539.619,0.1946
539.8216,0.3879,539.8216,0.1932
540.0241,0.3857,540.0241,0.1951
540.2267,0.3886,540.2267,0.1945
540.4292,0.3877,540.4292,0.1944
540.6318,0.3869,540.6318,0.1954
540.8343,0.386,540.8343,0.1935
541.0368,0.3856,541.0368,0.1926
541.2393,0.3851,541.2393,0.1969
541.4418,0.3837,541.4418,0.1925
541.6443,0.3856,541.6443,0.1949
541.8468,0.3843,541.8468,0.1951
542.0492,0.3819,542.0492,0.1934
542.2516,0.3845,542.2516,0.1934
542.4541,0.3824,542.4541,0.1942
542.6565,0.3822,542.6565,0.1947
542.8589,0.3818,542.8589,0.1944
543.0613,0.3821,543.0613,0.194
543.2637,0.3807,543.2637,0.1934
543.466,0.3796,543.466,0.1922
543.6684,0.3806,543.6684,0.1935
543.8707,0.3804,543.8707,0.1928
544.0731,0.3799,544.0731,0.1922
544.2754,0.3784,544.2754,0.1932
544.4777,0.3797,544.4777,0.1913
544.68,0.3782,544.68,0.1942
544.8822,0.3755,544.8822,0.1918
545.0845,0.3762,545.0845,0.1903
545.2868,0.376,545.2868,0.1915
545.489,0.3757,545.489,0.1899
545.6912,0.3763,545.6912,0.1906
545.8935,0.374,545.8935,0.191
546.0957,0.3743,546.0957,0.1899
546.2979,0.373,546.2979,0.1889
546.5,0.3734,546.5,0.1904
546.7022,0.372,546.7022,0.1896
546.9044,0.3716,546.9044,0.1893
547.1065,0.3722,547.1065,0.1901
547.3086,0.3707,547.3086,0.1896
547.5108,0.3701,547.5108,0.1885
547.7129,0.3704,547.7129,0.1891
547.915,0.3678,547.915,0.1876
548.1171,0.3685,548.1171,0.187
548.3191,0.3678,548.3191,0.1873
548.5212,0.3656,548.5212,0.1886
548.7232,0.3661,548.7232,0.1887
548.9253,0.3668,548.9253,0.1882
549.1273,0.3667,549.1273,0.1873
549.3293,0.3644,549.3293,0.1849
549.5313,0.3655,549.5313,0.1855
549.7333,0.3658,549.7333,0.1871
549.9352,0.3634,549.9352,0.1857
550.1372,0.3616,550.1372,0.1863
550.3392,0.3612,550.3392,0.1849
550.5411,0.3627,550.5411,0.1852
550.743,0.3627,550.743,0.1865
550.9449,0.359,550.9449,0.1861
551.1468,0.3614,551.1468,0.1856
551.3487,0.3609,551.3487,0.1841
551.5506,0.3594,551.5506,0.1843
551.7524,0.3579,551.7524,0.1842
551.9543,0.3584,551.9543,0.1831
552.1561,0.3556,552.1561,0.1835
552.3579,0.3541,552.3579,0.1833
552.5597,0.3569,552.5597,0.1821
552.7615,0.3547,552.7615,0.1831
552.9633,0.3565,552.9633,0.1818
553.1651,0.3517,553.1651,0.1821
553.3669,0.352,553.3669,0.1817
553.5686,0.3506,553.5686,0.1817
553.7704,0.3513,553.7704,0.1819
553.9721,0.3496,553.9721,0.1808
554.1738,0.3517,554.1738,0.1812
554.3755,0.3493,554.3755,0.1804
554.5772,0.3499,554.5772,0.1818
554.7788,0.3495,554.7788,0.1805
554.9805,0.3467,554.9805,0.1797
555.1822,0.3456,555.1822,0.1796
555.3838,0.3484,555.3838,0.1789
555.5854,0.3457,555.5854,0.1799
555.787,0.3459,555.787,0.1785
555.9886,0.3451,555.9886,0.1782
556.1902,0.3434,556.1902,0.1776
556.3918,0.3433,556.3918,0.1773
556.5934,0.3406,556.5934,0.1758
556.7949,0.3398,556.7949,0.1773
556.9964,0.3403,556.9964,0.1779
557.198,0.3398,557.198,0.1758
557.3995,0.3401,557.3995,0.1746
557.601,0.3391,557.601,0.1749
557.8025,0.3382,557.8025,0.1766
558.0039,0.3366,558.0039,0.1749
558.2054,0.3366,558.2054,0.1748
558.4068,0.3369,558.4068,0.1751
558.6083,0.3353,558.6083,0.1741
558.8097,0.3347,558.8097,0.1736
559.0111,0.3341,559.0111,0.1738
559.2125,0.3333,559.2125,0.1722
559.4139,0.3335,559.4139,0.1731
559.6153,0.3296,559.6153,0.1725
559.8166,0.33,559.8166,0.1717
560.018,0.3299,560.018,0.1733
560.2193,0.3285,560.2193,0.1715
560.4207,0.3279,560.4207,0.1716
560.622,0.3261,560.622,0.17
560.8233,0.326,560.8233,0.1713
561.0246,0.3262,561.0246,0.1696
561.2258,0.3229,561.2258,0.1713
561.4271,0.3249,561.4271,0.1695
561.6283,0.3234,561.6283,0.1685
561.8296,0.3223,561.8296,0.1682
562.0308,0.3204,562.0308,0.1687
562.232,0.3208,562.232,0.1678
562.4332,0.3206,562.4332,0.167
562.6344,0.3189,562.6344,0.1668
562.8356,0.3166,562.8356,0.1678
563.0367,0.3161,563.0367,0.1665
563.2379,0.318,563.2379,0.1648
563.439,0.3151,563.439,0.1651
563.6401,0.3148,563.6401,0.1654
563.8413,0.3131,563.8413,0.1653
564.0424,0.3125,564.0424,0.1638
564.2434,0.3128,564.2434,0.1642
564.4445,0.3123,564.4445,0.1629
564.6456,0.3112,564.6456,0.1622
564.8466,0.31,564.8466,0.1624
565.0477,0.3086,565.0477,0.1636
565.2487,0.3085,565.2487,0.1614
565.4497,0.3065,565.4497,0.1616
565.6507,0.3048,565.6507,0.1608
565.8517,0.3037,565.8517,0.1607
566.0527,0.3048,566.0527,0.1598
566.2536,0.303,566.2536,0.1607
566.4546,0.3017,566.4546,0.161
566.6555,0.3016,566.6555,0.1585
566.8564,0.2987,566.8564,0.1577
567.0573,0.2995,567.0573,0.1583
567.2582,0.2984,567.2582,0.1564
567.4591,0.2987,567.4591,0.1578
567.66,0.2976,567.66,0.1571
567.8609,0.2947,567.8609,0.1563
568.0617,0.2965,568.0617,0.1559
568.2625,0.297,568.2625,0.1556
568.4634,0.2932,568.4634,0.1556
568.6642,0.293,568.6642,0.1554
568.865,0.2921,568.865,0.1552
569.0658,0.2911,569.0658,0.1541
569.2665,0.2899,569.2665,0.1532
569.4673,0.2899,569.4673,0.1537
569.668,0.2885,569.668,0.153
569.8688,0.2887,569.8688,0.1546
570.0695,0.2864,570.0695,0.1526
570.2702,0.2853,570.2702,0.1518
570.4709,0.2846,570.4709,0.151
570.6716,0.2839,570.6716,0.1498
570.8722,0.2853,570.8722,0.1506
571.0729,0.283,571.0729,0.1494
571.2736,0.2822,571.2736,0.1511
571.4742,0.2794,571.4742,0.1493
571.6748,0.2809,571.6748,0.15
571.8754,0.2793,571.8754,0.1484
572.076,0.2783,572.076,0.1472
572.2766,0.2768,572.2766,0.1473
572.4772,0.2761,572.4772,0.1469
572.6777,0.2764,572.6777,0.1469
572.8783,0.2759,572.8783,0.1474
573.0788,0.274,573.0788,0.1461
573.2793,0.2742,573.2793,0.1464
573.4798,0.2709,573.4798,0.1453
573.6803,0.2719,573.6803,0.1451
573.8808,0.2713,573.8808,0.1435
574.0813,0.2681,574.0813,0.1428
574.2817,0.2685,574.2817,0.1428
574.4822,0.2675,574.4822,0.1427
574.6826,0.2677,574.6826,0.1432
574.883,0.268,574.883,0.1426
575.0834,0.2654,575.0834,0.1422
575.2838,0.2637,575.2838,0.1414
575.4842,0.2643,575.4842,0.1416
575.6846,0.2636,575.6846,0.1393
575.8849,0.2602,575.8849,0.1395
576.0853,0.2615,576.0853,0.1396
576.2856,0.2592,576.2856,0.1397
576.4859,0.2597,576.4859,0.1381
576.6862,0.2596,576.6862,0.139
576.8865,0.2592,576.8865,0.1379
577.0868,0.2567,577.0868,0.1389
577.287,0.2566,577.287,0.1384
577.4873,0.2549,577.4873,0.1382
577.6875,0.2534,577.6875,0.1369
577.8878,0.2532,577.8878,0.1361
578.088,0.2534,578.088,0.1345
578.2882,0.2507,578.2882,0.137
578.4884,0.2522,578.4884,0.1355
578.6885,0.2513,578.6885,0.135
578.8887,0.2489,578.8887,0.1342
579.0889,0.2489,579.0889,0.1332
579.289,0.2478,579.289,0.1316
579.4891,0.2472,579.4891,0.1339
579.6892,0.2466,579.6892,0.1331
579.8893,0.248,579.8893,0.1327
580.0894,0.2456,580.0894,0.1325
580.2895,0.2437,580.2895,0.1315
580.4895,0.2456,580.4895,0.1311
580.6896,0.2428,580.6896,0.1318
580.8896,0.2434,580.8896,0.1287
581.0897,0.2409,581.0897,0.1305
581.2897,0.2421,581.2897,0.1293
581.4897,0.2401,581.4897,0.1294
581.6897,0.2395,581.6897,0.1296
581.8896,0.237,581.8896,0.1279
582.0896,0.2369,582.0896,0.1286
582.2895,0.2365,582.2895,0.1283
582.4895,0.2351,582.4895,0.1266
582.6894,0.2348,582.6894,0.127
582.8893,0.2362,582.8893,0.1257
583.0892,0.2329,583.0892,0.1252
583.2891,0.231,583.2891,0.1261
583.4889,0.2333,583.4889,0.1248
583.6888,0.2327,583.6888,0.1261
583.8886,0.2307,583.8886,0.1244
584.0885,0.2299,584.0885,0.1244
584.2883,0.2312,584.2883,0.1246
584.4881,0.2274,584.4881,0.1243
584.6879,0.228,584.6879,0.1238
584.8877,0.2286,584.8877,0.1226
585.0874,0.2254,585.0874,0.1228
585.2872,0.2251,585.2872,0.1223
585.4869,0.2241,585.4869,0.1231
585.6867,0.2231,585.6867,0.1219
585.8864,0.224,585.8864,0.1205
586.0861,0.2222,586.0861,0.1197
586.2858,0.2223,586.2858,0.1195
586.4855,0.2226,586.4855,0.1209
586.6851,0.2188,586.6851,0.1186
586.8848,0.2196,586.8848,0.1188
587.0844,0.2193,587.0844,0.1181
587.284,0.2185,587.284,0.1195
587.4836,0.2181,587.4836,0.1185
587.6832,0.2159,587.6832,0.1177
587.8828,0.2183,587.8828,0.1174
588.0824,0.2168,588.0824,0.1182
588.282,0.2163,588.282,0.1163
588.4815,0.2149,588.4815,0.1166
588.6811,0.2138,588.6811,0.1175
588.8806,0.214,588.8806,0.1153
589.0801,0.212,589.0801,0.1159
589.2796,0.2127,589.2796,0.1159
589.4791,0.212,589.4791,0.1156
589.6785,0.2103,589.6785,0.1135
589.878,0.2102,589.878,0.1148
590.0775,0.2107,590.0775,0.1138
590.2769,0.208,590.2769,0.1143
590.4763,0.2082,590.4763,0.1145
590.6757,0.206,590.6757,0.1132
590.8751,0.2061,590.8751,0.114
591.0745,0.2068,591.0745,0.1118
591.2739,0.205,591.2739,0.1114
591.4732,0.204,591.4732,0.1111
591.6726,0.2038,591.6726,0.1095
591.8719,0.2046,591.8719,0.1108
592.0712,0.2035,592.0712,0.1089
592.2705,0.2026,592.2705,0.111
592.4698,0.2024,592.4698,0.1096
592.6691,0.2019,592.6691,0.1086
592.8683,0.2008,592.8683,0.1097
593.0676,0.2004,593.0676,0.1095
593.2668,0.1994,593.2668,0.1085
593.4661,0.198,593.4661,0.1076
593.6653,0.198,593.6653,0.107
593.8645,0.1976,593.8645,0.1086
594.0637,0.197,594.0637,0.1065
594.2628,0.1959,594.2628,0.1063
594.462,0.1959,594.462,0.1062
594.6612,0.1939,594.6612,0.1072
594.8603,0.1946,594.8603,0.1058
595.0594,0.1942,595.0594,0.106
595.2585,0.1935,595.2585,0.1052
595.4576,0.1927,595.4576,0.1053
595.6567,0.1915,595.6567,0.1045
595.8558,0.1907,595.8558,0.104
596.0548,0.192,596.0548,0.104
596.2539,0.1913,596.2539,0.1039
596.4529,0.1893,596.4529,0.1039
596.6519,0.1904,596.6519,0.104
596.8509,0.1882,596.8509,0.1027
597.0499,0.1881,597.0499,0.1036
597.2489,0.1887,597.2489,0.1032
597.4479,0.1864,597.4479,0.1018
597.6468,0.1873,597.6468,0.1019
597.8458,0.1857,597.8458,0.1021
598.0447,0.1861,598.0447,0.1001
598.2436,0.1865,598.2436,0.1012
598.4425,0.1852,598.4425,0.101
598.6414,0.1838,598.6414,0.1006
598.8403,0.1836,598.8403,0.1002
599.0392,0.1838,599.0392,0.0993
599.238,0.1835,599.238,0.1006
599.4369,0.1824,599.4369,0.1004
599.6357,0.1814,599.6357,0.0991
599.8345,0.1817,599.8345,0.0997
600.0333,0.1817,600.0333,0.0999
600.2321,0.1804,600.2321,0.0992
600.4309,0.1791,600.4309,0.0979
600.6296,0.1791,600.6296,0.0984
600.8284,0.1795,600.8284,0.0973
601.0271,0.1778,601.0271,0.0976
601.2258,0.1783,601.2258,0.097
601.4245,0.1774,601.4245,0.0972
601.6232,0.176,601.6232,0.0968
601.8219,0.1759,601.8219,0.0959
602.0206,0.1769,602.0206,0.0961
602.2192,0.1753,602.2192,0.0951
602.4179,0.1756,602.4179,0.0961
602.6165,0.1742,602.6165,0.0948
602.8151,0.1752,602.8151,0.0963
603.0137,0.1738,603.0137,0.0964
603.2123,0.1738,603.2123,0.0942
603.4109,0.1745,603.4109,0.094
603.6095,0.1727,603.6095,0.0941
603.808,0.1726,603.808,0.095
604.0065,0.1704,604.0065,0.0939
604.2051,0.1729,604.2051,0.0949
604.4036,0.1713,604.4036,0.0929
604.6021,0.1698,604.6021,0.0939
604.8006,0.1693,604.8006,0.0932
604.999,0.1683,604.999,0.0926
605.1975,0.1683,605.1975,0.0944
605.396,0.1686,605.396,0.0926
605.5944,0.1683,605.5944,0.0931
605.7928,0.1683,605.7928,0.0922
605.9912,0.1681,605.9912,0.0916
606.1896,0.1669,606.1896,0.0922
606.388,0.1664,606.388,0.0921
606.5864,0.1665,606.5864,0.0923
606.7847,0.1648,606.7847,0.092
606.9831,0.1661,606.9831,0.0907
607.1814,0.1635,607.1814,0.0901
607.3797,0.1653,607.3797,0.0896
607.578,0.1654,607.578,0.0905
607.7763,0.1649,607.7763,0.0891
607.9746,0.1637,607.9746,0.0896
608.1728,0.164,608.1728,0.0898
608.3711,0.1641,608.3711,0.089
608.5693,0.163,608.5693,0.09
608.7676,0.1623,608.7676,0.0898
608.9658,0.1621,608.9658,0.0897
609.164,0.1616,609.164,0.0888
609.3621,0.1628,609.3621,0.0889
609.5603,0.1617,609.5603,0.0888
609.7585,0.1613,609.7585,0.0885
609.9566,0.161,609.9566,0.0871
610.1548,0.1595,610.1548,0.0875
610.3529,0.1606,610.3529,0.0866
610.551,0.1592,610.551,0.0885
610.7491,0.1589,610.7491,0.0875
610.9472,0.1591,610.9472,0.087
611.1452,0.158,611.1452,0.0877
611.3433,0.1566,611.3433,0.0867
611.5413,0.1569,611.5413,0.0864
611.7393,0.1562,611.7393,0.0869
611.9374,0.1561,611.9374,0.0854
612.1354,0.1576,612.1354,0.0865
612.3334,0.1552,612.3334,0.0854
612.5313,0.156,612.5313,0.0855
612.7293,0.1567,612.7293,0.0865
612.9272,0.1564,612.9272,0.0858
613.1252,0.155,613.1252,0.0853
613.3231,0.1552,613.3231,0.0853
613.521,0.1553,613.521,0.0843
613.7189,0.1555,613.7189,0.0849
613.9168,0.1551,613.9168,0.0838
614.1147,0.1545,614.1147,0.0842
614.3125,0.1536,614.3125,0.0842
614.5104,0.1533,614.5104,0.0845
614.7082,0.1545,614.7082,0.0839
614.906,0.1534,614.906,0.0853
615.1038,0.1524,615.1038,0.0848
615.3016,0.1532,615.3016,0.0846
615.4994,0.1524,615.4994,0.0838
615.6971,0.152,615.6971,0.0838
615.8949,0.1528,615.8949,0.0834
616.0926,0.1529,616.0926,0.083
616.2903,0.1529,616.2903,0.0841
616.4881,0.1521,616.4881,0.0828
616.6858,0.1504,616.6858,0.0827
616.8834,0.151,616.8834,0.0826
617.0811,0.1506,617.0811,0.0824
617.2788,0.1502,617.2788,0.0825
617.4764,0.1503,617.4764,0.0822
617.674,0.1497,617.674,0.0812
617.8717,0.1516,617.8717,0.0814
618.0693,0.1489,618.0693,0.0818
618.2669,0.1484,618.2669,0.0825
618.4644,0.1494,618.4644,0.0825
618.662,0.149,618.662,0.0815
618.8596,0.1487,618.8596,0.0831
619.0571,0.1488,619.0571,0.0815
619.2546,0.1483,619.2546,0.0815
619.4521,0.1484,619.4521,0.0814
619.6496,0.1484,619.6496,0.0805
619.8471,0.1486,619.8471,0.0805
620.0446,0.1478,620.0446,0.081
620.2421,0.1464,620.2421,0.081
620.4395,0.147,620.4395,0.0807
620.6369,0.1473,620.6369,0.0813
620.8344,0.1478,620.8344,0.0799
621.0318,0.1461,621.0318,0.0801
621.2292,0.1465,621.2292,0.0808
621.4265,0.1465,621.4265,0.0808
621.6239,0.1462,621.6239,0.0812
621.8213,0.1467,621.8213,0.0798
622.0186,0.1453,622.0186,0.0803
622.2159,0.1458,622.2159,0.0798
622.4132,0.1452,622.4132,0.0792
622.6105,0.146,622.6105,0.0796
622.8078,0.1468,622.8078,0.0786
623.0051,0.1455,623.0051,0.0794
623.2024,0.145,623.2024,0.0792
623.3996,0.1459,623.3996,0.0786
623.5968,0.1457,623.5968,0.0787
623.7941,0.1446,623.7941,0.0788
623.9913,0.1438,623.9913,0.0792
624.1885,0.1443,624.1885,0.0783
624.3856,0.1427,624.3856,0.0789
624.5828,0.1443,624.5828,0.0785
624.78,0.143,624.78,0.0779
624.9771,0.1441,624.9771,0.0795
625.1742,0.1445,625.1742,0.0795
625.3714,0.1434,625.3714,0.0788
625.5685,0.1435,625.5685,0.0782
625.7655,0.1431,625.7655,0.0766
625.9626,0.1421,625.9626,0.0775
626.1597,0.1439,626.1597,0.0779
626.3567,0.1433,626.3567,0.0771
626.5538,0.1425,626.5538,0.0778
626.7508,0.1425,626.7508,0.0782
626.9478,0.1425,626.9478,0.0783
627.1448,0.143,627.1448,0.0782
627.3418,0.1424,627.3418,0.0776
627.5387,0.1425,627.5387,0.0771
627.7357,0.1412,627.7357,0.0774
627.9326,0.141,627.9326,0.077
628.1295,0.1427,628.1295,0.0777
628.3265,0.1424,628.3265,0.0756
628.5234,0.1405,628.5234,0.076
628.7203,0.1405,628.7203,0.0773
628.9171,0.1424,628.9171,0.0782
629.114,0.1426,629.114,0.0774
629.3108,0.1412,629.3108,0.0766
629.5077,0.1418,629.5077,0.076
629.7045,0.1418,629.7045,0.0766
629.9013,0.1408,629.9013,0.0766
630.0981,0.1406,630.0981,0.077
630.2949,0.1414,630.2949,0.0753
630.4916,0.1408,630.4916,0.0765
630.6884,0.1404,630.6884,0.0763
630.8851,0.1411,630.8851,0.0765
631.0819,0.1415,631.0819,0.0774
631.2786,0.1405,631.2786,0.0769
631.4753,0.1411,631.4753,0.0755
631.672,0.1414,631.672,0.0763
631.8686,0.1408,631.8686,0.0763
632.0653,0.1414,632.0653,0.076
632.2619,0.1396,632.2619,0.0769
632.4586,0.1392,632.4586,0.0754
632.6552,0.1411,632.6552,0.0759
632.8518,0.1391,632.8518,0.0754
633.0484,0.1409,633.0484,0.0768
633.245,0.1401,633.245,0.0763
633.4415,0.1402,633.4415,0.0767
633.6381,0.14,633.6381,0.0765
633.8346,0.14,633.8346,0.0748
634.0311,0.1396,634.0311,0.0766
634.2277,0.1403,634.2277,0.0755
634.4242,0.1405,634.4242,0.0755
634.6206,0.1395,634.6206,0.0757
634.8171,0.1392,634.8171,0.076
635.0136,0.1395,635.0136,0.0749
635.21,0.1414,635.21,0.076
635.4064,0.1413,635.4064,0.0748
635.6029,0.141,635.6029,0.0755
635.7993,0.1404,635.7993,0.0756
635.9957,0.1393,635.9957,0.0763
636.192,0.14,636.192,0.0764
636.3884,0.1396,636.3884,0.0766
636.5847,0.1405,636.5847,0.0753
636.7811,0.1413,636.7811,0.0757
636.9774,0.1382,636.9774,0.0751
637.1737,0.1399,637.1737,0.0765
637.37,0.1395,637.37,0.075
637.5663,0.1405,637.5663,0.0755
