Wavelength,Absorbance,Wavelength,Absorbance
368.1234,0.3087,368.1234,0.1793
368.3352,0.3414,368.3352,0.1919
368.5471,0.3255,368.5471,0.1917
368.7589,0.3122,368.7589,0.1578
368.9707,0.3241,368.9707,0.1628
369.1825,0.3297,369.1825,0.1766
369.3943,0.3256,369.3943,0.1633
369.6061,0.3147,369.6061,0.1742
369.8179,0.3137,369.8179,0.1679
370.0297,0.3183,370.0297,0.1746
370.2415,0.3164,370.2415,0.1663
370.4532,0.3155,370.4532,0.1662
370.665,0.3197,370.665,0.1659
370.8767,0.3518,370.8767,0.1768
371.0884,0.2965,371.0884,0.174
371.3001,0.3109,371.3001,0.1686
371.5118,0.3102,371.5118,0.177
371.7235,0.3069,371.7235,0.1975
371.9352,0.3397,371.9352,0.1744
372.1469,0.3008,372.1469,0.1728
372.3585,0.3058,372.3585,0.1748
372.5702,0.3174,372.5702,0.1816
372.7818,0.3207,372.7818,0.1661
372.9935,0.2959,372.9935,0.1739
373.2051,0.3152,373.2051,0.1638
373.4167,0.2961,373.4167,0.1719
373.6283,0.3071,373.6283,0.1722
373.8399,0.3208,373.8399,0.1621
374.0515,0.3212,374.0515,0.1661
374.263,0.3447,374.263,0.1624
374.4746,0.3264,374.4746,0.1815
374.6862,0.3112,374.6862,0.1868
374.8977,0.3079,374.8977,0.1594
375.1092,0.3248,375.1092,0.1716
375.3207,0.3322,375.3207,0.1577
375.5323,0.3243,375.5323,0.1641
375.7438,0.3152,375.7438,0.1873
375.9552,0.3077,375.9552,0.1686
376.1667,0.2178,376.1667,0.2499
376.3782,0.327,376.3782,0.1765
376.5896,0.3357,376.5896,0.1583
376.8011,0.3187,376.8011,0.163
377.0125,0.333,377.0125,0.1714
377.224,0.331,377.224,0.1663
377.4354,0.3114,377.4354,0.1602
377.6468,0.3176,377.6468,0.17
377.8582,0.3162,377.8582,0.1793
378.0696,0.3144,378.0696,0.1674
378.2809,0.3327,378.2809,0.1697
378.4923,0.3222,378.4923,0.1602
378.7037,0.3117,378.7037,0.1742
378.915,0.3055,378.915,0.1664
379.1263,0.3237,379.1263,0.167
379.3377,0.3247,379.3377,0.1661
379.549,0.3216,379.549,0.1809
379.7603,0.3268,379.7603,0.1743
379.9716,0.3484,379.9716,0.1669
380.1829,0.3182,380.1829,0.1701
380.3941,0.3199,380.3941,0.1809
380.6054,0.3188,380.6054,0.1718
380.8166,0.3305,380.8166,0.1771
381.0279,0.316,381.0279,0.169
381.2391,0.3119,381.2391,0.164
381.4503,0.3126,381.4503,0.1749
381.6615,0.3246,381.6615,0.1655
381.8727,0.327,381.8727,0.1639
382.0839,0.3205,382.0839,0.1729
382.2951,0.3288,382.2951,0.1779
382.5063,0.3254,382.5063,0.1691
382.7174,0.3234,382.7174,0.1724
382.9286,0.3272,382.9286,0.172
383.1397,0.3193,383.1397,0.1686
383.3509,0.3176,383.3509,0.1638
383.562,0.3267,383.562,0.1711
383.7731,0.3295,383.7731,0.171
383.9842,0.3178,383.9842,0.1688
384.1953,0.3183,384.1953,0.1759
384.4063,0.3137,384.4063,0.1738
384.6174,0.3291,384.6174,0.1702
384.8285,0.3233,384.8285,0.1615
385.0395,0.3188,385.0395,0.1734
385.2505,0.3209,385.2505,0.1631
385.4616,0.3224,385.4616,0.1749
385.6726,0.3249,385.6726,0.1694
385.8836,0.3316,385.8836,0.1844
386.0946,0.3213,386.0946,0.1674
386.3056,0.3194,386.3056,0.1696
386.5165,0.33,386.5165,0.1665
386.7275,0.3251,386.7275,0.1681
386.9384,0.3258,386.9384,0.1751
387.1494,0.3311,387.1494,0.171
387.3603,0.3218,387.3603,0.1657
387.5712,0.3296,387.5712,0.1783
387.7822,0.3226,387.7822,0.1655
387.9931,0.3157,387.9931,0.1689
388.2039,0.3174,388.2039,0.1726
388.4148,0.3263,388.4148,0.166
388.6257,0.3252,388.6257,0.1702
388.8365,0.3293,388.8365,0.177
389.0474,0.3207,389.0474,0.17
389.2582,0.3261,389.2582,0.1696
389.4691,0.3234,389.4691,0.1691
389.6799,0.3276,389.6799,0.1728
389.8907,0.3328,389.8907,0.1663
390.1015,0.3219,390.1015,0.1728
390.3123,0.3294,390.3123,0.1722
390.523,0.3257,390.523,0.1706
390.7338,0.3224,390.7338,0.1727
390.9446,0.3231,390.9446,0.1711
391.1553,0.3135,391.1553,0.1678
391.366,0.3238,391.366,0.1655
391.5768,0.322,391.5768,0.1708
391.7875,0.3293,391.7875,0.17
391.9982,0.3267,391.9982,0.172
392.2089,0.3267,392.2089,0.1752
392.4195,0.3262,392.4195,0.1676
392.6302,0.3294,392.6302,0.1691
392.8409,0.3231,392.8409,0.1735
393.0515,0.3254,393.0515,0.1751
393.2622,0.3222,393.2622,0.1731
393.4728,0.324,393.4728,0.1707
393.6834,0.3298,393.6834,0.1702
393.894,0.3261,393.894,0.1684
394.1046,0.3263,394.1046,0.1696
394.3152,0.3271,394.3152,0.168
394.5258,0.3266,394.5258,0.1679
394.7363,0.328,394.7363,0.1684
394.9469,0.3254,394.9469,0.1687
395.1574,0.3239,395.1574,0.1688
395.368,0.3235,395.368,0.1678
395.5785,0.3226,395.5785,0.1671
395.789,0.3293,395.789,0.1682
395.9995,0.3269,395.9995,0.1655
396.21,0.3304,396.21,0.1669
396.4205,0.3268,396.4205,0.1723
396.631,0.33,396.631,0.1734
396.8414,0.3255,396.8414,0.1691
397.0519,0.3253,397.0519,0.1689
397.2623,0.3257,397.2623,0.1706
397.4727,0.3255,397.4727,0.1673
397.6832,0.3231,397.6832,0.1681
397.8936,0.3233,397.8936,0.1702
398.104,0.3296,398.104,0.1686
398.3143,0.3287,398.3143,0.1699
398.5247,0.3274,398.5247,0.1676
398.7351,0.327,398.7351,0.1678
398.9454,0.3281,398.9454,0.1708
399.1558,0.3278,399.1558,0.1685
399.3661,0.3298,399.3661,0.1709
399.5764,0.3272,399.5764,0.1661
399.7868,0.3247,399.7868,0.1706
399.9971,0.3261,399.9971,0.1672
400.2074,0.3255,400.2074,0.1666
400.4176,0.3269,400.4176,0.1677
400.6279,0.328,400.6279,0.1709
400.8382,0.3305,400.8382,0.1697
401.0484,0.3259,401.0484,0.1695
401.2587,0.3275,401.2587,0.167
401.4689,0.325,401.4689,0.1679
401.6791,0.3303,401.6791,0.1688
401.8893,0.3274,401.8893,0.1665
402.0995,0.3274,402.0995,0.1717
402.3097,0.3304,402.3097,0.1695
402.5199,0.3274,402.5199,0.1696
402.73,0.3303,402.73,0.1656
402.9402,0.3278,402.9402,0.1673
403.1503,0.3286,403.1503,0.1689
403.3605,0.3272,403.3605,0.1685
403.5706,0.328,403.5706,0.1684
403.7807,0.3317,403.7807,0.1676
403.9908,0.328,403.9908,0.1682
404.2009,0.3275,404.2009,0.1697
404.411,0.3262,404.411,0.1685
404.6211,0.3293,404.6211,0.1662
404.8311,0.329,404.8311,0.1678
405.0412,0.3283,405.0412,0.1676
405.2512,0.3276,405.2512,0.1693
405.4612,0.3291,405.4612,0.168
405.6712,0.3293,405.6712,0.1685
405.8813,0.328,405.8813,0.1651
406.0912,0.3295,406.0912,0.1671
406.3012,0.3288,406.3012,0.1665
406.5112,0.3288,406.5112,0.1665
406.7212,0.3293,406.7212,0.1668
406.9311,0.3281,406.9311,0.1678
407.1411,0.3289,407.1411,0.1664
407.351,0.3293,407.351,0.1672
407.5609,0.3296,407.5609,0.167
407.7708,0.3296,407.7708,0.1656
407.9807,0.3278,407.9807,0.1661
408.1906,0.3277,408.1906,0.1655
408.4005,0.3286,408.4005,0.1658
408.6104,0.3284,408.6104,0.1677
408.8202,0.3258,408.8202,0.1672
409.0301,0.3277,409.0301,0.1655
409.2399,0.3279,409.2399,0.1657
409.4497,0.327,409.4497,0.1655
409.6596,0.3266,409.6596,0.1656
409.8694,0.3279,409.8694,0.1658
410.0791,0.3287,410.0791,0.1648
410.2889,0.328,410.2889,0.1652
410.4987,0.3267,410.4987,0.165
410.7085,0.3289,410.7085,0.1639
410.9182,0.3265,410.9182,0.1645
411.128,0.3267,411.128,0.1637
411.3377,0.326,411.3377,0.1642
411.5474,0.3264,411.5474,0.1648
411.7571,0.3274,411.7571,0.1648
411.9668,0.3258,411.9668,0.1639
412.1765,0.3279,412.1765,0.163
412.3862,0.326,412.3862,0.1639
412.5958,0.3256,412.5958,0.1642
412.8055,0.3246,412.8055,0.1651
413.0151,0.3273,413.0151,0.1627
413.2248,0.3263,413.2248,0.1627
413.4344,0.3264,413.4344,0.1627
413.644,0.3257,413.644,0.1632
413.8536,0.3266,413.8536,0.1638
414.0632,0.3264,414.0632,0.1634
414.2728,0.3261,414.2728,0.1619
414.4823,0.3244,414.4823,0.1616
414.6919,0.3249,414.6919,0.163
414.9015,0.3248,414.9015,0.1625
415.111,0.324,415.111,0.1623
415.3205,0.3248,415.3205,0.1618
415.53,0.3237,415.53,0.1623
415.7395,0.3252,415.7395,0.1622
415.949,0.3249,415.949,0.1623
416.1585,0.3232,416.1585,0.1614
416.368,0.3262,416.368,0.1591
416.5775,0.3224,416.5775,0.1608
416.7869,0.3242,416.7869,0.1612
416.9963,0.3244,416.9963,0.1603
417.2058,0.3236,417.2058,0.16
417.4152,0.3236,417.4152,0.1604
417.6246,0.3233,417.6246,0.1595
417.834,0.3226,417.834,0.1601
418.0434,0.3226,418.0434,0.1598
418.2528,0.323,418.2528,0.1588
418.4621,0.3229,418.4621,0.1598
418.6715,0.3225,418.6715,0.1592
418.8808,0.3228,418.8808,0.1588
419.0902,0.3224,419.0902,0.1597
419.2995,0.3213,419.2995,0.1597
419.5088,0.3201,419.5088,0.1586
419.7181,0.3226,419.7181,0.1589
419.9274,0.3213,419.9274,0.1583
420.1367,0.3203,420.1367,0.1578
420.3459,0.3223,420.3459,0.1587
420.5552,0.3198,420.5552,0.157
420.7644,0.3202,420.7644,0.1578
420.9737,0.3197,420.9737,0.1574
421.1829,0.3201,421.1829,0.1575
421.3921,0.32,421.3921,0.1577
421.6013,0.3205,421.6013,0.1561
421.8105,0.3186,421.8105,0.1571
422.0197,0.3198,422.0197,0.1565
422.2289,0.3186,422.2289,0.1556
422.438,0.3186,422.438,0.1547
422.6472,0.3176,422.6472,0.1546
422.8563,0.3195,422.8563,0.1559
423.0654,0.3183,423.0654,0.1563
423.2745,0.3182,423.2745,0.1556
423.4837,0.3172,423.4837,0.1543
423.6927,0.3175,423.6927,0.1547
423.9018,0.3165,423.9018,0.1535
424.1109,0.318,424.1109,0.1546
424.32,0.3179,424.32,0.1542
424.529,0.3161,424.529,0.1544
424.7381,0.3175,424.7381,0.1534
424.9471,0.3172,424.9471,0.1528
425.1561,0.3172,425.1561,0.1538
425.3651,0.3163,425.3651,0.1529
425.5741,0.3133,425.5741,0.1523
425.7831,0.3148,425.7831,0.1527
425.9921,0.3156,425.9921,0.153
426.201,0.3139,426.201,0.1527
426.41,0.3138,426.41,0.1516
426.6189,0.3149,426.6189,0.1523
426.8279,0.3142,426.8279,0.152
427.0368,0.3139,427.0368,0.1508
427.2457,0.3141,427.2457,0.1501
427.4546,0.3143,427.4546,0.151
427.6635,0.3138,427.6635,0.1498
427.8724,0.3123,427.8724,0.15
428.0812,0.3125,428.0812,0.1499
428.2901,0.3126,428.2901,0.1499
428.4989,0.3106,428.4989,0.1479
428.7078,0.3092,428.7078,0.1471
428.9166,0.3116,428.9166,0.1486
429.1254,0.3129,429.1254,0.1508
429.3342,0.3118,429.3342,0.1485
429.543,0.3113,429.543,0.1481
429.7518,0.3112,429.7518,0.1476
429.9606,0.3099,429.9606,0.1463
430.1693,0.3091,430.1693,0.147
430.3781,0.311,430.3781,0.1482
430.5868,0.3091,430.5868,0.1464
430.7955,0.3064,430.7955,0.1449
431.0042,0.3083,431.0042,0.1454
431.2129,0.3077,431.2129,0.1457
431.4216,0.3095,431.4216,0.1459
431.6303,0.3013,431.6303,0.1403
431.839,0.2996,431.839,0.1386
432.0476,0.3033,432.0476,0.142
432.2563,0.3039,432.2563,0.1424
432.4649,0.2993,432.4649,0.1381
432.6736,0.3036,432.6736,0.1423
432.8822,0.2984,432.8822,0.1381
433.0908,0.2919,433.0908,0.1308
433.2994,0.2939,433.2994,0.1331
433.508,0.2901,433.508,0.1297
433.7165,0.2947,433.7165,0.1327
433.9251,0.2884,433.9251,0.1266
434.1336,0.2945,434.1336,0.1334
434.3422,0.2877,434.3422,0.1261
434.5507,0.2873,434.5507,0.1262
434.7592,0.2883,434.7592,0.1263
434.9677,0.2796,434.9677,0.1184
435.1762,0.2789,435.1762,0.1169
435.3847,0.2865,435.3847,0.1243
435.5932,0.2736,435.5932,0.1125
435.8017,0.2793,435.8017,0.1175
436.0101,0.277,436.0101,0.1165
436.2185,0.2814,436.2185,0.1208
436.427,0.2786,436.427,0.1172
436.6354,0.2725,436.6354,0.1114
436.8438,0.2788,436.8438,0.1182
437.0522,0.2719,437.0522,0.1108
437.2606,0.2726,437.2606,0.1121
437.469,0.2695,437.469,0.1088
437.6773,0.2741,437.6773,0.1131
437.8857,0.2697,437.8857,0.1078
438.094,0.268,438.094,0.1069
438.3024,0.2768,438.3024,0.1152
438.5107,0.2783,438.5107,0.1165
438.719,0.2657,438.719,0.1051
438.9273,0.2691,438.9273,0.1076
439.1356,0.2649,439.1356,0.1017
439.3438,0.266,439.3438,0.1046
439.5521,0.2699,439.5521,0.1091
439.7604,0.2713,439.7604,0.1093
439.9686,0.2701,439.9686,0.109
440.1768,0.2613,440.1768,0.1004
440.3851,0.2698,440.3851,0.1071
440.5933,0.2594,440.5933,0.0987
440.8015,0.2708,440.8015,0.1082
441.0097,0.2674,441.0097,0.1055
441.2178,0.2662,441.2178,0.1048
441.426,0.2669,441.426,0.1053
441.6341,0.2653,441.6341,0.1027
441.8423,0.2623,441.8423,0.1012
442.0504,0.2675,442.0504,0.1058
442.2585,0.2663,442.2585,0.1035
442.4667,0.258,442.4667,0.097
442.6748,0.2687,442.6748,0.1068
442.8828,0.2708,442.8828,0.1072
443.0909,0.264,443.0909,0.1029
443.299,0.2645,443.299,0.101
443.507,0.2678,443.507,0.1053
443.7151,0.2705,443.7151,0.1089
443.9231,0.2681,443.9231,0.1061
444.1311,0.2633,444.1311,0.1017
444.3392,0.2697,444.3392,0.1058
444.5472,0.2695,444.5472,0.1065
444.7551,0.2628,444.7551,0.101
444.9631,0.2612,444.9631,0.0994
445.1711,0.2584,445.1711,0.0964
445.379,0.2693,445.379,0.1067
445.587,0.2713,445.587,0.1088
445.7949,0.2746,445.7949,0.1114
446.0028,0.2632,446.0028,0.1008
446.2107,0.2676,446.2107,0.1041
446.4186,0.2696,446.4186,0.1071
446.6265,0.2717,446.6265,0.1086
446.8344,0.2722,446.8344,0.1084
447.0423,0.269,447.0423,0.1065
447.2501,0.2718,447.2501,0.1087
447.458,0.2715,447.458,0.1082
447.6658,0.2726,447.6658,0.1093
447.8736,0.2755,447.8736,0.1116
448.0814,0.2736,448.0814,0.11
448.2892,0.2711,448.2892,0.1076
448.497,0.2735,448.497,0.1109
448.7048,0.275,448.7048,0.111
448.9126,0.274,448.9126,0.1118
449.1203,0.2802,449.1203,0.1166
449.3281,0.2706,449.3281,0.1076
449.5358,0.2768,449.5358,0.1129
449.7435,0.2868,449.7435,0.1236
449.9512,0.28,449.9512,0.1161
450.1589,0.2762,450.1589,0.1116
450.3666,0.2818,450.3666,0.1191
450.5743,0.2871,450.5743,0.1223
450.782,0.2826,450.782,0.1184
450.9896,0.2801,450.9896,0.1175
451.1973,0.2746,451.1973,0.1116
451.4049,0.2784,451.4049,0.116
451.6125,0.2829,451.6125,0.1186
451.8201,0.2775,451.8201,0.1144
452.0277,0.2839,452.0277,0.1205
452.2353,0.2814,452.2353,0.1173
452.4429,0.2839,452.4429,0.1211
452.6505,0.2854,452.6505,0.1215
452.858,0.2822,452.858,0.1182
453.0656,0.2845,453.0656,0.121
453.2731,0.2873,453.2731,0.1236
453.4806,0.2804,453.4806,0.1158
453.6881,0.2874,453.6881,0.1245
453.8956,0.2878,453.8956,0.1256
454.1031,0.2836,454.1031,0.118
454.3106,0.2825,454.3106,0.1195
454.5181,0.2904,454.5181,0.1263
454.7255,0.2761,454.7255,0.1131
454.933,0.2836,454.933,0.1191
455.1404,0.292,455.1404,0.1275
455.3478,0.2846,455.3478,0.1199
455.5552,0.2862,455.5552,0.1216
455.7626,0.2848,455.7626,0.1208
455.97,0.2905,455.97,0.1271
456.1774,0.2854,456.1774,0.1215
456.3847,0.29,456.3847,0.126
456.5921,0.291,456.5921,0.1276
456.7994,0.2908,456.7994,0.127
457.0068,0.2843,457.0068,0.1207
457.2141,0.2973,457.2141,0.1323
457.4214,0.2899,457.4214,0.1256
457.6287,0.291,457.6287,0.1267
457.836,0.2852,457.836,0.1217
458.0432,0.2905,458.0432,0.1275
458.2505,0.2909,458.2505,0.1264
458.4578,0.2855,458.4578,0.1219
458.665,0.2886,458.665,0.1248
458.8722,0.2871,458.8722,0.1221
459.0794,0.2981,459.0794,0.1335
459.2867,0.2877,459.2867,0.1245
459.4938,0.2846,459.4938,0.1205
459.701,0.2901,459.701,0.1257
459.9082,0.2856,459.9082,0.1217
460.1154,0.2845,460.1154,0.1213
460.3225,0.2925,460.3225,0.1281
460.5297,0.2845,460.5297,0.1216
460.7368,0.297,460.7368,0.1327
460.9439,0.2873,460.9439,0.1234
461.151,0.2875,461.151,0.1238
461.3581,0.2925,461.3581,0.1278
461.5652,0.2932,461.5652,0.1282
461.7723,0.2882,461.7723,0.1226
461.9793,0.2927,461.9793,0.1274
462.1864,0.2849,462.1864,0.1201
462.3934,0.2942,462.3934,0.1297
462.6004,0.2939,462.6004,0.13
462.8074,0.2969,462.8074,0.1317
463.0144,0.2882,463.0144,0.1247
463.2214,0.2866,463.2214,0.1229
463.4284,0.2916,463.4284,0.1274
463.6354,0.2853,463.6354,0.1204
463.8423,0.2949,463.8423,0.1303
464.0493,0.2907,464.0493,0.1261
464.2562,0.2912,464.2562,0.1273
464.4632,0.2911,464.4632,0.1263
464.6701,0.2869,464.6701,0.1225
464.877,0.2986,464.877,0.1346
465.0839,0.2929,465.0839,0.1278
465.2907,0.2906,465.2907,0.1259
465.4976,0.2902,465.4976,0.1266
465.7045,0.287,465.7045,0.1225
465.9113,0.2894,465.9113,0.1254
466.1181,0.2904,466.1181,0.1258
466.325,0.2827,466.325,0.1184
466.5318,0.2944,466.5318,0.1303
466.7386,0.2888,466.7386,0.1238
466.9454,0.2934,466.9454,0.128
467.1521,0.2897,467.1521,0.124
467.3589,0.2872,467.3589,0.1209
467.5657,0.2895,467.5657,0.1263
467.7724,0.2906,467.7724,0.1255
467.9791,0.2876,467.9791,0.1224
468.1859,0.2806,468.1859,0.1163
468.3926,0.2902,468.3926,0.1257
468.5993,0.288,468.5993,0.1229
468.8059,0.2849,468.8059,0.121
469.0126,0.2912,469.0126,0.1259
469.2193,0.2909,469.2193,0.1266
469.4259,0.2849,469.4259,0.12
469.6326,0.29,469.6326,0.1252
469.8392,0.2876,469.8392,0.1224
470.0458,0.2876,470.0458,0.1226
470.2524,0.2871,470.2524,0.1225
470.459,0.2859,470.459,0.1215
470.6656,0.2889,470.6656,0.1242
470.8722,0.2861,470.8722,0.1206
471.0787,0.2845,471.0787,0.1197
471.2853,0.2897,471.2853,0.1239
471.4918,0.2841,471.4918,0.1187
471.6984,0.2876,471.6984,0.1227
471.9049,0.2881,471.9049,0.1217
472.1114,0.2782,472.1114,0.1137
472.3179,0.2826,472.3179,0.1179
472.5243,0.2791,472.5243,0.1136
472.7308,0.2863,472.7308,0.1218
472.9373,0.2813,472.9373,0.1163
473.1437,0.2876,473.1437,0.1219
473.3502,0.2841,473.3502,0.1197
473.5566,0.2818,473.5566,0.1169
473.763,0.2825,473.763,0.117
473.9694,0.2817,473.9694,0.1157
474.1758,0.2836,474.1758,0.1189
474.3822,0.2846,474.3822,0.1191
474.5885,0.2839,474.5885,0.1199
474.7949,0.281,474.7949,0.1159
475.0012,0.2834,475.0012,0.1183
475.2076,0.2831,475.2076,0.1164
475.4139,0.2833,475.4139,0.1174
475.6202,0.2873,475.6202,0.1211
475.8265,0.283,475.8265,0.1181
476.0328,0.2837,476.0328,0.1181
476.239,0.2873,476.239,0.1204
476.4453,0.2863,476.4453,0.1202
476.6516,0.2812,476.6516,0.114
476.8578,0.2856,476.8578,0.1185
477.064,0.2838,477.064,0.118
477.2702,0.2874,477.2702,0.1202
477.4765,0.2848,477.4765,0.1186
477.6826,0.2869,477.6826,0.1207
477.8888,0.2818,477.8888,0.1168
478.095,0.2902,478.095,0.1226
478.3012,0.287,478.3012,0.1184
478.5073,0.2861,478.5073,0.1184
478.7134,0.286,478.7134,0.1187
478.9196,0.288,478.9196,0.121
479.1257,0.2899,479.1257,0.1219
479.3318,0.294,479.3318,0.126
479.5379,0.2906,479.5379,0.1232
479.744,0.2889,479.744,0.1205
479.95,0.2924,479.95,0.1246
480.1561,0.2934,480.1561,0.1264
480.3621,0.295,480.3621,0.1266
480.5682,0.2906,480.5682,0.1215
480.7742,0.2951,480.7742,0.1271
480.9802,0.2952,480.9802,0.1266
481.1862,0.2947,481.1862,0.1261
481.3922,0.2966,481.3922,0.1265
481.5982,0.2968,481.5982,0.1277
481.8041,0.2998,481.8041,0.1316
482.0101,0.2988,482.0101,0.1293
482.216,0.3,482.216,0.1297
482.4219,0.3035,482.4219,0.1329
482.6279,0.3056,482.6279,0.1345
482.8338,0.3003,482.8338,0.1315
483.0397,0.3079,483.0397,0.1372
483.2455,0.3056,483.2455,0.1346
483.4514,0.3082,483.4514,0.1375
483.6573,0.3072,483.6573,0.1364
483.8631,0.31,483.8631,0.1402
484.069,0.3115,484.069,0.1406
484.2748,0.3107,484.2748,0.1413
484.4806,0.3096,484.4806,0.1389
484.6864,0.3138,484.6864,0.1432
484.8922,0.3145,484.8922,0.1445
485.098,0.3121,485.098,0.1417
485.3037,0.3131,485.3037,0.1421
485.5095,0.3137,485.5095,0.1443
485.7152,0.3133,485.7152,0.1435
485.921,0.3149,485.921,0.145
486.1267,0.3149,486.1267,0.143
486.3324,0.3163,486.3324,0.1451
486.5381,0.3173,486.5381,0.1465
486.7438,0.3154,486.7438,0.1441
486.9495,0.3171,486.9495,0.1469
487.1551,0.3178,487.1551,0.1461
487.3608,0.3178,487.3608,0.146
487.5664,0.3194,487.5664,0.1467
487.7721,0.3188,487.7721,0.1461
487.9777,0.3197,487.9777,0.1478
488.1833,0.3192,488.1833,0.1469
488.3889,0.3222,488.3889,0.1486
488.5945,0.3217,488.5945,0.147
488.8,0.3223,488.8,0.1487
489.0056,0.324,489.0056,0.1493
489.2111,0.3245,489.2111,0.1487
489.4167,0.3243,489.4167,0.1494
489.6222,0.3244,489.6222,0.1494
489.8277,0.3247,489.8277,0.149
490.0332,0.3263,490.0332,0.1512
490.2387,0.3264,490.2387,0.1515
490.4442,0.3268,490.4442,0.1508
490.6496,0.3283,490.6496,0.1524
490.8551,0.329,490.8551,0.152
491.0605,0.3295,491.0605,0.1528
491.266,0.3289,491.266,0.1528
491.4714,0.3306,491.4714,0.1533
491.6768,0.3315,491.6768,0.1528
491.8822,0.3329,491.8822,0.154
492.0876,0.3334,492.0876,0.1541
492.293,0.334,492.293,0.1548
492.4983,0.3354,492.4983,0.1541
492.7037,0.3355,492.7037,0.1545
492.909,0.3352,492.909,0.1565
493.1143,0.337,493.1143,0.1558
493.3196,0.3387,493.3196,0.157
493.5249,0.3384,493.5249,0.1562
493.7302,0.3388,493.7302,0.1579
493.9355,0.3407,493.9355,0.157
494.1408,0.3405,494.1408,0.1574
494.346,0.3416,494.346,0.1588
494.5513,0.3428,494.5513,0.1587
