Wavelength,Absorbance,Wavelength,Absorabnce,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Pur,4x Pur
635.0136,0.2162,635.0136,0.1812,635.0136,0.1892
635.21,0.2154,635.21,0.181,635.21,0.1884
635.4064,0.2173,635.4064,0.1832,635.4064,0.189
635.6029,0.2177,635.6029,0.1824,635.6029,0.1896
635.7993,0.2195,635.7993,0.1815,635.7993,0.19
635.9957,0.2176,635.9957,0.1814,635.9957,0.188
636.192,0.22,636.192,0.1816,636.192,0.1897
636.3884,0.2205,636.3884,0.1816,636.3884,0.1909
636.5847,0.2182,636.5847,0.1814,636.5847,0.1911
636.7811,0.2199,636.7811,0.182,636.7811,0.1911
636.9774,0.2201,636.9774,0.1837,636.9774,0.19
637.1737,0.221,637.1737,0.1834,637.1737,0.1917
637.37,0.22,637.37,0.1835,637.37,0.1914
637.5663,0.2204,637.5663,0.1849,637.5663,0.1919
637.7626,0.2224,637.7626,0.1845,637.7626,0.1914
637.9588,0.2217,637.9588,0.1844,637.9588,0.1901
638.1551,0.2221,638.1551,0.1844,638.1551,0.1914
638.3513,0.2248,638.3513,0.1827,638.3513,0.1911
638.5475,0.2227,638.5475,0.1832,638.5475,0.1924
638.7437,0.2228,638.7437,0.1848,638.7437,0.1909
638.9399,0.2224,638.9399,0.1847,638.9399,0.1905
639.1361,0.2252,639.1361,0.1863,639.1361,0.1929
639.3322,0.2277,639.3322,0.186,639.3322,0.1924
639.5284,0.2257,639.5284,0.1848,639.5284,0.1909
639.7245,0.2262,639.7245,0.1855,639.7245,0.1926
639.9206,0.2276,639.9206,0.1852,639.9206,0.1927
640.1168,0.2278,640.1168,0.1857,640.1168,0.193
640.3128,0.228,640.3128,0.1856,640.3128,0.1918
640.5089,0.2263,640.5089,0.1852,640.5089,0.193
640.705,0.2274,640.705,0.1861,640.705,0.1936
640.901,0.2291,640.901,0.1853,640.901,0.1923
641.0971,0.229,641.0971,0.1856,641.0971,0.1924
641.2931,0.2311,641.2931,0.1867,641.2931,0.1916
641.4891,0.2311,641.4891,0.1873,641.4891,0.1918
641.6851,0.2308,641.6851,0.1879,641.6851,0.194
641.8811,0.2314,641.8811,0.1869,641.8811,0.1923
642.0771,0.233,642.0771,0.1883,642.0771,0.1929
642.273,0.2328,642.273,0.1881,642.273,0.1941
642.469,0.2323,642.469,0.1878,642.469,0.194
642.6649,0.2335,642.6649,0.1885,642.6649,0.1938
642.8608,0.2337,642.8608,0.1879,642.8608,0.194
643.0567,0.2353,643.0567,0.1897,643.0567,0.1927
643.2526,0.2345,643.2526,0.1883,643.2526,0.1945
643.4485,0.2359,643.4485,0.1906,643.4485,0.1938
643.6444,0.2365,643.6444,0.1899,643.6444,0.1942
643.8402,0.2371,643.8402,0.1899,643.8402,0.1938
644.0361,0.2375,644.0361,0.1907,644.0361,0.1946
644.2319,0.2389,644.2319,0.1908,644.2319,0.1946
644.4277,0.2393,644.4277,0.1926,644.4277,0.1953
644.6235,0.2381,644.6235,0.1925,644.6235,0.1954
644.8193,0.2411,644.8193,0.1926,644.8193,0.1943
645.015,0.2408,645.015,0.1922,645.015,0.1935
645.2108,0.2418,645.2108,0.192,645.2108,0.1952
645.4065,0.242,645.4065,0.1926,645.4065,0.195
645.6023,0.243,645.6023,0.1944,645.6023,0.1954
645.798,0.2438,645.798,0.1933,645.798,0.1946
645.9937,0.2444,645.9937,0.1942,645.9937,0.1954
646.1894,0.2449,646.1894,0.1943,646.1894,0.1947
646.385,0.2451,646.385,0.1947,646.385,0.1956
646.5807,0.2466,646.5807,0.1963,646.5807,0.1957
646.7763,0.2474,646.7763,0.1957,646.7763,0.1956
646.972,0.249,646.972,0.1963,646.972,0.1966
647.1676,0.2482,647.1676,0.1963,647.1676,0.1969
647.3632,0.2494,647.3632,0.197,647.3632,0.1968
647.5588,0.2513,647.5588,0.1969,647.5588,0.197
647.7544,0.2499,647.7544,0.1987,647.7544,0.1973
647.9499,0.2509,647.9499,0.1984,647.9499,0.1962
648.1455,0.2528,648.1455,0.1977,648.1455,0.1974
648.341,0.2537,648.341,0.1998,648.341,0.1981
648.5366,0.255,648.5366,0.1981,648.5366,0.1983
648.7321,0.2553,648.7321,0.2007,648.7321,0.1975
648.9276,0.2541,648.9276,0.2008,648.9276,0.1974
649.123,0.2558,649.123,0.2007,649.123,0.1969
649.3185,0.2569,649.3185,0.2005,649.3185,0.1989
649.514,0.2568,649.514,0.1995,649.514,0.1985
649.7094,0.2591,649.7094,0.2017,649.7094,0.198
649.9048,0.2586,649.9048,0.2011,649.9048,0.1998
650.1003,0.2606,650.1003,0.2016,650.1003,0.1986
650.2957,0.2608,650.2957,0.2025,650.2957,0.1985
650.491,0.264,650.491,0.2042,650.491,0.1983
650.6864,0.2632,650.6864,0.204,650.6864,0.1996
650.8818,0.2643,650.8818,0.2036,650.8818,0.2002
651.0771,0.2666,651.0771,0.2049,651.0771,0.2015
651.2725,0.2659,651.2725,0.2047,651.2725,0.2012
651.4678,0.2671,651.4678,0.206,651.4678,0.1998
651.6631,0.2686,651.6631,0.207,651.6631,0.2002
651.8584,0.2684,651.8584,0.2052,651.8584,0.2008
652.0537,0.2695,652.0537,0.2089,652.0537,0.2016
652.2489,0.2708,652.2489,0.2069,652.2489,0.2018
652.4442,0.2717,652.4442,0.208,652.4442,0.2024
652.6394,0.2729,652.6394,0.2087,652.6394,0.2018
652.8346,0.275,652.8346,0.209,652.8346,0.2024
653.0298,0.273,653.0298,0.2103,653.0298,0.2019
653.225,0.2756,653.225,0.2115,653.225,0.2017
653.4202,0.276,653.4202,0.2094,653.4202,0.201
653.6154,0.2784,653.6154,0.2105,653.6154,0.202
653.8105,0.2803,653.8105,0.2121,653.8105,0.2024
654.0057,0.2787,654.0057,0.2131,654.0057,0.2021
654.2008,0.2826,654.2008,0.2146,654.2008,0.2036
654.3959,0.2835,654.3959,0.2149,654.3959,0.2036
654.591,0.2827,654.591,0.2151,654.591,0.2064
654.7861,0.2853,654.7861,0.2166,654.7861,0.2039
654.9812,0.2861,654.9812,0.2155,654.9812,0.2026
655.1763,0.2881,655.1763,0.2168,655.1763,0.2038
655.3713,0.2894,655.3713,0.217,655.3713,0.2047
655.5663,0.2881,655.5663,0.2172,655.5663,0.2046
655.7613,0.2909,655.7613,0.2176,655.7613,0.2047
655.9564,0.2916,655.9564,0.2203,655.9564,0.2048
656.1513,0.2929,656.1513,0.2194,656.1513,0.2048
656.3463,0.2941,656.3463,0.221,656.3463,0.205
656.5413,0.2961,656.5413,0.2206,656.5413,0.2069
656.7362,0.2966,656.7362,0.2226,656.7362,0.2049
656.9312,0.2963,656.9312,0.2234,656.9312,0.2047
657.1261,0.2994,657.1261,0.2239,657.1261,0.207
657.321,0.3012,657.321,0.2241,657.321,0.2081
657.5159,0.3017,657.5159,0.2232,657.5159,0.2065
657.7108,0.3025,657.7108,0.2269,657.7108,0.2078
657.9056,0.3041,657.9056,0.2266,657.9056,0.2079
658.1005,0.3051,658.1005,0.226,658.1005,0.2078
658.2953,0.3079,658.2953,0.2286,658.2953,0.2066
658.4902,0.3071,658.4902,0.2277,658.4902,0.2099
658.685,0.309,658.685,0.2293,658.685,0.2085
658.8798,0.312,658.8798,0.2312,658.8798,0.2092
659.0746,0.313,659.0746,0.2319,659.0746,0.2083
659.2693,0.3153,659.2693,0.2313,659.2693,0.2108
659.4641,0.3147,659.4641,0.2324,659.4641,0.21
659.6588,0.3183,659.6588,0.2325,659.6588,0.2088
659.8536,0.32,659.8536,0.233,659.8536,0.21
660.0483,0.3206,660.0483,0.2344,660.0483,0.2101
660.243,0.3229,660.243,0.2351,660.243,0.21
660.4377,0.3227,660.4377,0.2369,660.4377,0.2106
660.6323,0.3251,660.6323,0.2372,660.6323,0.2108
660.827,0.325,660.827,0.2372,660.827,0.2108
661.0217,0.3288,661.0217,0.2385,661.0217,0.2115
661.2163,0.3293,661.2163,0.2397,661.2163,0.2113
661.4109,0.3306,661.4109,0.2396,661.4109,0.2124
661.6055,0.3351,661.6055,0.2413,661.6055,0.2136
661.8001,0.3344,661.8001,0.2418,661.8001,0.212
661.9947,0.337,661.9947,0.2441,661.9947,0.2139
662.1892,0.3374,662.1892,0.2445,662.1892,0.2148
662.3838,0.3388,662.3838,0.2449,662.3838,0.2142
662.5783,0.341,662.5783,0.2457,662.5783,0.2148
662.7729,0.3421,662.7729,0.2478,662.7729,0.2142
662.9674,0.3452,662.9674,0.2492,662.9674,0.2139
663.1619,0.3461,663.1619,0.2489,663.1619,0.2157
663.3563,0.3466,663.3563,0.2504,663.3563,0.2164
663.5508,0.3492,663.5508,0.2518,663.5508,0.2156
663.7453,0.3513,663.7453,0.2517,663.7453,0.2171
663.9397,0.3519,663.9397,0.2529,663.9397,0.2174
664.1341,0.3552,664.1341,0.2536,664.1341,0.2165
664.3285,0.3572,664.3285,0.2557,664.3285,0.2185
664.5229,0.3586,664.5229,0.2565,664.5229,0.2181
664.7173,0.3601,664.7173,0.2584,664.7173,0.2178
664.9117,0.362,664.9117,0.2587,664.9117,0.2194
665.1061,0.3636,665.1061,0.259,665.1061,0.2193
665.3004,0.3657,665.3004,0.2613,665.3004,0.2196
665.4947,0.367,665.4947,0.2625,665.4947,0.2201
665.689,0.3707,665.689,0.2624,665.689,0.2194
665.8833,0.3718,665.8833,0.2649,665.8833,0.2195
666.0776,0.3733,666.0776,0.2665,666.0776,0.2204
666.2719,0.3761,666.2719,0.2669,666.2719,0.2217
666.4662,0.3782,666.4662,0.269,666.4662,0.2217
666.6604,0.3806,666.6604,0.2679,666.6604,0.2224
666.8546,0.3814,666.8546,0.2685,666.8546,0.2212
667.0489,0.3836,667.0489,0.2718,667.0489,0.2211
667.2431,0.386,667.2431,0.2729,667.2431,0.2237
667.4373,0.3877,667.4373,0.2729,667.4373,0.2236
667.6314,0.3902,667.6314,0.2753,667.6314,0.2242
667.8256,0.3923,667.8256,0.2777,667.8256,0.2227
668.0197,0.3948,668.0197,0.2789,668.0197,0.2245
668.2139,0.3964,668.2139,0.2792,668.2139,0.2248
668.408,0.4004,668.408,0.2794,668.408,0.2257
668.6021,0.4023,668.6021,0.2814,668.6021,0.2258
668.7962,0.4038,668.7962,0.2831,668.7962,0.2262
668.9903,0.4067,668.9903,0.2842,668.9903,0.2269
669.1843,0.4085,669.1843,0.2844,669.1843,0.2272
669.3784,0.4125,669.3784,0.2875,669.3784,0.2267
669.5724,0.4136,669.5724,0.2884,669.5724,0.2276
669.7665,0.4153,669.7665,0.2899,669.7665,0.2286
669.9605,0.416,669.9605,0.2913,669.9605,0.2285
670.1545,0.4198,670.1545,0.2923,670.1545,0.2292
670.3485,0.4231,670.3485,0.2937,670.3485,0.229
670.5424,0.4241,670.5424,0.2951,670.5424,0.2299
670.7364,0.4275,670.7364,0.2973,670.7364,0.2303
670.9303,0.4285,670.9303,0.2982,670.9303,0.231
671.1242,0.4333,671.1242,0.2994,671.1242,0.232
671.3182,0.4354,671.3182,0.3023,671.3182,0.2318
671.5121,0.4383,671.5121,0.303,671.5121,0.2323
671.7059,0.4405,671.7059,0.3035,671.7059,0.2331
671.8998,0.4444,671.8998,0.305,671.8998,0.2322
672.0937,0.4461,672.0937,0.3068,672.0937,0.2315
672.2875,0.4475,672.2875,0.3074,672.2875,0.2338
672.4813,0.4512,672.4813,0.3112,672.4813,0.2327
672.6752,0.4544,672.6752,0.3124,672.6752,0.2375
672.869,0.4563,672.869,0.3136,672.869,0.2353
673.0627,0.4579,673.0627,0.3152,673.0627,0.2356
673.2565,0.4608,673.2565,0.3169,673.2565,0.2362
673.4503,0.4655,673.4503,0.3187,673.4503,0.2356
673.644,0.468,673.644,0.32,673.644,0.2373
673.8378,0.4712,673.8378,0.3219,673.8378,0.2379
674.0315,0.4717,674.0315,0.3241,674.0315,0.2385
674.2252,0.4769,674.2252,0.3249,674.2252,0.2386
674.4189,0.4782,674.4189,0.3257,674.4189,0.2393
674.6125,0.4821,674.6125,0.3283,674.6125,0.2386
674.8062,0.4836,674.8062,0.3313,674.8062,0.2398
674.9999,0.4884,674.9999,0.3328,674.9999,0.2403
675.1935,0.4904,675.1935,0.3343,675.1935,0.24
675.3871,0.4939,675.3871,0.3358,675.3871,0.2414
675.5807,0.4964,675.5807,0.3372,675.5807,0.2418
675.7743,0.5,675.7743,0.3395,675.7743,0.2423
675.9679,0.5017,675.9679,0.3409,675.9679,0.2422
676.1614,0.5045,676.1614,0.3445,676.1614,0.2423
676.355,0.5059,676.355,0.3459,676.355,0.2433
676.5485,0.5116,676.5485,0.3471,676.5485,0.2451
676.7421,0.5145,676.7421,0.3487,676.7421,0.2458
676.9356,0.5189,676.9356,0.3509,676.9356,0.2448
677.1291,0.5209,677.1291,0.3527,677.1291,0.2462
677.3225,0.5252,677.3225,0.3555,677.3225,0.2476
677.516,0.5267,677.516,0.3564,677.516,0.2464
677.7095,0.5309,677.7095,0.3579,677.7095,0.2481
677.9029,0.5325,677.9029,0.3601,677.9029,0.2469
678.0963,0.5367,678.0963,0.3645,678.0963,0.2497
678.2897,0.5417,678.2897,0.365,678.2897,0.2489
678.4831,0.5456,678.4831,0.3684,678.4831,0.2498
678.6765,0.5476,678.6765,0.3697,678.6765,0.2506
678.8699,0.5499,678.8699,0.3719,678.8699,0.2509
679.0632,0.5552,679.0632,0.374,679.0632,0.251
679.2566,0.5581,679.2566,0.3762,679.2566,0.2518
679.4499,0.5615,679.4499,0.3797,679.4499,0.2534
679.6432,0.5648,679.6432,0.3797,679.6432,0.2524
679.8365,0.5681,679.8365,0.3829,679.8365,0.2528
680.0298,0.5718,680.0298,0.3856,680.0298,0.2538
680.2231,0.5757,680.2231,0.3875,680.2231,0.2531
680.4163,0.5789,680.4163,0.3898,680.4163,0.2536
680.6096,0.585,680.6096,0.3914,680.6096,0.2561
680.8028,0.5846,680.8028,0.3933,680.8028,0.2572
680.996,0.5899,680.996,0.3964,680.996,0.2575
681.1892,0.593,681.1892,0.398,681.1892,0.2577
681.3824,0.5979,681.3824,0.403,681.3824,0.2584
681.5756,0.5993,681.5756,0.4025,681.5756,0.2601
681.7687,0.6051,681.7687,0.4056,681.7687,0.2598
681.9619,0.6074,681.9619,0.4087,681.9619,0.2592
682.155,0.6118,682.155,0.4104,682.155,0.2615
682.3481,0.6154,682.3481,0.4121,682.3481,0.261
682.5412,0.6196,682.5412,0.4168,682.5412,0.2609
682.7343,0.6206,682.7343,0.4208,682.7343,0.2618
682.9274,0.6276,682.9274,0.4232,682.9274,0.2625
683.1204,0.6299,683.1204,0.424,683.1204,0.264
683.3135,0.6353,683.3135,0.4257,683.3135,0.263
683.5065,0.6379,683.5065,0.4284,683.5065,0.265
683.6995,0.6414,683.6995,0.4322,683.6995,0.2664
683.8925,0.6475,683.8925,0.4334,683.8925,0.2651
684.0855,0.6493,684.0855,0.4359,684.0855,0.2671
684.2785,0.6527,684.2785,0.438,684.2785,0.2673
684.4715,0.6591,684.4715,0.4418,684.4715,0.2684
684.6644,0.6609,684.6644,0.4453,684.6644,0.2695
684.8573,0.6653,684.8573,0.4457,684.8573,0.2688
685.0502,0.6719,685.0502,0.4504,685.0502,0.2703
685.2432,0.6742,685.2432,0.4524,685.2432,0.2701
685.436,0.6781,685.436,0.4556,685.436,0.2707
685.6289,0.6822,685.6289,0.4597,685.6289,0.272
685.8218,0.6877,685.8218,0.4608,685.8218,0.2726
686.0146,0.6909,686.0146,0.4655,686.0146,0.2733
686.2075,0.6927,686.2075,0.4679,686.2075,0.2733
686.4003,0.6972,686.4003,0.4712,686.4003,0.2741
686.5931,0.7029,686.5931,0.4732,686.5931,0.275
686.7859,0.7066,686.7859,0.4759,686.7859,0.2762
686.9787,0.7106,686.9787,0.478,686.9787,0.2758
687.1714,0.7166,687.1714,0.4826,687.1714,0.2773
687.3642,0.7223,687.3642,0.4845,687.3642,0.2773
687.5569,0.7236,687.5569,0.4902,687.5569,0.2787
687.7496,0.7296,687.7496,0.4904,687.7496,0.2781
687.9423,0.7331,687.9423,0.4923,687.9423,0.2783
688.135,0.7361,688.135,0.497,688.135,0.2803
688.3277,0.7422,688.3277,0.5,688.3277,0.2813
688.5204,0.7462,688.5204,0.5046,688.5204,0.2816
688.713,0.7528,688.713,0.5053,688.713,0.2831
688.9057,0.7562,688.9057,0.5073,688.9057,0.2835
689.0983,0.7585,689.0983,0.5126,689.0983,0.2835
689.2909,0.7633,689.2909,0.5154,689.2909,0.284
689.4835,0.7681,689.4835,0.5178,689.4835,0.2853
689.6761,0.7739,689.6761,0.523,689.6761,0.2867
689.8686,0.7785,689.8686,0.5274,689.8686,0.2853
690.0612,0.7823,690.0612,0.5297,690.0612,0.2872
690.2537,0.785,690.2537,0.5327,690.2537,0.2864
690.4462,0.7896,690.4462,0.5353,690.4462,0.2876
690.6387,0.795,690.6387,0.5388,690.6387,0.2906
690.8312,0.7995,690.8312,0.5426,690.8312,0.2898
691.0237,0.8037,691.0237,0.5465,691.0237,0.2902
691.2162,0.8105,691.2162,0.5489,691.2162,0.2918
691.4086,0.8142,691.4086,0.5513,691.4086,0.2931
691.6011,0.8191,691.6011,0.5561,691.6011,0.2922
691.7935,0.8214,691.7935,0.5583,691.7935,0.2921
691.9859,0.8273,691.9859,0.5623,691.9859,0.2944
692.1783,0.8318,692.1783,0.565,692.1783,0.2956
692.3707,0.8383,692.3707,0.5703,692.3707,0.2961
692.563,0.8407,692.563,0.5728,692.563,0.2963
692.7554,0.8467,692.7554,0.5772,692.7554,0.2965
692.9477,0.8524,692.9477,0.5807,692.9477,0.2967
693.1401,0.8555,693.1401,0.5837,693.1401,0.2997
693.3324,0.8606,693.3324,0.5869,693.3324,0.3
693.5247,0.8657,693.5247,0.5907,693.5247,0.3007
693.7169,0.8721,693.7169,0.5949,693.7169,0.3003
693.9092,0.8741,693.9092,0.5971,693.9092,0.3009
694.1015,0.8801,694.1015,0.6,694.1015,0.2997
694.2937,0.8825,694.2937,0.6045,694.2937,0.3013
694.4859,0.8876,694.4859,0.6069,694.4859,0.3013
694.6781,0.8938,694.6781,0.6147,694.6781,0.3047
694.8703,0.8967,694.8703,0.6151,694.8703,0.3057
695.0625,0.8997,695.0625,0.6203,695.0625,0.307
695.2547,0.9065,695.2547,0.6228,695.2547,0.3057
695.4468,0.9138,695.4468,0.6275,695.4468,0.3054
695.639,0.917,695.639,0.6303,695.639,0.3075
695.8311,0.9235,695.8311,0.6348,695.8311,0.3084
696.0232,0.929,696.0232,0.6387,696.0232,0.3086
696.2153,0.9289,696.2153,0.6423,696.2153,0.309
696.4074,0.9375,696.4074,0.6485,696.4074,0.3096
696.5995,0.9424,696.5995,0.6508,696.5995,0.3102
696.7915,0.9444,696.7915,0.6551,696.7915,0.3111
696.9836,0.9517,696.9836,0.6598,696.9836,0.3124
697.1756,0.956,697.1756,0.6627,697.1756,0.3126
697.3676,0.9597,697.3676,0.6662,697.3676,0.314
697.5596,0.9643,697.5596,0.6685,697.5596,0.3147
697.7516,0.9691,697.7516,0.6728,697.7516,0.3139
697.9435,0.9744,697.9435,0.678,697.9435,0.3158
698.1355,0.9803,698.1355,0.6828,698.1355,0.3165
698.3274,0.9862,698.3274,0.6867,698.3274,0.3163
698.5194,0.991,698.5194,0.6904,698.5194,0.3169
698.7113,0.9921,698.7113,0.6953,698.7113,0.3193
698.9032,0.9967,698.9032,0.6986,698.9032,0.3189
699.0951,1.0056,699.0951,0.702,699.0951,0.3198
699.2869,1.0061,699.2869,0.7067,699.2869,0.321
699.4788,1.0153,699.4788,0.7102,699.4788,0.3209
699.6706,1.0177,699.6706,0.7153,699.6706,0.3216
699.8624,1.0223,699.8624,0.7206,699.8624,0.3224
700.0543,1.0276,700.0543,0.7216,700.0543,0.3235
700.246,1.0308,700.246,0.7267,700.246,0.3241
700.4378,1.0351,700.4378,0.7322,700.4378,0.3247
700.6296,1.0435,700.6296,0.7357,700.6296,0.325
700.8214,1.0488,700.8214,0.7401,700.8214,0.3272
701.0131,1.0497,701.0131,0.7451,701.0131,0.3263
701.2048,1.0614,701.2048,0.7444,701.2048,0.3276
701.3965,1.0579,701.3965,0.7523,701.3965,0.3291
701.5882,1.0675,701.5882,0.7561,701.5882,0.3288
701.7799,1.0689,701.7799,0.7593,701.7799,0.3296
701.9716,1.0705,701.9716,0.7633,701.9716,0.3304
702.1632,1.0771,702.1632,0.7675,702.1632,0.3319
702.3549,1.077,702.3549,0.7717,702.3549,0.3306
702.5465,1.0874,702.5465,0.7763,702.5465,0.3317
702.7381,1.0905,702.7381,0.7812,702.7381,0.334
702.9297,1.097,702.9297,0.786,702.9297,0.3334
703.1213,1.1062,703.1213,0.7914,703.1213,0.3348
703.3129,1.1075,703.3129,0.7956,703.3129,0.3368
703.5044,1.1092,703.5044,0.8,703.5044,0.3353
703.6959,1.1167,703.6959,0.8022,703.6959,0.3365
703.8875,1.1244,703.8875,0.8064,703.8875,0.3394
704.079,1.1285,704.079,0.8106,704.079,0.3391
704.2705,1.1311,704.2705,0.8156,704.2705,0.3398
704.462,1.1318,704.462,0.8179,704.462,0.3399
704.6534,1.1373,704.6534,0.8238,704.6534,0.3414
704.8449,1.1421,704.8449,0.8275,704.8449,0.3416
705.0363,1.1457,705.0363,0.8324,705.0363,0.3418
705.2277,1.1495,705.2277,0.8374,705.2277,0.3436
705.4192,1.157,705.4192,0.8418,705.4192,0.3438
705.6106,1.1605,705.6106,0.8469,705.6106,0.3439
705.8019,1.1685,705.8019,0.8531,705.8019,0.3457
705.9933,1.1722,705.9933,0.8551,705.9933,0.3441
706.1847,1.1735,706.1847,0.8597,706.1847,0.3478
706.376,1.1827,706.376,0.8612,706.376,0.3468
706.5673,1.1819,706.5673,0.8685,706.5673,0.3479
706.7586,1.1919,706.7586,0.871,706.7586,0.3486
706.9499,1.1897,706.9499,0.8757,706.9499,0.349
707.1412,1.1973,707.1412,0.881,707.1412,0.3505
707.3325,1.198,707.3325,0.8859,707.3325,0.3497
707.5237,1.2005,707.5237,0.8896,707.5237,0.3501
707.715,1.2078,707.715,0.8966,707.715,0.3519
707.9062,1.2111,707.9062,0.8967,707.9062,0.3535
708.0974,1.2177,708.0974,0.9022,708.0974,0.3551
708.2886,1.2225,708.2886,0.9069,708.2886,0.3542
708.4798,1.2271,708.4798,0.9129,708.4798,0.3549
708.6709,1.2292,708.6709,0.914,708.6709,0.3555
708.8621,1.2313,708.8621,0.9237,708.8621,0.3547
709.0532,1.2343,709.0532,0.9249,709.0532,0.3567
709.2443,1.2411,709.2443,0.9289,709.2443,0.3581
709.4354,1.2443,709.4354,0.9323,709.4354,0.3573
709.6265,1.2506,709.6265,0.9391,709.6265,0.3583
709.8176,1.2505,709.8176,0.9435,709.8176,0.3605
710.0087,1.2527,710.0087,0.943,710.0087,0.3605
710.1997,1.257,710.1997,0.9537,710.1997,0.36
710.3908,1.2678,710.3908,0.954,710.3908,0.3607
710.5818,1.2714,710.5818,0.9601,710.5818,0.3607
710.7728,1.2694,710.7728,0.9649,710.7728,0.3628
710.9638,1.2792,710.9638,0.9739,710.9638,0.3622
711.1548,1.285,711.1548,0.9772,711.1548,0.3634
711.3457,1.2835,711.3457,0.978,711.3457,0.3633
711.5367,1.2885,711.5367,0.9828,711.5367,0.3659
711.7276,1.2945,711.7276,0.9858,711.7276,0.3665
711.9185,1.2983,711.9185,0.9914,711.9185,0.366
712.1094,1.3034,712.1094,0.9942,712.1094,0.3682
712.3003,1.307,712.3003,0.9981,712.3003,0.3679
712.4912,1.3145,712.4912,1.007,712.4912,0.368
712.6821,1.3137,712.6821,1.0097,712.6821,0.3701
712.8729,1.3221,712.8729,1.0115,712.8729,0.3704
713.0638,1.3223,713.0638,1.0196,713.0638,0.3698
713.2546,1.3208,713.2546,1.0208,713.2546,0.372
713.4454,1.3239,713.4454,1.0272,713.4454,0.3727
713.6362,1.327,713.6362,1.0282,713.6362,0.3729
713.8269,1.336,713.8269,1.0314,713.8269,0.3727
714.0177,1.3293,714.0177,1.0397,714.0177,0.3737
714.2084,1.3428,714.2084,1.0452,714.2084,0.374
714.3992,1.3429,714.3992,1.047,714.3992,0.3747
714.5899,1.3464,714.5899,1.0515,714.5899,0.3766
714.7806,1.3479,714.7806,1.0566,714.7806,0.3768
714.9713,1.3447,714.9713,1.0618,714.9713,0.3763
715.162,1.3583,715.162,1.0654,715.162,0.3767
715.3526,1.357,715.3526,1.0683,715.3526,0.3792
715.5433,1.3586,715.5433,1.0697,715.5433,0.3793
715.7339,1.3638,715.7339,1.0768,715.7339,0.3793
715.9245,1.3689,715.9245,1.0871,715.9245,0.3791
716.1151,1.3725,716.1151,1.086,716.1151,0.3806
716.3057,1.3707,716.3057,1.0894,716.3057,0.3811
716.4963,1.3737,716.4963,1.0944,716.4963,0.3814
716.6868,1.3761,716.6868,1.1008,716.6868,0.3819
716.8774,1.3882,716.8774,1.104,716.8774,0.3847
717.0679,1.3861,717.0679,1.1077,717.0679,0.3831
717.2584,1.3863,717.2584,1.1088,717.2584,0.3859
717.4489,1.3997,717.4489,1.1145,717.4489,0.3849
717.6394,1.3846,717.6394,1.1218,717.6394,0.3841
717.8299,1.3931,717.8299,1.126,717.8299,0.3846
718.0203,1.4037,718.0203,1.1282,718.0203,0.3868
718.2108,1.4043,718.2108,1.1281,718.2108,0.3862
718.4012,1.4019,718.4012,1.1369,718.4012,0.3872
718.5916,1.4064,718.5916,1.1343,718.5916,0.3895
718.782,1.4083,718.782,1.1416,718.782,0.3894
718.9724,1.412,718.9724,1.1473,718.9724,0.3883
719.1628,1.4202,719.1628,1.148,719.1628,0.391
719.3531,1.4166,719.3531,1.1569,719.3531,0.3909
719.5435,1.4143,719.5435,1.157,719.5435,0.3901
719.7338,1.4245,719.7338,1.1673,719.7338,0.3931
719.9241,1.4237,719.9241,1.1676,719.9241,0.3932
720.1144,1.4291,720.1144,1.1733,720.1144,0.3908
720.3047,1.4329,720.3047,1.1734,720.3047,0.3941
720.495,1.4278,720.495,1.1779,720.495,0.3944
720.6852,1.4324,720.6852,1.1813,720.6852,0.3935
720.8754,1.4325,720.8754,1.1916,720.8754,0.3945
721.0657,1.443,721.0657,1.1872,721.0657,0.3963
721.2559,1.4374,721.2559,1.1958,721.2559,0.3951
721.4461,1.4451,721.4461,1.1929,721.4461,0.3965
721.6363,1.4505,721.6363,1.2034,721.6363,0.3972
721.8264,1.453,721.8264,1.2024,721.8264,0.3967
722.0166,1.4477,722.0166,1.2063,722.0166,0.3992
722.2067,1.4592,722.2067,1.2076,722.2067,0.3968
722.3968,1.4637,722.3968,1.2167,722.3968,0.3983
722.5869,1.4546,722.5869,1.2194,722.5869,0.4009
722.777,1.4626,722.777,1.2214,722.777,0.401
722.9671,1.4676,722.9671,1.2278,722.9671,0.4019
723.1572,1.4607,723.1572,1.2235,723.1572,0.3999
723.3472,1.4728,723.3472,1.2326,723.3472,0.4022
723.5372,1.4659,723.5372,1.2363,723.5372,0.4015
723.7273,1.4709,723.7273,1.2424,723.7273,0.4034
723.9173,1.4691,723.9173,1.2417,723.9173,0.4039
724.1073,1.4773,724.1073,1.2519,724.1073,0.4054
724.2972,1.4792,724.2972,1.2509,724.2972,0.4034
724.4872,1.4787,724.4872,1.2557,724.4872,0.4052
724.6771,1.4891,724.6771,1.261,724.6771,0.4058
724.8671,1.4779,724.8671,1.2611,724.8671,0.4065
725.057,1.4904,725.057,1.2682,725.057,0.4036
725.2469,1.4819,725.2469,1.2679,725.2469,0.4074
725.4368,1.4846,725.4368,1.268,725.4368,0.4069
725.6267,1.4896,725.6267,1.2771,725.6267,0.4067
725.8165,1.4934,725.8165,1.2818,725.8165,0.4079
726.0064,1.4935,726.0064,1.2781,726.0064,0.4074
