Wavelength,Absorbance,Wavelength,Absorabnce,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Pur,4x Pur
443.9231,0.3825,443.9231,0.3417,443.9231,0.1978
444.1311,0.3816,444.1311,0.3398,444.1311,0.1983
444.3392,0.3837,444.3392,0.3393,444.3392,0.1975
444.5472,0.3824,444.5472,0.3392,444.5472,0.198
444.7551,0.3817,444.7551,0.3386,444.7551,0.1972
444.9631,0.3821,444.9631,0.3384,444.9631,0.1985
445.1711,0.3808,445.1711,0.3377,445.1711,0.1979
445.379,0.384,445.379,0.3383,445.379,0.198
445.587,0.3822,445.587,0.3385,445.587,0.198
445.7949,0.3817,445.7949,0.3397,445.7949,0.1986
446.0028,0.3816,446.0028,0.339,446.0028,0.1969
446.2107,0.3814,446.2107,0.3373,446.2107,0.1974
446.4186,0.3816,446.4186,0.338,446.4186,0.1983
446.6265,0.3822,446.6265,0.3368,446.6265,0.1979
446.8344,0.3815,446.8344,0.338,446.8344,0.1977
447.0423,0.382,447.0423,0.3387,447.0423,0.1972
447.2501,0.3809,447.2501,0.3384,447.2501,0.1974
447.458,0.3828,447.458,0.3364,447.458,0.1967
447.6658,0.3821,447.6658,0.337,447.6658,0.1968
447.8736,0.3819,447.8736,0.336,447.8736,0.197
448.0814,0.3812,448.0814,0.3374,448.0814,0.1963
448.2892,0.3811,448.2892,0.337,448.2892,0.1965
448.497,0.3823,448.497,0.3367,448.497,0.1971
448.7048,0.3816,448.7048,0.3365,448.7048,0.1966
448.9126,0.379,448.9126,0.3375,448.9126,0.1977
449.1203,0.3814,449.1203,0.3364,449.1203,0.1971
449.3281,0.38,449.3281,0.3366,449.3281,0.1966
449.5358,0.3808,449.5358,0.3361,449.5358,0.1963
449.7435,0.3811,449.7435,0.3366,449.7435,0.1976
449.9512,0.3811,449.9512,0.3364,449.9512,0.1977
450.1589,0.3807,450.1589,0.3364,450.1589,0.1969
450.3666,0.3801,450.3666,0.3363,450.3666,0.1952
450.5743,0.3802,450.5743,0.3344,450.5743,0.1973
450.782,0.3796,450.782,0.3354,450.782,0.1954
450.9896,0.3798,450.9896,0.3347,450.9896,0.1956
451.1973,0.3788,451.1973,0.3354,451.1973,0.1966
451.4049,0.3784,451.4049,0.335,451.4049,0.1962
451.6125,0.3791,451.6125,0.3355,451.6125,0.1963
451.8201,0.3798,451.8201,0.3346,451.8201,0.1961
452.0277,0.38,452.0277,0.3359,452.0277,0.1965
452.2353,0.3779,452.2353,0.3344,452.2353,0.1971
452.4429,0.3798,452.4429,0.3354,452.4429,0.1955
452.6505,0.3793,452.6505,0.3327,452.6505,0.1949
452.858,0.3794,452.858,0.3341,452.858,0.1957
453.0656,0.3787,453.0656,0.3347,453.0656,0.1955
453.2731,0.3783,453.2731,0.3333,453.2731,0.1957
453.4806,0.3792,453.4806,0.3332,453.4806,0.1951
453.6881,0.3803,453.6881,0.3329,453.6881,0.1971
453.8956,0.3786,453.8956,0.3332,453.8956,0.1955
454.1031,0.3779,454.1031,0.3351,454.1031,0.1948
454.3106,0.3772,454.3106,0.334,454.3106,0.1948
454.5181,0.3783,454.5181,0.3343,454.5181,0.1943
454.7255,0.3785,454.7255,0.334,454.7255,0.1958
454.933,0.3791,454.933,0.3326,454.933,0.1959
455.1404,0.3766,455.1404,0.3326,455.1404,0.1956
455.3478,0.3771,455.3478,0.3332,455.3478,0.195
455.5552,0.3774,455.5552,0.3316,455.5552,0.1954
455.7626,0.3776,455.7626,0.3318,455.7626,0.1951
455.97,0.3772,455.97,0.3332,455.97,0.1945
456.1774,0.3762,456.1774,0.3311,456.1774,0.1943
456.3847,0.3754,456.3847,0.3326,456.3847,0.1955
456.5921,0.3763,456.5921,0.3326,456.5921,0.1938
456.7994,0.378,456.7994,0.333,456.7994,0.1953
457.0068,0.3762,457.0068,0.3304,457.0068,0.1935
457.2141,0.3768,457.2141,0.3322,457.2141,0.1955
457.4214,0.3765,457.4214,0.3319,457.4214,0.1933
457.6287,0.378,457.6287,0.3316,457.6287,0.1938
457.836,0.3775,457.836,0.3317,457.836,0.1945
458.0432,0.3766,458.0432,0.3324,458.0432,0.1937
458.2505,0.3769,458.2505,0.3298,458.2505,0.1945
458.4578,0.3765,458.4578,0.3308,458.4578,0.1939
458.665,0.3761,458.665,0.3319,458.665,0.194
458.8722,0.3765,458.8722,0.3313,458.8722,0.1934
459.0794,0.3761,459.0794,0.3315,459.0794,0.195
459.2867,0.375,459.2867,0.33,459.2867,0.1927
459.4938,0.3757,459.4938,0.33,459.4938,0.1925
459.701,0.3758,459.701,0.3301,459.701,0.1943
459.9082,0.3752,459.9082,0.3302,459.9082,0.1934
460.1154,0.3738,460.1154,0.3293,460.1154,0.1919
460.3225,0.3765,460.3225,0.3304,460.3225,0.1942
460.5297,0.3757,460.5297,0.3316,460.5297,0.1941
460.7368,0.3746,460.7368,0.3293,460.7368,0.195
460.9439,0.3751,460.9439,0.3307,460.9439,0.1936
461.151,0.3762,461.151,0.3302,461.151,0.1934
461.3581,0.3752,461.3581,0.3296,461.3581,0.1942
461.5652,0.3754,461.5652,0.3306,461.5652,0.1947
461.7723,0.3744,461.7723,0.3295,461.7723,0.1927
461.9793,0.3737,461.9793,0.3296,461.9793,0.1927
462.1864,0.3748,462.1864,0.3282,462.1864,0.1923
462.3934,0.375,462.3934,0.3283,462.3934,0.1935
462.6004,0.3738,462.6004,0.3295,462.6004,0.1938
462.8074,0.3744,462.8074,0.3288,462.8074,0.1922
463.0144,0.3729,463.0144,0.3288,463.0144,0.1914
463.2214,0.3744,463.2214,0.3291,463.2214,0.1935
463.4284,0.3728,463.4284,0.3303,463.4284,0.193
463.6354,0.3736,463.6354,0.3283,463.6354,0.1926
463.8423,0.3735,463.8423,0.3292,463.8423,0.1932
464.0493,0.3763,464.0493,0.3279,464.0493,0.1919
464.2562,0.3735,464.2562,0.3288,464.2562,0.1927
464.4632,0.3743,464.4632,0.3281,464.4632,0.1914
464.6701,0.3742,464.6701,0.3289,464.6701,0.1928
464.877,0.3726,464.877,0.3284,464.877,0.1926
465.0839,0.3741,465.0839,0.3278,465.0839,0.1922
465.2907,0.3729,465.2907,0.3277,465.2907,0.1932
465.4976,0.3726,465.4976,0.3284,465.4976,0.1919
465.7045,0.3728,465.7045,0.3266,465.7045,0.191
465.9113,0.3737,465.9113,0.3276,465.9113,0.1921
466.1181,0.3738,466.1181,0.3288,466.1181,0.1912
466.325,0.3738,466.325,0.3275,466.325,0.1927
466.5318,0.3744,466.5318,0.3287,466.5318,0.1912
466.7386,0.3751,466.7386,0.3293,466.7386,0.1918
466.9454,0.3726,466.9454,0.3277,466.9454,0.1906
467.1521,0.3731,467.1521,0.3268,467.1521,0.192
467.3589,0.3718,467.3589,0.3275,467.3589,0.1918
467.5657,0.3733,467.5657,0.3283,467.5657,0.192
467.7724,0.3729,467.7724,0.3281,467.7724,0.1912
467.9791,0.3731,467.9791,0.3272,467.9791,0.1914
468.1859,0.3715,468.1859,0.3272,468.1859,0.1902
468.3926,0.3719,468.3926,0.3269,468.3926,0.1917
468.5993,0.3718,468.5993,0.3279,468.5993,0.1914
468.8059,0.3728,468.8059,0.3275,468.8059,0.1907
469.0126,0.3725,469.0126,0.3265,469.0126,0.1915
469.2193,0.3736,469.2193,0.3273,469.2193,0.1927
469.4259,0.3713,469.4259,0.3267,469.4259,0.1912
469.6326,0.3715,469.6326,0.3263,469.6326,0.1919
469.8392,0.3728,469.8392,0.3271,469.8392,0.1912
470.0458,0.374,470.0458,0.3276,470.0458,0.1903
470.2524,0.3732,470.2524,0.3278,470.2524,0.1916
470.459,0.3719,470.459,0.3264,470.459,0.1906
470.6656,0.3726,470.6656,0.3264,470.6656,0.1906
470.8722,0.3727,470.8722,0.3269,470.8722,0.1897
471.0787,0.3715,471.0787,0.3281,471.0787,0.1909
471.2853,0.3726,471.2853,0.3271,471.2853,0.1899
471.4918,0.3713,471.4918,0.3276,471.4918,0.1903
471.6984,0.3727,471.6984,0.3278,471.6984,0.1898
471.9049,0.373,471.9049,0.3261,471.9049,0.1901
472.1114,0.3724,472.1114,0.3275,472.1114,0.1902
472.3179,0.3724,472.3179,0.3284,472.3179,0.1895
472.5243,0.372,472.5243,0.3278,472.5243,0.1892
472.7308,0.3734,472.7308,0.3266,472.7308,0.1907
472.9373,0.3712,472.9373,0.3265,472.9373,0.1906
473.1437,0.372,473.1437,0.3271,473.1437,0.1896
473.3502,0.3723,473.3502,0.3269,473.3502,0.1886
473.5566,0.3724,473.5566,0.3264,473.5566,0.1903
473.763,0.3731,473.763,0.3277,473.763,0.1903
473.9694,0.3728,473.9694,0.3263,473.9694,0.189
474.1758,0.3732,474.1758,0.3271,474.1758,0.1904
474.3822,0.3728,474.3822,0.3283,474.3822,0.1912
474.5885,0.3732,474.5885,0.3288,474.5885,0.1907
474.7949,0.3726,474.7949,0.3283,474.7949,0.1905
475.0012,0.3734,475.0012,0.3265,475.0012,0.1902
475.2076,0.3722,475.2076,0.3272,475.2076,0.1896
475.4139,0.3723,475.4139,0.3283,475.4139,0.1892
475.6202,0.3729,475.6202,0.3279,475.6202,0.1906
475.8265,0.3731,475.8265,0.3271,475.8265,0.1911
476.0328,0.3727,476.0328,0.3284,476.0328,0.1906
476.239,0.3726,476.239,0.3275,476.239,0.1896
476.4453,0.3735,476.4453,0.3288,476.4453,0.1894
476.6516,0.3735,476.6516,0.3284,476.6516,0.1891
476.8578,0.3731,476.8578,0.3268,476.8578,0.1893
477.064,0.3724,477.064,0.3282,477.064,0.1894
477.2702,0.3734,477.2702,0.3279,477.2702,0.19
477.4765,0.375,477.4765,0.3293,477.4765,0.1899
477.6826,0.3739,477.6826,0.3295,477.6826,0.1892
477.8888,0.3735,477.8888,0.3281,477.8888,0.1901
478.095,0.3761,478.095,0.3283,478.095,0.1902
478.3012,0.3739,478.3012,0.3283,478.3012,0.1894
478.5073,0.3759,478.5073,0.3282,478.5073,0.1909
478.7134,0.3729,478.7134,0.3299,478.7134,0.1904
478.9196,0.3753,478.9196,0.3286,478.9196,0.1899
479.1257,0.375,479.1257,0.3297,479.1257,0.191
479.3318,0.3764,479.3318,0.3305,479.3318,0.1905
479.5379,0.3758,479.5379,0.3316,479.5379,0.191
479.744,0.3753,479.744,0.3319,479.744,0.1905
479.95,0.375,479.95,0.3331,479.95,0.19
480.1561,0.3765,480.1561,0.3304,480.1561,0.1915
480.3621,0.377,480.3621,0.3311,480.3621,0.1901
480.5682,0.3761,480.5682,0.3301,480.5682,0.1893
480.7742,0.3764,480.7742,0.332,480.7742,0.1902
480.9802,0.3777,480.9802,0.3314,480.9802,0.1909
481.1862,0.378,481.1862,0.3305,481.1862,0.1906
481.3922,0.3768,481.3922,0.3302,481.3922,0.1912
481.5982,0.3771,481.5982,0.3312,481.5982,0.1899
481.8041,0.3792,481.8041,0.3318,481.8041,0.1898
482.0101,0.3791,482.0101,0.3329,482.0101,0.1914
482.216,0.3784,482.216,0.3326,482.216,0.1913
482.4219,0.3791,482.4219,0.3338,482.4219,0.1914
482.6279,0.3787,482.6279,0.3333,482.6279,0.1922
482.8338,0.3791,482.8338,0.3327,482.8338,0.191
483.0397,0.3806,483.0397,0.3345,483.0397,0.191
483.2455,0.3794,483.2455,0.3343,483.2455,0.1907
483.4514,0.3803,483.4514,0.3351,483.4514,0.1914
483.6573,0.3807,483.6573,0.335,483.6573,0.1903
483.8631,0.3814,483.8631,0.3337,483.8631,0.1916
484.069,0.3805,484.069,0.335,484.069,0.1927
484.2748,0.3825,484.2748,0.3357,484.2748,0.1917
484.4806,0.3831,484.4806,0.3372,484.4806,0.1929
484.6864,0.3834,484.6864,0.3364,484.6864,0.1924
484.8922,0.3834,484.8922,0.3372,484.8922,0.1916
485.098,0.3833,485.098,0.3374,485.098,0.1913
485.3037,0.3848,485.3037,0.3382,485.3037,0.1913
485.5095,0.3834,485.5095,0.3375,485.5095,0.1935
485.7152,0.3856,485.7152,0.3389,485.7152,0.1936
485.921,0.3869,485.921,0.3401,485.921,0.1927
486.1267,0.3867,486.1267,0.3396,486.1267,0.1929
486.3324,0.3862,486.3324,0.3403,486.3324,0.1944
486.5381,0.3877,486.5381,0.3385,486.5381,0.1945
486.7438,0.3893,486.7438,0.3402,486.7438,0.1933
486.9495,0.3882,486.9495,0.3411,486.9495,0.1954
487.1551,0.3895,487.1551,0.3442,487.1551,0.1942
487.3608,0.3883,487.3608,0.3424,487.3608,0.1947
487.5664,0.3907,487.5664,0.3431,487.5664,0.1937
487.7721,0.3914,487.7721,0.3427,487.7721,0.1949
487.9777,0.3916,487.9777,0.3446,487.9777,0.1943
488.1833,0.39,488.1833,0.3442,488.1833,0.1961
488.3889,0.3921,488.3889,0.3452,488.3889,0.1953
488.5945,0.3921,488.5945,0.3447,488.5945,0.1953
488.8,0.394,488.8,0.345,488.8,0.1965
489.0056,0.3944,489.0056,0.3464,489.0056,0.1975
489.2111,0.3944,489.2111,0.348,489.2111,0.1966
489.4167,0.395,489.4167,0.3475,489.4167,0.1973
489.6222,0.3964,489.6222,0.3489,489.6222,0.196
489.8277,0.3962,489.8277,0.3493,489.8277,0.1967
490.0332,0.3984,490.0332,0.3497,490.0332,0.1983
490.2387,0.3972,490.2387,0.351,490.2387,0.1973
490.4442,0.3995,490.4442,0.3504,490.4442,0.1985
490.6496,0.401,490.6496,0.3506,490.6496,0.1972
490.8551,0.3995,490.8551,0.3521,490.8551,0.1995
491.0605,0.4,491.0605,0.3519,491.0605,0.1992
491.266,0.4018,491.266,0.3524,491.266,0.2001
491.4714,0.4019,491.4714,0.354,491.4714,0.1994
491.6768,0.4028,491.6768,0.3542,491.6768,0.2001
491.8822,0.404,491.8822,0.3547,491.8822,0.2004
492.0876,0.4044,492.0876,0.3573,492.0876,0.201
492.293,0.4054,492.293,0.3565,492.293,0.1999
492.4983,0.4055,492.4983,0.3563,492.4983,0.2029
492.7037,0.4068,492.7037,0.3571,492.7037,0.2025
492.909,0.4076,492.909,0.3612,492.909,0.201
493.1143,0.4091,493.1143,0.3596,493.1143,0.2027
493.3196,0.41,493.3196,0.3601,493.3196,0.203
493.5249,0.411,493.5249,0.3623,493.5249,0.2019
493.7302,0.4109,493.7302,0.3613,493.7302,0.2032
493.9355,0.4139,493.9355,0.3633,493.9355,0.2031
494.1408,0.4121,494.1408,0.3637,494.1408,0.2031
494.346,0.415,494.346,0.3652,494.346,0.2053
494.5513,0.4141,494.5513,0.3644,494.5513,0.2033
494.7565,0.4157,494.7565,0.3661,494.7565,0.2036
494.9617,0.4163,494.9617,0.3664,494.9617,0.2051
495.1669,0.4173,495.1669,0.3678,495.1669,0.2059
495.3721,0.417,495.3721,0.3685,495.3721,0.2053
495.5773,0.419,495.5773,0.3709,495.5773,0.2069
495.7825,0.4192,495.7825,0.3698,495.7825,0.2071
495.9877,0.4203,495.9877,0.3701,495.9877,0.2069
496.1928,0.4205,496.1928,0.3719,496.1928,0.207
496.398,0.4219,496.398,0.3735,496.398,0.2073
496.6031,0.4235,496.6031,0.3745,496.6031,0.208
496.8082,0.4248,496.8082,0.3746,496.8082,0.2078
497.0133,0.4257,497.0133,0.3761,497.0133,0.2094
497.2184,0.4256,497.2184,0.3754,497.2184,0.2082
497.4235,0.4264,497.4235,0.3775,497.4235,0.2101
497.6285,0.427,497.6285,0.3791,497.6285,0.2095
497.8336,0.4297,497.8336,0.3796,497.8336,0.2106
498.0386,0.43,498.0386,0.3794,498.0386,0.2119
498.2437,0.4299,498.2437,0.3785,498.2437,0.2114
498.4487,0.4331,498.4487,0.3833,498.4487,0.2104
498.6537,0.4324,498.6537,0.382,498.6537,0.2115
498.8587,0.4329,498.8587,0.3837,498.8587,0.2132
499.0637,0.4347,499.0637,0.3831,499.0637,0.2139
499.2687,0.4359,499.2687,0.3841,499.2687,0.2128
499.4736,0.437,499.4736,0.3868,499.4736,0.2143
499.6786,0.4378,499.6786,0.3868,499.6786,0.2139
499.8835,0.4389,499.8835,0.3884,499.8835,0.2156
500.0885,0.4378,500.0885,0.388,500.0885,0.2149
500.2934,0.4407,500.2934,0.3898,500.2934,0.2155
500.4983,0.4413,500.4983,0.3924,500.4983,0.2155
500.7032,0.4417,500.7032,0.392,500.7032,0.2161
500.908,0.4427,500.908,0.3914,500.908,0.2159
501.1129,0.445,501.1129,0.3933,501.1129,0.2176
501.3178,0.4472,501.3178,0.3958,501.3178,0.2194
501.5226,0.4454,501.5226,0.3954,501.5226,0.2182
501.7275,0.4478,501.7275,0.397,501.7275,0.2192
501.9323,0.4477,501.9323,0.3987,501.9323,0.2192
502.1371,0.449,502.1371,0.3984,502.1371,0.2185
502.3419,0.4493,502.3419,0.3991,502.3419,0.2179
502.5467,0.4515,502.5467,0.4008,502.5467,0.2209
502.7514,0.4513,502.7514,0.3997,502.7514,0.2194
502.9562,0.4524,502.9562,0.4026,502.9562,0.2205
503.161,0.453,503.161,0.4026,503.161,0.2204
503.3657,0.4545,503.3657,0.4033,503.3657,0.2216
503.5704,0.457,503.5704,0.4051,503.5704,0.2219
503.7751,0.4565,503.7751,0.4052,503.7751,0.2232
503.9798,0.4564,503.9798,0.406,503.9798,0.2233
504.1845,0.4567,504.1845,0.4067,504.1845,0.2229
504.3892,0.4582,504.3892,0.4076,504.3892,0.2235
504.5939,0.4587,504.5939,0.4073,504.5939,0.2241
504.7985,0.4588,504.7985,0.4091,504.7985,0.2256
505.0032,0.4608,505.0032,0.4107,505.0032,0.2247
505.2078,0.4609,505.2078,0.4124,505.2078,0.2249
505.4124,0.4611,505.4124,0.4114,505.4124,0.2254
505.6171,0.4632,505.6171,0.4129,505.6171,0.2266
505.8216,0.4645,505.8216,0.4138,505.8216,0.2249
506.0262,0.464,506.0262,0.4148,506.0262,0.2288
506.2308,0.4649,506.2308,0.4155,506.2308,0.2277
506.4354,0.4644,506.4354,0.4157,506.4354,0.2271
506.6399,0.4657,506.6399,0.414,506.6399,0.2286
506.8445,0.4662,506.8445,0.4158,506.8445,0.2296
507.049,0.4687,507.049,0.4162,507.049,0.2291
507.2535,0.4685,507.2535,0.4184,507.2535,0.2294
507.458,0.4684,507.458,0.4207,507.458,0.23
507.6625,0.4702,507.6625,0.4203,507.6625,0.2308
507.867,0.4716,507.867,0.4185,507.867,0.2315
508.0714,0.4719,508.0714,0.4201,508.0714,0.2325
508.2759,0.4713,508.2759,0.4229,508.2759,0.2308
508.4803,0.4718,508.4803,0.4219,508.4803,0.2332
508.6848,0.4732,508.6848,0.4225,508.6848,0.2324
508.8892,0.4722,508.8892,0.4236,508.8892,0.2321
509.0936,0.4737,509.0936,0.4218,509.0936,0.2351
509.298,0.474,509.298,0.4253,509.298,0.2337
509.5024,0.4754,509.5024,0.4247,509.5024,0.2336
509.7068,0.476,509.7068,0.4278,509.7068,0.2343
509.9111,0.4763,509.9111,0.4251,509.9111,0.2352
510.1155,0.4766,510.1155,0.4266,510.1155,0.235
510.3198,0.4764,510.3198,0.4284,510.3198,0.2356
510.5241,0.4755,510.5241,0.428,510.5241,0.2348
510.7284,0.477,510.7284,0.428,510.7284,0.2353
510.9327,0.4762,510.9327,0.4282,510.9327,0.2346
511.137,0.4772,511.137,0.4291,511.137,0.2358
511.3413,0.4772,511.3413,0.4286,511.3413,0.2374
511.5456,0.4777,511.5456,0.4287,511.5456,0.2372
511.7498,0.4768,511.7498,0.4293,511.7498,0.2356
511.9541,0.48,511.9541,0.4314,511.9541,0.2382
512.1583,0.4775,512.1583,0.4303,512.1583,0.2385
512.3625,0.4805,512.3625,0.4314,512.3625,0.2384
512.5667,0.4793,512.5667,0.433,512.5667,0.2389
512.7709,0.4795,512.7709,0.4324,512.7709,0.24
512.9751,0.4782,512.9751,0.4325,512.9751,0.2393
513.1793,0.4779,513.1793,0.4325,513.1793,0.238
513.3834,0.4803,513.3834,0.432,513.3834,0.2379
513.5876,0.4822,513.5876,0.4314,513.5876,0.2382
513.7917,0.4802,513.7917,0.4323,513.7917,0.2411
513.9958,0.4798,513.9958,0.4343,513.9958,0.2404
514.1999,0.4782,514.1999,0.4333,514.1999,0.2395
514.404,0.4796,514.404,0.4362,514.404,0.2397
514.6081,0.4825,514.6081,0.434,514.6081,0.241
514.8122,0.4829,514.8122,0.4348,514.8122,0.2415
515.0163,0.4821,515.0163,0.4353,515.0163,0.2413
515.2203,0.4812,515.2203,0.4332,515.2203,0.241
515.4244,0.4789,515.4244,0.435,515.4244,0.2434
515.6284,0.4812,515.6284,0.4371,515.6284,0.2419
515.8324,0.4803,515.8324,0.4347,515.8324,0.2431
516.0364,0.4797,516.0364,0.4361,516.0364,0.2418
516.2404,0.48,516.2404,0.4365,516.2404,0.2412
516.4444,0.4793,516.4444,0.436,516.4444,0.242
516.6483,0.4796,516.6483,0.4348,516.6483,0.2414
516.8523,0.4804,516.8523,0.4336,516.8523,0.2424
517.0562,0.4797,517.0562,0.433,517.0562,0.2434
517.2602,0.4799,517.2602,0.435,517.2602,0.2417
517.4641,0.4796,517.4641,0.4363,517.4641,0.2413
517.668,0.477,517.668,0.4342,517.668,0.2429
517.8719,0.4786,517.8719,0.433,517.8719,0.2441
518.0758,0.4801,518.0758,0.4361,518.0758,0.2426
518.2796,0.4783,518.2796,0.4347,518.2796,0.2433
518.4835,0.4787,518.4835,0.4361,518.4835,0.2425
518.6873,0.4777,518.6873,0.4352,518.6873,0.244
518.8912,0.478,518.8912,0.4345,518.8912,0.2436
519.095,0.4772,519.095,0.4341,519.095,0.2449
519.2988,0.4783,519.2988,0.4358,519.2988,0.2453
519.5026,0.4788,519.5026,0.4351,519.5026,0.2435
519.7064,0.4776,519.7064,0.4355,519.7064,0.2426
519.9102,0.4776,519.9102,0.4342,519.9102,0.2451
520.1139,0.4787,520.1139,0.4322,520.1139,0.2456
520.3177,0.4764,520.3177,0.4313,520.3177,0.2438
520.5214,0.4773,520.5214,0.435,520.5214,0.2448
520.7252,0.4763,520.7252,0.4332,520.7252,0.2461
520.9289,0.4774,520.9289,0.4317,520.9289,0.244
521.1326,0.4751,521.1326,0.4312,521.1326,0.246
521.3363,0.4753,521.3363,0.4321,521.3363,0.2444
521.54,0.4742,521.54,0.4326,521.54,0.2426
521.7436,0.4722,521.7436,0.4343,521.7436,0.2452
521.9473,0.4718,521.9473,0.434,521.9473,0.2461
522.1509,0.4731,522.1509,0.434,522.1509,0.2449
522.3546,0.4728,522.3546,0.4308,522.3546,0.2444
522.5582,0.4698,522.5582,0.4314,522.5582,0.2446
522.7618,0.4711,522.7618,0.4327,522.7618,0.2469
522.9654,0.4713,522.9654,0.4306,522.9654,0.2453
523.169,0.4719,523.169,0.4313,523.169,0.2451
523.3725,0.4726,523.3725,0.4306,523.3725,0.2441
523.5761,0.4711,523.5761,0.4306,523.5761,0.2443
523.7796,0.469,523.7796,0.4285,523.7796,0.2454
523.9832,0.4681,523.9832,0.4284,523.9832,0.2445
524.1867,0.4683,524.1867,0.4306,524.1867,0.2448
524.3902,0.4713,524.3902,0.4294,524.3902,0.245
524.5937,0.4678,524.5937,0.4292,524.5937,0.2449
524.7972,0.468,524.7972,0.4304,524.7972,0.2441
525.0007,0.468,525.0007,0.4301,525.0007,0.2462
525.2041,0.4692,525.2041,0.4291,525.2041,0.2459
525.4076,0.4684,525.4076,0.4284,525.4076,0.2437
525.611,0.4644,525.611,0.4273,525.611,0.2453
525.8144,0.4639,525.8144,0.4275,525.8144,0.2443
526.0179,0.4645,526.0179,0.4279,526.0179,0.243
526.2213,0.4639,526.2213,0.426,526.2213,0.2441
526.4246,0.4607,526.4246,0.4262,526.4246,0.2452
526.628,0.463,526.628,0.4259,526.628,0.2453
526.8314,0.4622,526.8314,0.4241,526.8314,0.2446
527.0347,0.4611,527.0347,0.4248,527.0347,0.2432
527.2381,0.4609,527.2381,0.4248,527.2381,0.2436
527.4414,0.4626,527.4414,0.426,527.4414,0.2448
527.6447,0.4588,527.6447,0.4237,527.6447,0.2458
527.848,0.4599,527.848,0.4229,527.848,0.2453
528.0513,0.4569,528.0513,0.4221,528.0513,0.2437
528.2546,0.4579,528.2546,0.422,528.2546,0.2436
528.4579,0.4553,528.4579,0.4223,528.4579,0.2444
528.6611,0.4557,528.6611,0.4181,528.6611,0.2424
528.8644,0.4563,528.8644,0.4199,528.8644,0.2428
529.0676,0.4539,529.0676,0.42,529.0676,0.2435
529.2708,0.4551,529.2708,0.4205,529.2708,0.2428
529.474,0.4557,529.474,0.4168,529.474,0.2436
529.6772,0.4542,529.6772,0.417,529.6772,0.2443
529.8804,0.4524,529.8804,0.4193,529.8804,0.2429
530.0836,0.4497,530.0836,0.4182,530.0836,0.2422
530.2868,0.45,530.2868,0.4148,530.2868,0.2423
530.4899,0.4489,530.4899,0.4166,530.4899,0.244
530.693,0.4496,530.693,0.4159,530.693,0.24
530.8962,0.4491,530.8962,0.413,530.8962,0.2414
531.0993,0.447,531.0993,0.4143,531.0993,0.2415
531.3024,0.4481,531.3024,0.4134,531.3024,0.2415
531.5055,0.447,531.5055,0.413,531.5055,0.2413
531.7085,0.4449,531.7085,0.4135,531.7085,0.2412
531.9116,0.4439,531.9116,0.4107,531.9116,0.2413
532.1147,0.4436,532.1147,0.4117,532.1147,0.2407
532.3177,0.446,532.3177,0.4123,532.3177,0.2414
532.5207,0.4422,532.5207,0.4098,532.5207,0.2388
532.7237,0.4413,532.7237,0.4095,532.7237,0.2401
532.9267,0.4407,532.9267,0.4076,532.9267,0.2424
533.1297,0.4413,533.1297,0.41,533.1297,0.2413
533.3327,0.4381,533.3327,0.4087,533.3327,0.2413
533.5357,0.4391,533.5357,0.4077,533.5357,0.2413
533.7386,0.4408,533.7386,0.4057,533.7386,0.2412
533.9416,0.4395,533.9416,0.4058,533.9416,0.2408
534.1445,0.4361,534.1445,0.406,534.1445,0.2381
534.3474,0.4369,534.3474,0.4045,534.3474,0.2383
534.5503,0.4374,534.5503,0.4025,534.5503,0.24
534.7532,0.4363,534.7532,0.4045,534.7532,0.2396
534.9561,0.4353,534.9561,0.4001,534.9561,0.2386
535.159,0.4332,535.159,0.401,535.159,0.2385
535.3618,0.4307,535.3618,0.4005,535.3618,0.2383
535.5647,0.432,535.5647,0.4,535.5647,0.2376
535.7675,0.4341,535.7675,0.4,535.7675,0.2409
535.9703,0.4321,535.9703,0.3978,535.9703,0.2377
536.1731,0.4315,536.1731,0.4002,536.1731,0.2371
536.3759,0.4276,536.3759,0.3972,536.3759,0.2385
536.5787,0.4284,536.5787,0.3988,536.5787,0.238
536.7815,0.4272,536.7815,0.3963,536.7815,0.2372
536.9842,0.425,536.9842,0.3971,536.9842,0.2368
537.187,0.4261,537.187,0.3951,537.187,0.239
537.3897,0.425,537.3897,0.3941,537.3897,0.237
537.5924,0.4238,537.5924,0.3965,537.5924,0.236
537.7951,0.4241,537.7951,0.3936,537.7951,0.2376
537.9978,0.4225,537.9978,0.3939,537.9978,0.2381
538.2005,0.4224,538.2005,0.3906,538.2005,0.2342
538.4032,0.4222,538.4032,0.3911,538.4032,0.2361
538.6058,0.4227,538.6058,0.3896,538.6058,0.2369
538.8085,0.4206,538.8085,0.3879,538.8085,0.2365
539.0111,0.4191,539.0111,0.389,539.0111,0.2347
539.2138,0.4191,539.2138,0.3878,539.2138,0.2369
539.4164,0.4157,539.4164,0.3871,539.4164,0.2355
539.619,0.4153,539.619,0.3853,539.619,0.234
539.8216,0.4161,539.8216,0.3877,539.8216,0.2352
540.0241,0.4174,540.0241,0.3859,540.0241,0.2347
540.2267,0.4129,540.2267,0.3846,540.2267,0.2341
540.4292,0.4164,540.4292,0.3851,540.4292,0.2332
540.6318,0.4146,540.6318,0.3846,540.6318,0.2334
540.8343,0.4151,540.8343,0.3806,540.8343,0.2351
