Wavelength,Absorbance,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,3x Purification,3x Purification
346.0353,0,346.0353,0.6044,346.0353,0
346.2482,0,346.2482,0.6044,346.2482,0
346.4611,0,346.4611,0.6044,346.4611,0
346.674,0,346.674,0,346.674,0
346.8868,0.5317,346.8868,-0.1653,346.8868,-0.0986
347.0997,0.0385,347.0997,0,347.0997,0
347.3125,-0.27,347.3125,0.2741,347.3125,0.7394
347.5254,0,347.5254,0,347.5254,0
347.7382,0.5514,347.7382,-0.2963,347.7382,0
347.951,0.1395,347.951,0,347.951,0.4152
348.1638,0.5762,348.1638,0.2147,348.1638,0
348.3766,0.4778,348.3766,-0.3072,348.3766,0
348.5894,-0.1785,348.5894,0,348.5894,-0.6262
348.8022,0.0068,348.8022,0.4734,348.8022,1.0667
349.015,1.6244,349.015,0,349.015,-0.0301
349.2277,0.1982,349.2277,0,349.2277,1.2392
349.4405,0,349.4405,0.6026,349.4405,0
349.6532,0.4145,349.6532,0.244,349.6532,0
349.866,0.3309,349.866,0.3636,349.866,0.2804
350.0787,0.3815,350.0787,0.3612,350.0787,0.3051
350.2914,0.3385,350.2914,0.3204,350.2914,0.2589
350.5041,0.3708,350.5041,0.3429,350.5041,0.2494
350.7168,0.2944,350.7168,0.295,350.7168,0.3146
350.9295,0.3283,350.9295,0.3249,350.9295,0.3055
351.1421,0.3423,351.1421,0.3113,351.1421,0.3098
351.3548,0.3674,351.3548,0.3681,351.3548,0.2414
351.5675,0.3444,351.5675,0.3495,351.5675,0.2696
351.7801,0.3984,351.7801,0.3267,351.7801,0.2624
351.9927,0.3068,351.9927,0.3347,351.9927,0.2971
352.2053,0.3481,352.2053,0.3202,352.2053,0.2678
352.418,0.3637,352.418,0.3115,352.418,0.2456
352.6306,0.3515,352.6306,0.3529,352.6306,0.2941
352.8432,0.3315,352.8432,0.3188,352.8432,0.2647
353.0557,0.3042,353.0557,0.3175,353.0557,0.275
353.2683,0.429,353.2683,0.2957,353.2683,0.3105
353.4809,0.3117,353.4809,0.3389,353.4809,0.2912
353.6934,0.3441,353.6934,0.3616,353.6934,0.3098
353.906,0.3428,353.906,0.3126,353.906,0.3042
354.1185,0.3383,354.1185,0.3155,354.1185,0.2903
354.331,0.3888,354.331,0.3255,354.331,0.2314
354.5435,0.3379,354.5435,0.3723,354.5435,0.2568
354.756,0.3418,354.756,0.3292,354.756,0.2509
354.9685,0.4068,354.9685,0.3489,354.9685,0.2801
355.181,0.3265,355.181,0.3617,355.181,0.3096
355.3935,0.3847,355.3935,0.3183,355.3935,0.2838
355.6059,0.3084,355.6059,0.3546,355.6059,0.2951
355.8184,0.3423,355.8184,0.361,355.8184,0.2359
356.0308,0.3329,356.0308,0.3493,356.0308,0.2798
356.2433,0.355,356.2433,0.2985,356.2433,0.2748
356.4557,0.3836,356.4557,0.3558,356.4557,0.2943
356.6681,0.3471,356.6681,0.3395,356.6681,0.2317
356.8805,0.4145,356.8805,0.331,356.8805,0.3057
357.0929,0.3079,357.0929,0.3452,357.0929,0.2908
357.3053,0.3024,357.3053,0.3502,357.3053,0.2498
357.5176,0.3826,357.5176,0.3698,357.5176,0.2573
357.73,0.3659,357.73,0.3226,357.73,0.2835
357.9424,0.2914,357.9424,0.336,357.9424,0.2727
358.1547,0.3167,358.1547,0.3335,358.1547,0.2923
358.367,0.3688,358.367,0.3104,358.367,0.2521
358.5793,0.3403,358.5793,0.3195,358.5793,0.2642
358.7917,0.3749,358.7917,0.2918,358.7917,0.284
359.004,0.3211,359.004,0.3282,359.004,0.2668
359.2162,0.2968,359.2162,0.3513,359.2162,0.2353
359.4285,0.316,359.4285,0.346,359.4285,0.277
359.6408,0.3892,359.6408,0.3552,359.6408,0.2958
359.8531,0.3245,359.8531,0.3142,359.8531,0.2663
360.0653,0.367,360.0653,0.3262,360.0653,0.2665
360.2776,0.3759,360.2776,0.3194,360.2776,0.2583
360.4898,0.4001,360.4898,0.3058,360.4898,0.2254
360.702,0.3778,360.702,0.3703,360.702,0.2368
360.9142,0.3615,360.9142,0.3704,360.9142,0.2481
361.1264,0.3112,361.1264,0.3165,361.1264,0.2928
361.3386,0.3404,361.3386,0.3678,361.3386,0.2463
361.5508,0.3748,361.5508,0.3537,361.5508,0.2731
361.763,0.3549,361.763,0.3035,361.763,0.3039
361.9751,0.3476,361.9751,0.3393,361.9751,0.2479
362.1873,0.3397,362.1873,0.3342,362.1873,0.2637
362.3994,0.3498,362.3994,0.3412,362.3994,0.3039
362.6115,0.3583,362.6115,0.3135,362.6115,0.2627
362.8237,0.3272,362.8237,0.314,362.8237,0.2701
363.0358,0.3502,363.0358,0.302,363.0358,0.2849
363.2479,0.4034,363.2479,0.3471,363.2479,0.2605
363.46,0.3461,363.46,0.3656,363.46,0.2626
363.672,0.3591,363.672,0.2981,363.672,0.2955
363.8841,0.3919,363.8841,0.3852,363.8841,0.2537
364.0962,0.3633,364.0962,0.3371,364.0962,0.2377
