Wavelength,Absorabnce,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Purification,4x Purification
635.21,0.1301,635.21,0.136,635.21,0.0851
635.4064,0.1288,635.4064,0.1339,635.4064,0.084
635.6029,0.1293,635.6029,0.1349,635.6029,0.0839
635.7993,0.1309,635.7993,0.1343,635.7993,0.0854
635.9957,0.1301,635.9957,0.1339,635.9957,0.0833
636.192,0.1293,636.192,0.1351,636.192,0.0847
636.3884,0.1296,636.3884,0.133,636.3884,0.0846
636.5847,0.1297,636.5847,0.1334,636.5847,0.0841
636.7811,0.1287,636.7811,0.1337,636.7811,0.0853
636.9774,0.1289,636.9774,0.1334,636.9774,0.0837
637.1737,0.1294,637.1737,0.1333,637.1737,0.0841
637.37,0.1298,637.37,0.1318,637.37,0.0857
637.5663,0.1284,637.5663,0.132,637.5663,0.0847
637.7626,0.1297,637.7626,0.1327,637.7626,0.0839
637.9588,0.1302,637.9588,0.1309,637.9588,0.0838
638.1551,0.1301,638.1551,0.132,638.1551,0.0829
638.3513,0.1288,638.3513,0.1307,638.3513,0.0838
638.5475,0.1305,638.5475,0.1317,638.5475,0.0829
638.7437,0.1291,638.7437,0.132,638.7437,0.0839
638.9399,0.1277,638.9399,0.1311,638.9399,0.083
639.1361,0.1289,639.1361,0.1309,639.1361,0.0842
639.3322,0.1286,639.3322,0.1307,639.3322,0.0843
639.5284,0.1308,639.5284,0.1303,639.5284,0.083
639.7245,0.1284,639.7245,0.1299,639.7245,0.084
639.9206,0.1302,639.9206,0.1305,639.9206,0.0829
640.1168,0.1294,640.1168,0.1302,640.1168,0.0834
640.3128,0.1287,640.3128,0.1311,640.3128,0.0843
640.5089,0.1288,640.5089,0.1303,640.5089,0.0821
640.705,0.1296,640.705,0.129,640.705,0.0833
640.901,0.1282,640.901,0.1301,640.901,0.0819
641.0971,0.1276,641.0971,0.1302,641.0971,0.0822
641.2931,0.1297,641.2931,0.1297,641.2931,0.0835
641.4891,0.1286,641.4891,0.1305,641.4891,0.0816
641.6851,0.1297,641.6851,0.1291,641.6851,0.0818
641.8811,0.129,641.8811,0.1301,641.8811,0.0824
642.0771,0.1301,642.0771,0.1296,642.0771,0.0825
642.273,0.1294,642.273,0.1286,642.273,0.0818
642.469,0.1288,642.469,0.1293,642.469,0.0826
642.6649,0.1283,642.6649,0.1296,642.6649,0.0829
642.8608,0.129,642.8608,0.1288,642.8608,0.0821
643.0567,0.1285,643.0567,0.1277,643.0567,0.0827
643.2526,0.1293,643.2526,0.1285,643.2526,0.0823
643.4485,0.1295,643.4485,0.1287,643.4485,0.0824
643.6444,0.1282,643.6444,0.1299,643.6444,0.082
643.8402,0.1286,643.8402,0.1291,643.8402,0.0835
644.0361,0.1299,644.0361,0.1277,644.0361,0.0835
644.2319,0.1292,644.2319,0.1281,644.2319,0.0825
644.4277,0.1309,644.4277,0.1272,644.4277,0.0828
644.6235,0.1289,644.6235,0.1284,644.6235,0.0816
644.8193,0.1288,644.8193,0.1274,644.8193,0.0827
645.015,0.1287,645.015,0.1282,645.015,0.0825
645.2108,0.1293,645.2108,0.1281,645.2108,0.0811
645.4065,0.1281,645.4065,0.1268,645.4065,0.0811
645.6023,0.1299,645.6023,0.128,645.6023,0.0825
645.798,0.1293,645.798,0.1278,645.798,0.0817
645.9937,0.1289,645.9937,0.1267,645.9937,0.0821
646.1894,0.1298,646.1894,0.1263,646.1894,0.0825
646.385,0.1281,646.385,0.1274,646.385,0.0827
646.5807,0.1292,646.5807,0.1278,646.5807,0.0823
646.7763,0.1295,646.7763,0.1277,646.7763,0.0819
646.972,0.1297,646.972,0.1265,646.972,0.0817
647.1676,0.1295,647.1676,0.1257,647.1676,0.0813
647.3632,0.1286,647.3632,0.1265,647.3632,0.0821
647.5588,0.1313,647.5588,0.1265,647.5588,0.0825
647.7544,0.1297,647.7544,0.1266,647.7544,0.0837
647.9499,0.1279,647.9499,0.1267,647.9499,0.0822
648.1455,0.1293,648.1455,0.1269,648.1455,0.083
648.341,0.129,648.341,0.1259,648.341,0.0821
648.5366,0.1292,648.5366,0.1256,648.5366,0.0811
648.7321,0.1286,648.7321,0.1271,648.7321,0.0831
648.9276,0.1285,648.9276,0.1249,648.9276,0.0815
649.123,0.1308,649.123,0.1262,649.123,0.0821
649.3185,0.1292,649.3185,0.1254,649.3185,0.0818
649.514,0.1288,649.514,0.1274,649.514,0.0811
649.7094,0.1289,649.7094,0.1267,649.7094,0.0826
649.9048,0.1297,649.9048,0.1264,649.9048,0.082
650.1003,0.1311,650.1003,0.126,650.1003,0.0816
650.2957,0.1296,650.2957,0.1258,650.2957,0.0811
650.491,0.132,650.491,0.1247,650.491,0.0821
650.6864,0.1302,650.6864,0.1246,650.6864,0.0815
650.8818,0.1308,650.8818,0.1262,650.8818,0.0821
651.0771,0.1321,651.0771,0.125,651.0771,0.0826
651.2725,0.1321,651.2725,0.1259,651.2725,0.0833
651.4678,0.1308,651.4678,0.1255,651.4678,0.082
651.6631,0.1301,651.6631,0.1261,651.6631,0.0822
651.8584,0.1317,651.8584,0.1256,651.8584,0.0823
652.0537,0.1328,652.0537,0.1247,652.0537,0.081
652.2489,0.1305,652.2489,0.1261,652.2489,0.0826
652.4442,0.131,652.4442,0.126,652.4442,0.081
652.6394,0.1308,652.6394,0.1258,652.6394,0.0823
652.8346,0.1313,652.8346,0.1262,652.8346,0.0824
653.0298,0.1323,653.0298,0.1256,653.0298,0.0821
653.225,0.1319,653.225,0.1249,653.225,0.0828
653.4202,0.1304,653.4202,0.1254,653.4202,0.0829
653.6154,0.133,653.6154,0.1262,653.6154,0.0825
653.8105,0.1317,653.8105,0.1254,653.8105,0.0826
654.0057,0.1315,654.0057,0.1259,654.0057,0.0824
654.2008,0.1316,654.2008,0.1264,654.2008,0.0826
654.3959,0.1336,654.3959,0.1263,654.3959,0.0825
654.591,0.1328,654.591,0.1283,654.591,0.0834
654.7861,0.1324,654.7861,0.1254,654.7861,0.0835
654.9812,0.1321,654.9812,0.1241,654.9812,0.0825
655.1763,0.132,655.1763,0.1261,655.1763,0.0836
655.3713,0.1332,655.3713,0.1272,655.3713,0.0837
655.5663,0.1327,655.5663,0.1264,655.5663,0.0832
655.7613,0.133,655.7613,0.1264,655.7613,0.0827
655.9564,0.1331,655.9564,0.1251,655.9564,0.0831
656.1513,0.1331,656.1513,0.1257,656.1513,0.0824
656.3463,0.1336,656.3463,0.1272,656.3463,0.084
656.5413,0.1331,656.5413,0.1271,656.5413,0.0825
656.7362,0.1335,656.7362,0.1256,656.7362,0.0847
656.9312,0.1344,656.9312,0.1257,656.9312,0.0828
657.1261,0.1345,657.1261,0.1266,657.1261,0.0831
657.321,0.1338,657.321,0.1252,657.321,0.0833
657.5159,0.1339,657.5159,0.1263,657.5159,0.0829
657.7108,0.1346,657.7108,0.1258,657.7108,0.0823
657.9056,0.134,657.9056,0.1262,657.9056,0.0839
658.1005,0.1349,658.1005,0.1275,658.1005,0.0837
658.2953,0.1354,658.2953,0.1263,658.2953,0.0839
658.4902,0.1355,658.4902,0.1269,658.4902,0.0837
658.685,0.1366,658.685,0.127,658.685,0.0845
658.8798,0.1348,658.8798,0.1267,658.8798,0.0842
659.0746,0.1358,659.0746,0.1274,659.0746,0.0842
659.2693,0.1358,659.2693,0.1266,659.2693,0.0849
659.4641,0.1352,659.4641,0.125,659.4641,0.0849
659.6588,0.1364,659.6588,0.1269,659.6588,0.085
659.8536,0.1366,659.8536,0.127,659.8536,0.0851
660.0483,0.1366,660.0483,0.1287,660.0483,0.0842
660.243,0.1363,660.243,0.1281,660.243,0.0846
660.4377,0.1363,660.4377,0.127,660.4377,0.0856
660.6323,0.1384,660.6323,0.1284,660.6323,0.0838
660.827,0.1376,660.827,0.1271,660.827,0.0848
661.0217,0.1367,661.0217,0.1289,661.0217,0.086
661.2163,0.1375,661.2163,0.1269,661.2163,0.0862
661.4109,0.1381,661.4109,0.1277,661.4109,0.0857
661.6055,0.1373,661.6055,0.1274,661.6055,0.0843
661.8001,0.1378,661.8001,0.1272,661.8001,0.0853
661.9947,0.1384,661.9947,0.1275,661.9947,0.0858
662.1892,0.1396,662.1892,0.1286,662.1892,0.0848
662.3838,0.1392,662.3838,0.1268,662.3838,0.085
662.5783,0.1387,662.5783,0.1273,662.5783,0.0865
662.7729,0.14,662.7729,0.1294,662.7729,0.0858
662.9674,0.1394,662.9674,0.1286,662.9674,0.0858
663.1619,0.1395,663.1619,0.1282,663.1619,0.0863
663.3563,0.1401,663.3563,0.1288,663.3563,0.0875
663.5508,0.1408,663.5508,0.1287,663.5508,0.0869
663.7453,0.1402,663.7453,0.1287,663.7453,0.0872
663.9397,0.1409,663.9397,0.1278,663.9397,0.0872
664.1341,0.1414,664.1341,0.1282,664.1341,0.0855
664.3285,0.1407,664.3285,0.1274,664.3285,0.0869
664.5229,0.1414,664.5229,0.1299,664.5229,0.0876
664.7173,0.1418,664.7173,0.1281,664.7173,0.0873
664.9117,0.1417,664.9117,0.1295,664.9117,0.0852
665.1061,0.1409,665.1061,0.1291,665.1061,0.0866
665.3004,0.1428,665.3004,0.1295,665.3004,0.0875
665.4947,0.144,665.4947,0.1299,665.4947,0.0883
665.689,0.1435,665.689,0.1279,665.689,0.088
665.8833,0.144,665.8833,0.1287,665.8833,0.0878
666.0776,0.1436,666.0776,0.1301,666.0776,0.089
666.2719,0.1439,666.2719,0.1297,666.2719,0.0883
666.4662,0.1436,666.4662,0.1303,666.4662,0.0871
666.6604,0.1451,666.6604,0.1294,666.6604,0.0878
666.8546,0.144,666.8546,0.1301,666.8546,0.0893
667.0489,0.1445,667.0489,0.1302,667.0489,0.0869
667.2431,0.1455,667.2431,0.1307,667.2431,0.0879
667.4373,0.146,667.4373,0.1312,667.4373,0.0889
667.6314,0.1456,667.6314,0.132,667.6314,0.0896
667.8256,0.1454,667.8256,0.13,667.8256,0.0891
668.0197,0.1476,668.0197,0.1324,668.0197,0.0895
668.2139,0.147,668.2139,0.1321,668.2139,0.0882
668.408,0.148,668.408,0.131,668.408,0.0896
668.6021,0.1471,668.6021,0.1319,668.6021,0.0904
668.7962,0.1482,668.7962,0.132,668.7962,0.091
668.9903,0.1457,668.9903,0.1327,668.9903,0.0899
669.1843,0.1481,669.1843,0.132,669.1843,0.0915
669.3784,0.1476,669.3784,0.1316,669.3784,0.0901
669.5724,0.149,669.5724,0.1336,669.5724,0.09
669.7665,0.1489,669.7665,0.1316,669.7665,0.091
669.9605,0.15,669.9605,0.1312,669.9605,0.0914
670.1545,0.1494,670.1545,0.1328,670.1545,0.0918
670.3485,0.1489,670.3485,0.1328,670.3485,0.0914
670.5424,0.1515,670.5424,0.1333,670.5424,0.0911
670.7364,0.1508,670.7364,0.1335,670.7364,0.0922
670.9303,0.1506,670.9303,0.1339,670.9303,0.0908
671.1242,0.1518,671.1242,0.1336,671.1242,0.0922
671.3182,0.15,671.3182,0.1329,671.3182,0.0915
671.5121,0.153,671.5121,0.1341,671.5121,0.093
671.7059,0.1534,671.7059,0.1336,671.7059,0.0917
671.8998,0.1531,671.8998,0.1337,671.8998,0.0932
672.0937,0.1543,672.0937,0.1344,672.0937,0.0938
672.2875,0.1536,672.2875,0.1346,672.2875,0.0927
672.4813,0.1538,672.4813,0.135,672.4813,0.0919
672.6752,0.1543,672.6752,0.1354,672.6752,0.0932
672.869,0.1536,672.869,0.1365,672.869,0.0933
673.0627,0.1548,673.0627,0.1345,673.0627,0.0943
673.2565,0.1539,673.2565,0.1369,673.2565,0.0926
673.4503,0.1558,673.4503,0.1353,673.4503,0.0932
673.644,0.1556,673.644,0.1366,673.644,0.0949
673.8378,0.1558,673.8378,0.137,673.8378,0.0953
674.0315,0.1566,674.0315,0.1352,674.0315,0.0937
674.2252,0.1575,674.2252,0.1358,674.2252,0.0946
674.4189,0.1574,674.4189,0.137,674.4189,0.0957
674.6125,0.159,674.6125,0.1359,674.6125,0.0941
674.8062,0.1582,674.8062,0.1368,674.8062,0.0961
674.9999,0.1577,674.9999,0.1381,674.9999,0.0956
675.1935,0.1588,675.1935,0.138,675.1935,0.0955
675.3871,0.1599,675.3871,0.1376,675.3871,0.0972
675.5807,0.1608,675.5807,0.1385,675.5807,0.0966
675.7743,0.1616,675.7743,0.1378,675.7743,0.0956
675.9679,0.1612,675.9679,0.1387,675.9679,0.0971
676.1614,0.1609,676.1614,0.1381,676.1614,0.0987
676.355,0.1629,676.355,0.1389,676.355,0.0972
676.5485,0.1619,676.5485,0.1389,676.5485,0.0982
676.7421,0.1625,676.7421,0.1386,676.7421,0.0983
676.9356,0.1633,676.9356,0.1405,676.9356,0.0983
677.1291,0.1621,677.1291,0.14,677.1291,0.099
677.3225,0.1635,677.3225,0.1404,677.3225,0.0991
677.516,0.1645,677.516,0.1401,677.516,0.0994
677.7095,0.1649,677.7095,0.1396,677.7095,0.1005
677.9029,0.1655,677.9029,0.1424,677.9029,0.0998
678.0963,0.1655,678.0963,0.1415,678.0963,0.0996
678.2897,0.1668,678.2897,0.1411,678.2897,0.1008
678.4831,0.1673,678.4831,0.1417,678.4831,0.1005
678.6765,0.1676,678.6765,0.1423,678.6765,0.1004
678.8699,0.167,678.8699,0.1423,678.8699,0.1007
679.0632,0.1659,679.0632,0.143,679.0632,0.1004
679.2566,0.1692,679.2566,0.143,679.2566,0.1008
679.4499,0.1694,679.4499,0.1443,679.4499,0.1011
679.6432,0.1701,679.6432,0.1437,679.6432,0.1028
679.8365,0.1709,679.8365,0.1441,679.8365,0.1028
680.0298,0.1731,680.0298,0.1443,680.0298,0.101
680.2231,0.1713,680.2231,0.1447,680.2231,0.1026
680.4163,0.1716,680.4163,0.1438,680.4163,0.1035
680.6096,0.1712,680.6096,0.1451,680.6096,0.1036
680.8028,0.1727,680.8028,0.1454,680.8028,0.1036
680.996,0.1729,680.996,0.1453,680.996,0.1052
681.1892,0.1732,681.1892,0.1463,681.1892,0.1048
681.3824,0.1742,681.3824,0.1457,681.3824,0.1051
681.5756,0.1752,681.5756,0.1462,681.5756,0.1036
681.7687,0.1749,681.7687,0.1473,681.7687,0.106
681.9619,0.1743,681.9619,0.1477,681.9619,0.1051
682.155,0.1774,682.155,0.1474,682.155,0.1059
682.3481,0.176,682.3481,0.1481,682.3481,0.1065
682.5412,0.1784,682.5412,0.148,682.5412,0.1068
682.7343,0.1784,682.7343,0.1482,682.7343,0.1067
682.9274,0.1791,682.9274,0.1497,682.9274,0.1063
683.1204,0.1779,683.1204,0.1486,683.1204,0.1077
683.3135,0.1804,683.3135,0.1493,683.3135,0.1066
683.5065,0.1823,683.5065,0.151,683.5065,0.1086
683.6995,0.1812,683.6995,0.1505,683.6995,0.1088
683.8925,0.183,683.8925,0.1497,683.8925,0.1079
684.0855,0.1824,684.0855,0.1505,684.0855,0.1101
684.2785,0.1812,684.2785,0.1532,684.2785,0.1079
684.4715,0.1835,684.4715,0.1517,684.4715,0.1099
684.6644,0.1841,684.6644,0.1507,684.6644,0.1108
684.8573,0.1844,684.8573,0.1512,684.8573,0.1102
685.0502,0.1854,685.0502,0.1517,685.0502,0.1106
685.2432,0.1866,685.2432,0.154,685.2432,0.1114
685.436,0.1868,685.436,0.1541,685.436,0.1113
685.6289,0.188,685.6289,0.1535,685.6289,0.1116
685.8218,0.1882,685.8218,0.1549,685.8218,0.1134
686.0146,0.1882,686.0146,0.155,686.0146,0.1124
686.2075,0.1894,686.2075,0.1553,686.2075,0.1125
686.4003,0.19,686.4003,0.157,686.4003,0.1137
686.5931,0.1903,686.5931,0.1567,686.5931,0.113
686.7859,0.1915,686.7859,0.1558,686.7859,0.1139
686.9787,0.1919,686.9787,0.1571,686.9787,0.1143
687.1714,0.1925,687.1714,0.158,687.1714,0.1144
687.3642,0.193,687.3642,0.1572,687.3642,0.1141
687.5569,0.193,687.5569,0.1577,687.5569,0.1165
687.7496,0.1954,687.7496,0.1589,687.7496,0.1151
687.9423,0.1961,687.9423,0.1583,687.9423,0.1149
688.135,0.1965,688.135,0.1601,688.135,0.1167
688.3277,0.1964,688.3277,0.1589,688.3277,0.1156
688.5204,0.1978,688.5204,0.1603,688.5204,0.1174
688.713,0.1988,688.713,0.1608,688.713,0.1174
688.9057,0.1989,688.9057,0.1601,688.9057,0.1184
689.0983,0.1999,689.0983,0.1623,689.0983,0.1188
689.2909,0.202,689.2909,0.1615,689.2909,0.1194
689.4835,0.201,689.4835,0.1623,689.4835,0.12
689.6761,0.2028,689.6761,0.1635,689.6761,0.1195
689.8686,0.2045,689.8686,0.1627,689.8686,0.1205
690.0612,0.2037,690.0612,0.1626,690.0612,0.1209
690.2537,0.204,690.2537,0.1638,690.2537,0.1198
690.4462,0.2047,690.4462,0.166,690.4462,0.1213
690.6387,0.2063,690.6387,0.1641,690.6387,0.1218
690.8312,0.2061,690.8312,0.1646,690.8312,0.123
691.0237,0.2071,691.0237,0.1656,691.0237,0.1231
691.2162,0.2087,691.2162,0.1662,691.2162,0.124
691.4086,0.2092,691.4086,0.1679,691.4086,0.1237
691.6011,0.2106,691.6011,0.167,691.6011,0.1244
691.7935,0.2106,691.7935,0.169,691.7935,0.125
691.9859,0.2114,691.9859,0.1674,691.9859,0.1251
692.1783,0.2132,692.1783,0.1693,692.1783,0.1265
692.3707,0.213,692.3707,0.1695,692.3707,0.1269
692.563,0.2132,692.563,0.17,692.563,0.1259
692.7554,0.2173,692.7554,0.1695,692.7554,0.1266
692.9477,0.2167,692.9477,0.1703,692.9477,0.127
693.1401,0.2167,693.1401,0.1721,693.1401,0.1275
693.3324,0.2161,693.3324,0.1724,693.3324,0.1285
693.5247,0.2175,693.5247,0.1718,693.5247,0.1283
693.7169,0.22,693.7169,0.173,693.7169,0.1303
693.9092,0.2204,693.9092,0.173,693.9092,0.129
694.1015,0.2213,694.1015,0.1734,694.1015,0.1303
694.2937,0.2223,694.2937,0.1756,694.2937,0.1305
694.4859,0.2224,694.4859,0.175,694.4859,0.1322
694.6781,0.2236,694.6781,0.177,694.6781,0.1306
694.8703,0.2241,694.8703,0.1756,694.8703,0.1321
695.0625,0.2247,695.0625,0.1775,695.0625,0.1344
695.2547,0.2261,695.2547,0.1775,695.2547,0.1331
695.4468,0.228,695.4468,0.1791,695.4468,0.1338
695.639,0.2289,695.639,0.1782,695.639,0.135
695.8311,0.2291,695.8311,0.1803,695.8311,0.1342
696.0232,0.2306,696.0232,0.1798,696.0232,0.1371
696.2153,0.233,696.2153,0.18,696.2153,0.1371
696.4074,0.2345,696.4074,0.1799,696.4074,0.1373
696.5995,0.2346,696.5995,0.1822,696.5995,0.1363
696.7915,0.2343,696.7915,0.181,696.7915,0.139
696.9836,0.2366,696.9836,0.183,696.9836,0.1393
697.1756,0.2372,697.1756,0.1825,697.1756,0.1397
697.3676,0.2395,697.3676,0.1824,697.3676,0.14
697.5596,0.2386,697.5596,0.1858,697.5596,0.1404
697.7516,0.2414,697.7516,0.1851,697.7516,0.1397
697.9435,0.2429,697.9435,0.1862,697.9435,0.142
698.1355,0.2438,698.1355,0.1869,698.1355,0.1418
698.3274,0.2434,698.3274,0.189,698.3274,0.1425
698.5194,0.2454,698.5194,0.1877,698.5194,0.142
698.7113,0.2453,698.7113,0.1888,698.7113,0.142
698.9032,0.2479,698.9032,0.1882,698.9032,0.144
699.0951,0.2481,699.0951,0.1897,699.0951,0.1458
699.2869,0.25,699.2869,0.19,699.2869,0.1461
699.4788,0.2506,699.4788,0.1908,699.4788,0.146
699.6706,0.2522,699.6706,0.1915,699.6706,0.1467
699.8624,0.2534,699.8624,0.1914,699.8624,0.1477
700.0543,0.2537,700.0543,0.1923,700.0543,0.1487
700.246,0.256,700.246,0.1931,700.246,0.1498
700.4378,0.2559,700.4378,0.1945,700.4378,0.1497
700.6296,0.2578,700.6296,0.194,700.6296,0.1513
700.8214,0.258,700.8214,0.1942,700.8214,0.1513
701.0131,0.2604,701.0131,0.1964,701.0131,0.1524
701.2048,0.262,701.2048,0.1977,701.2048,0.1531
701.3965,0.2613,701.3965,0.1966,701.3965,0.1528
701.5882,0.2638,701.5882,0.1976,701.5882,0.1529
701.7799,0.2658,701.7799,0.1984,701.7799,0.1544
701.9716,0.2669,701.9716,0.1993,701.9716,0.1551
702.1632,0.2676,702.1632,0.2015,702.1632,0.1559
702.3549,0.2685,702.3549,0.2006,702.3549,0.1572
702.5465,0.2693,702.5465,0.2018,702.5465,0.1557
702.7381,0.2708,702.7381,0.2022,702.7381,0.1592
702.9297,0.2738,702.9297,0.2029,702.9297,0.1597
703.1213,0.2746,703.1213,0.2037,703.1213,0.1597
703.3129,0.2747,703.3129,0.2041,703.3129,0.16
703.5044,0.277,703.5044,0.2062,703.5044,0.1608
703.6959,0.2798,703.6959,0.2064,703.6959,0.1613
703.8875,0.2805,703.8875,0.2075,703.8875,0.163
704.079,0.2809,704.079,0.2085,704.079,0.164
704.2705,0.282,704.2705,0.209,704.2705,0.1637
704.462,0.283,704.462,0.21,704.462,0.1643
704.6534,0.2839,704.6534,0.2096,704.6534,0.1659
704.8449,0.287,704.8449,0.2115,704.8449,0.1661
705.0363,0.2867,705.0363,0.2124,705.0363,0.168
705.2277,0.2891,705.2277,0.2127,705.2277,0.1676
705.4192,0.2901,705.4192,0.2148,705.4192,0.1685
705.6106,0.2928,705.6106,0.2138,705.6106,0.1687
705.8019,0.2934,705.8019,0.2155,705.8019,0.1709
705.9933,0.2964,705.9933,0.2161,705.9933,0.1708
706.1847,0.2959,706.1847,0.2161,706.1847,0.1711
706.376,0.2981,706.376,0.2185,706.376,0.1728
706.5673,0.2996,706.5673,0.2187,706.5673,0.1718
706.7586,0.3014,706.7586,0.2197,706.7586,0.1737
706.9499,0.3026,706.9499,0.2203,706.9499,0.1743
707.1412,0.3034,707.1412,0.22,707.1412,0.1758
707.3325,0.3049,707.3325,0.2228,707.3325,0.1771
707.5237,0.3073,707.5237,0.2208,707.5237,0.1772
707.715,0.3097,707.715,0.2243,707.715,0.1774
707.9062,0.3113,707.9062,0.2255,707.9062,0.1802
708.0974,0.3131,708.0974,0.2253,708.0974,0.1805
708.2886,0.313,708.2886,0.2268,708.2886,0.1801
708.4798,0.3154,708.4798,0.228,708.4798,0.1822
708.6709,0.315,708.6709,0.2289,708.6709,0.1823
708.8621,0.319,708.8621,0.228,708.8621,0.1848
709.0532,0.32,709.0532,0.2299,709.0532,0.1849
709.2443,0.3232,709.2443,0.2315,709.2443,0.1853
709.4354,0.3234,709.4354,0.2323,709.4354,0.1857
709.6265,0.3264,709.6265,0.2327,709.6265,0.1869
709.8176,0.328,709.8176,0.2326,709.8176,0.1901
710.0087,0.3287,710.0087,0.2345,710.0087,0.1892
710.1997,0.3306,710.1997,0.2351,710.1997,0.1904
710.3908,0.3325,710.3908,0.2362,710.3908,0.1911
710.5818,0.3354,710.5818,0.2384,710.5818,0.1919
710.7728,0.337,710.7728,0.2386,710.7728,0.1918
710.9638,0.3377,710.9638,0.2398,710.9638,0.1937
711.1548,0.3391,711.1548,0.2399,711.1548,0.1959
711.3457,0.3409,711.3457,0.2412,711.3457,0.1962
711.5367,0.3444,711.5367,0.2436,711.5367,0.1959
711.7276,0.3447,711.7276,0.2437,711.7276,0.1986
711.9185,0.347,711.9185,0.2445,711.9185,0.198
712.1094,0.3494,712.1094,0.2458,712.1094,0.1995
712.3003,0.3503,712.3003,0.2481,712.3003,0.2003
712.4912,0.353,712.4912,0.2471,712.4912,0.2007
712.6821,0.3552,712.6821,0.2506,712.6821,0.2022
712.8729,0.356,712.8729,0.2512,712.8729,0.2035
713.0638,0.3561,713.0638,0.2519,713.0638,0.2051
713.2546,0.3608,713.2546,0.2531,713.2546,0.2069
713.4454,0.3623,713.4454,0.2535,713.4454,0.2058
713.6362,0.3634,713.6362,0.2551,713.6362,0.2084
713.8269,0.367,713.8269,0.2565,713.8269,0.2099
714.0177,0.3676,714.0177,0.2564,714.0177,0.2099
714.2084,0.3688,714.2084,0.2587,714.2084,0.2114
714.3992,0.3711,714.3992,0.2592,714.3992,0.2129
714.5899,0.3748,714.5899,0.2613,714.5899,0.2121
714.7806,0.3739,714.7806,0.261,714.7806,0.2143
714.9713,0.3786,714.9713,0.2623,714.9713,0.2161
715.162,0.3803,715.162,0.263,715.162,0.2172
715.3526,0.3811,715.3526,0.2652,715.3526,0.2173
715.5433,0.385,715.5433,0.2671,715.5433,0.2188
715.7339,0.3854,715.7339,0.2676,715.7339,0.2193
715.9245,0.3871,715.9245,0.269,715.9245,0.2206
716.1151,0.3906,716.1151,0.2693,716.1151,0.2221
716.3057,0.3913,716.3057,0.2717,716.3057,0.2227
716.4963,0.3941,716.4963,0.2728,716.4963,0.2244
716.6868,0.3975,716.6868,0.2744,716.6868,0.2251
716.8774,0.3997,716.8774,0.2749,716.8774,0.2277
717.0679,0.4019,717.0679,0.2767,717.0679,0.2261
717.2584,0.4036,717.2584,0.2775,717.2584,0.2297
717.4489,0.4053,717.4489,0.2789,717.4489,0.2312
717.6394,0.407,717.6394,0.2813,717.6394,0.2321
717.8299,0.4118,717.8299,0.2822,717.8299,0.233
718.0203,0.4125,718.0203,0.2827,718.0203,0.2337
718.2108,0.4141,718.2108,0.2856,718.2108,0.2342
718.4012,0.4169,718.4012,0.2866,718.4012,0.237
718.5916,0.4205,718.5916,0.2868,718.5916,0.2372
718.782,0.4204,718.782,0.2878,718.782,0.2379
718.9724,0.4228,718.9724,0.2891,718.9724,0.2388
719.1628,0.4261,719.1628,0.2892,719.1628,0.2414
719.3531,0.428,719.3531,0.2925,719.3531,0.2431
719.5435,0.4303,719.5435,0.2943,719.5435,0.243
719.7338,0.4329,719.7338,0.2934,719.7338,0.2443
719.9241,0.434,719.9241,0.2971,719.9241,0.2455
720.1144,0.4371,720.1144,0.2979,720.1144,0.2494
720.3047,0.44,720.3047,0.3003,720.3047,0.2486
720.495,0.442,720.495,0.3006,720.495,0.249
720.6852,0.4444,720.6852,0.3008,720.6852,0.2513
720.8754,0.4482,720.8754,0.3025,720.8754,0.2522
721.0657,0.4501,721.0657,0.3064,721.0657,0.2535
721.2559,0.4525,721.2559,0.3073,721.2559,0.2543
721.4461,0.4552,721.4461,0.3077,721.4461,0.256
721.6363,0.4565,721.6363,0.3093,721.6363,0.2588
721.8264,0.4596,721.8264,0.3111,721.8264,0.2606
722.0166,0.4609,722.0166,0.3126,722.0166,0.2619
722.2067,0.4637,722.2067,0.3141,722.2067,0.2608
722.3968,0.466,722.3968,0.3158,722.3968,0.2634
722.5869,0.4693,722.5869,0.318,722.5869,0.2632
722.777,0.4731,722.777,0.3181,722.777,0.2656
722.9671,0.4752,722.9671,0.3202,722.9671,0.266
723.1572,0.4763,723.1572,0.3219,723.1572,0.2675
723.3472,0.4787,723.3472,0.3222,723.3472,0.2707
723.5372,0.4828,723.5372,0.3246,723.5372,0.2695
723.7273,0.4854,723.7273,0.3256,723.7273,0.2725
723.9173,0.4892,723.9173,0.3282,723.9173,0.2732
724.1073,0.4894,724.1073,0.3301,724.1073,0.276
724.2972,0.4923,724.2972,0.3306,724.2972,0.2748
724.4872,0.4954,724.4872,0.3346,724.4872,0.2795
724.6771,0.4982,724.6771,0.3351,724.6771,0.2796
724.8671,0.4999,724.8671,0.3365,724.8671,0.2802
725.057,0.5024,725.057,0.3385,725.057,0.2827
725.2469,0.5053,725.2469,0.3392,725.2469,0.2823
725.4368,0.5097,725.4368,0.3399,725.4368,0.2854
725.6267,0.5114,725.6267,0.3429,725.6267,0.2873
725.8165,0.5127,725.8165,0.3437,725.8165,0.2884
726.0064,0.5176,726.0064,0.3461,726.0064,0.2886
726.1962,0.5204,726.1962,0.3482,726.1962,0.29
726.386,0.5221,726.386,0.3513,726.386,0.2921
