Wavelength,Absorabnce,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Purification,4x Purification
443.9231,0.3361,443.9231,0.3639,443.9231,0.1991
444.1311,0.3358,444.1311,0.3635,444.1311,0.1972
444.3392,0.3349,444.3392,0.3647,444.3392,0.199
444.5472,0.3359,444.5472,0.3643,444.5472,0.1986
444.7551,0.3351,444.7551,0.363,444.7551,0.1985
444.9631,0.3359,444.9631,0.3629,444.9631,0.1978
445.1711,0.3338,445.1711,0.3629,445.1711,0.199
445.379,0.3349,445.379,0.3641,445.379,0.1968
445.587,0.3356,445.587,0.3635,445.587,0.1983
445.7949,0.3356,445.7949,0.3634,445.7949,0.1984
446.0028,0.3348,446.0028,0.363,446.0028,0.1981
446.2107,0.3344,446.2107,0.3626,446.2107,0.1982
446.4186,0.3349,446.4186,0.3625,446.4186,0.1983
446.6265,0.3339,446.6265,0.3632,446.6265,0.1982
446.8344,0.3342,446.8344,0.3638,446.8344,0.1989
447.0423,0.334,447.0423,0.3629,447.0423,0.1978
447.2501,0.3324,447.2501,0.3619,447.2501,0.1984
447.458,0.3343,447.458,0.3626,447.458,0.1968
447.6658,0.3327,447.6658,0.363,447.6658,0.1968
447.8736,0.3332,447.8736,0.3614,447.8736,0.1985
448.0814,0.3335,448.0814,0.3616,448.0814,0.1975
448.2892,0.3334,448.2892,0.3636,448.2892,0.197
448.497,0.3329,448.497,0.3628,448.497,0.1962
448.7048,0.3327,448.7048,0.3622,448.7048,0.1962
448.9126,0.3334,448.9126,0.3619,448.9126,0.1975
449.1203,0.3339,449.1203,0.3626,449.1203,0.1962
449.3281,0.3329,449.3281,0.3621,449.3281,0.197
449.5358,0.3338,449.5358,0.3622,449.5358,0.1972
449.7435,0.3349,449.7435,0.3645,449.7435,0.1964
449.9512,0.3336,449.9512,0.3613,449.9512,0.1985
450.1589,0.3323,450.1589,0.3633,450.1589,0.1961
450.3666,0.3333,450.3666,0.3607,450.3666,0.197
450.5743,0.333,450.5743,0.3619,450.5743,0.1962
450.782,0.3332,450.782,0.3614,450.782,0.1959
450.9896,0.3322,450.9896,0.3626,450.9896,0.1966
451.1973,0.3324,451.1973,0.3611,451.1973,0.1964
451.4049,0.3335,451.4049,0.3613,451.4049,0.1956
451.6125,0.3337,451.6125,0.3611,451.6125,0.1961
451.8201,0.3325,451.8201,0.3599,451.8201,0.1957
452.0277,0.3324,452.0277,0.3606,452.0277,0.1961
452.2353,0.3318,452.2353,0.3604,452.2353,0.1959
452.4429,0.3327,452.4429,0.3599,452.4429,0.1965
452.6505,0.3308,452.6505,0.3593,452.6505,0.1972
452.858,0.3324,452.858,0.3594,452.858,0.1956
453.0656,0.3308,453.0656,0.358,453.0656,0.1953
453.2731,0.3301,453.2731,0.3602,453.2731,0.1966
453.4806,0.3304,453.4806,0.3583,453.4806,0.1956
453.6881,0.3309,453.6881,0.3586,453.6881,0.1953
453.8956,0.3308,453.8956,0.3582,453.8956,0.1965
454.1031,0.3316,454.1031,0.3599,454.1031,0.1972
454.3106,0.3299,454.3106,0.3574,454.3106,0.1948
454.5181,0.3312,454.5181,0.3571,454.5181,0.1952
454.7255,0.3301,454.7255,0.3583,454.7255,0.1949
454.933,0.3304,454.933,0.3589,454.933,0.1944
455.1404,0.3307,455.1404,0.359,455.1404,0.1961
455.3478,0.3301,455.3478,0.3575,455.3478,0.1946
455.5552,0.3306,455.5552,0.3564,455.5552,0.1956
455.7626,0.3297,455.7626,0.3587,455.7626,0.1951
455.97,0.3287,455.97,0.3569,455.97,0.1964
456.1774,0.3299,456.1774,0.3589,456.1774,0.1955
456.3847,0.3289,456.3847,0.3578,456.3847,0.1954
456.5921,0.3296,456.5921,0.3578,456.5921,0.1966
456.7994,0.3294,456.7994,0.3573,456.7994,0.1965
457.0068,0.3284,457.0068,0.3568,457.0068,0.1947
457.2141,0.3303,457.2141,0.3563,457.2141,0.1954
457.4214,0.3297,457.4214,0.3566,457.4214,0.1961
457.6287,0.3298,457.6287,0.3569,457.6287,0.1942
457.836,0.3296,457.836,0.3556,457.836,0.1954
458.0432,0.3303,458.0432,0.3572,458.0432,0.1966
458.2505,0.3299,458.2505,0.3568,458.2505,0.1951
458.4578,0.3278,458.4578,0.3569,458.4578,0.1953
458.665,0.3285,458.665,0.3561,458.665,0.1959
458.8722,0.3287,458.8722,0.3558,458.8722,0.1947
459.0794,0.328,459.0794,0.3567,459.0794,0.1946
459.2867,0.3279,459.2867,0.356,459.2867,0.1939
459.4938,0.3286,459.4938,0.3545,459.4938,0.1952
459.701,0.3286,459.701,0.3557,459.701,0.1946
459.9082,0.3282,459.9082,0.3556,459.9082,0.1952
460.1154,0.3282,460.1154,0.3558,460.1154,0.1934
460.3225,0.3286,460.3225,0.3557,460.3225,0.1954
460.5297,0.3294,460.5297,0.3561,460.5297,0.1951
460.7368,0.3283,460.7368,0.3558,460.7368,0.1941
460.9439,0.327,460.9439,0.3561,460.9439,0.1945
461.151,0.3273,461.151,0.355,461.151,0.1938
461.3581,0.3257,461.3581,0.356,461.3581,0.1947
461.5652,0.3294,461.5652,0.3555,461.5652,0.194
461.7723,0.3269,461.7723,0.3545,461.7723,0.1942
461.9793,0.3279,461.9793,0.356,461.9793,0.1946
462.1864,0.3286,462.1864,0.3546,462.1864,0.1936
462.3934,0.3282,462.3934,0.3551,462.3934,0.193
462.6004,0.3268,462.6004,0.3568,462.6004,0.195
462.8074,0.3278,462.8074,0.3547,462.8074,0.1941
463.0144,0.3282,463.0144,0.3552,463.0144,0.1935
463.2214,0.328,463.2214,0.3537,463.2214,0.1947
463.4284,0.3272,463.4284,0.3553,463.4284,0.194
463.6354,0.3267,463.6354,0.3538,463.6354,0.1941
463.8423,0.3264,463.8423,0.3553,463.8423,0.1951
464.0493,0.3271,464.0493,0.3552,464.0493,0.194
464.2562,0.3284,464.2562,0.3539,464.2562,0.1945
464.4632,0.328,464.4632,0.3542,464.4632,0.1939
464.6701,0.3257,464.6701,0.3536,464.6701,0.1939
464.877,0.3292,464.877,0.3549,464.877,0.1944
465.0839,0.3254,465.0839,0.3542,465.0839,0.193
465.2907,0.3276,465.2907,0.3542,465.2907,0.1927
465.4976,0.328,465.4976,0.3534,465.4976,0.1945
465.7045,0.3256,465.7045,0.3542,465.7045,0.1939
465.9113,0.326,465.9113,0.3537,465.9113,0.1933
466.1181,0.3272,466.1181,0.3537,466.1181,0.1934
466.325,0.3259,466.325,0.3516,466.325,0.1942
466.5318,0.3279,466.5318,0.354,466.5318,0.1939
466.7386,0.3278,466.7386,0.3537,466.7386,0.1939
466.9454,0.3275,466.9454,0.3531,466.9454,0.1936
467.1521,0.3277,467.1521,0.3528,467.1521,0.1938
467.3589,0.3279,467.3589,0.3517,467.3589,0.1938
467.5657,0.3265,467.5657,0.3536,467.5657,0.1937
467.7724,0.3265,467.7724,0.3535,467.7724,0.1935
467.9791,0.3248,467.9791,0.3534,467.9791,0.1938
468.1859,0.3258,468.1859,0.3531,468.1859,0.193
468.3926,0.3263,468.3926,0.3527,468.3926,0.1936
468.5993,0.3265,468.5993,0.354,468.5993,0.1936
468.8059,0.3267,468.8059,0.3527,468.8059,0.1927
469.0126,0.3262,469.0126,0.3536,469.0126,0.1939
469.2193,0.3274,469.2193,0.3532,469.2193,0.1939
469.4259,0.3265,469.4259,0.3529,469.4259,0.1937
469.6326,0.3255,469.6326,0.354,469.6326,0.1926
469.8392,0.3273,469.8392,0.3524,469.8392,0.1943
470.0458,0.3266,470.0458,0.3531,470.0458,0.1939
470.2524,0.3271,470.2524,0.3537,470.2524,0.1945
470.459,0.3255,470.459,0.3519,470.459,0.1935
470.6656,0.3273,470.6656,0.3522,470.6656,0.193
470.8722,0.3263,470.8722,0.3531,470.8722,0.1945
471.0787,0.3266,471.0787,0.3514,471.0787,0.1929
471.2853,0.3271,471.2853,0.3537,471.2853,0.1937
471.4918,0.3267,471.4918,0.3523,471.4918,0.193
471.6984,0.3262,471.6984,0.353,471.6984,0.1934
471.9049,0.3273,471.9049,0.3526,471.9049,0.1926
472.1114,0.3269,472.1114,0.353,472.1114,0.1933
472.3179,0.3265,472.3179,0.3522,472.3179,0.1935
472.5243,0.326,472.5243,0.3526,472.5243,0.193
472.7308,0.3277,472.7308,0.3514,472.7308,0.1929
472.9373,0.3274,472.9373,0.3528,472.9373,0.1932
473.1437,0.3265,473.1437,0.3526,473.1437,0.194
473.3502,0.3264,473.3502,0.3533,473.3502,0.194
473.5566,0.3267,473.5566,0.3538,473.5566,0.1939
473.763,0.3279,473.763,0.3545,473.763,0.1943
473.9694,0.3251,473.9694,0.3532,473.9694,0.1957
474.1758,0.3277,474.1758,0.3524,474.1758,0.1943
474.3822,0.3273,474.3822,0.3543,474.3822,0.1941
474.5885,0.3252,474.5885,0.3534,474.5885,0.1947
474.7949,0.3277,474.7949,0.3519,474.7949,0.1945
475.0012,0.3266,475.0012,0.3526,475.0012,0.1933
475.2076,0.3274,475.2076,0.3528,475.2076,0.194
475.4139,0.3273,475.4139,0.3533,475.4139,0.194
475.6202,0.3275,475.6202,0.354,475.6202,0.1943
475.8265,0.326,475.8265,0.3535,475.8265,0.1953
476.0328,0.3272,476.0328,0.3542,476.0328,0.1948
476.239,0.3265,476.239,0.3542,476.239,0.1947
476.4453,0.328,476.4453,0.3543,476.4453,0.1949
476.6516,0.3274,476.6516,0.3543,476.6516,0.1933
476.8578,0.3278,476.8578,0.3553,476.8578,0.1943
477.064,0.3288,477.064,0.3568,477.064,0.195
477.2702,0.3291,477.2702,0.3535,477.2702,0.1962
477.4765,0.3285,477.4765,0.3555,477.4765,0.1966
477.6826,0.3295,477.6826,0.355,477.6826,0.195
477.8888,0.3287,477.8888,0.3551,477.8888,0.1944
478.095,0.3291,478.095,0.3553,478.095,0.1955
478.3012,0.3291,478.3012,0.355,478.3012,0.1945
478.5073,0.3289,478.5073,0.3554,478.5073,0.1951
478.7134,0.3292,478.7134,0.3542,478.7134,0.1963
478.9196,0.3302,478.9196,0.3562,478.9196,0.1953
479.1257,0.3305,479.1257,0.3555,479.1257,0.1952
479.3318,0.329,479.3318,0.3561,479.3318,0.197
479.5379,0.3312,479.5379,0.3567,479.5379,0.1967
479.744,0.3313,479.744,0.3552,479.744,0.195
479.95,0.3303,479.95,0.3568,479.95,0.1946
480.1561,0.3321,480.1561,0.3566,480.1561,0.1956
480.3621,0.332,480.3621,0.3576,480.3621,0.1957
480.5682,0.3325,480.5682,0.3564,480.5682,0.1964
480.7742,0.3328,480.7742,0.3574,480.7742,0.1961
480.9802,0.3312,480.9802,0.3565,480.9802,0.1956
481.1862,0.3328,481.1862,0.3587,481.1862,0.1974
481.3922,0.3337,481.3922,0.3585,481.3922,0.1967
481.5982,0.3328,481.5982,0.3584,481.5982,0.1967
481.8041,0.3325,481.8041,0.359,481.8041,0.1967
482.0101,0.3343,482.0101,0.3607,482.0101,0.1961
482.216,0.3335,482.216,0.3588,482.216,0.1971
482.4219,0.3341,482.4219,0.36,482.4219,0.1967
482.6279,0.3355,482.6279,0.3609,482.6279,0.1974
482.8338,0.3335,482.8338,0.3605,482.8338,0.1979
483.0397,0.3342,483.0397,0.3612,483.0397,0.1975
483.2455,0.3346,483.2455,0.3609,483.2455,0.1972
483.4514,0.3345,483.4514,0.3607,483.4514,0.1981
483.6573,0.3345,483.6573,0.3614,483.6573,0.1985
483.8631,0.3361,483.8631,0.3631,483.8631,0.1986
484.069,0.3364,484.069,0.3626,484.069,0.1979
484.2748,0.3365,484.2748,0.3636,484.2748,0.1995
484.4806,0.3363,484.4806,0.3634,484.4806,0.199
484.6864,0.3383,484.6864,0.3658,484.6864,0.2005
484.8922,0.339,484.8922,0.3648,484.8922,0.2005
485.098,0.3379,485.098,0.366,485.098,0.1995
485.3037,0.3386,485.3037,0.3659,485.3037,0.1999
485.5095,0.3404,485.5095,0.3653,485.5095,0.2
485.7152,0.3397,485.7152,0.3656,485.7152,0.2005
485.921,0.3409,485.921,0.3679,485.921,0.2022
486.1267,0.3401,486.1267,0.3669,486.1267,0.2005
486.3324,0.3419,486.3324,0.3686,486.3324,0.2017
486.5381,0.3406,486.5381,0.3685,486.5381,0.2017
486.7438,0.341,486.7438,0.368,486.7438,0.201
486.9495,0.3422,486.9495,0.3699,486.9495,0.2021
487.1551,0.3418,487.1551,0.3716,487.1551,0.2039
487.3608,0.3427,487.3608,0.3711,487.3608,0.2027
487.5664,0.3444,487.5664,0.3717,487.5664,0.2025
487.7721,0.3441,487.7721,0.3715,487.7721,0.2023
487.9777,0.3446,487.9777,0.3717,487.9777,0.2041
488.1833,0.3446,488.1833,0.373,488.1833,0.2049
488.3889,0.3459,488.3889,0.3729,488.3889,0.2045
488.5945,0.3467,488.5945,0.3736,488.5945,0.2047
488.8,0.3478,488.8,0.3746,488.8,0.206
489.0056,0.3478,489.0056,0.3737,489.0056,0.2054
489.2111,0.3502,489.2111,0.3744,489.2111,0.2065
489.4167,0.3483,489.4167,0.3749,489.4167,0.207
489.6222,0.3492,489.6222,0.3761,489.6222,0.2068
489.8277,0.3499,489.8277,0.3778,489.8277,0.207
490.0332,0.3503,490.0332,0.3792,490.0332,0.2068
490.2387,0.3515,490.2387,0.3781,490.2387,0.208
490.4442,0.3516,490.4442,0.3794,490.4442,0.2076
490.6496,0.3519,490.6496,0.3796,490.6496,0.2072
490.8551,0.3532,490.8551,0.3809,490.8551,0.21
491.0605,0.3541,491.0605,0.3806,491.0605,0.2092
491.266,0.353,491.266,0.3827,491.266,0.211
491.4714,0.3548,491.4714,0.3832,491.4714,0.2088
491.6768,0.3556,491.6768,0.3825,491.6768,0.2095
491.8822,0.3564,491.8822,0.3836,491.8822,0.2106
492.0876,0.3573,492.0876,0.3838,492.0876,0.2097
492.293,0.3573,492.293,0.3848,492.293,0.2102
492.4983,0.3584,492.4983,0.3861,492.4983,0.2116
492.7037,0.3596,492.7037,0.3882,492.7037,0.2106
492.909,0.3577,492.909,0.3882,492.909,0.213
493.1143,0.3604,493.1143,0.3885,493.1143,0.2135
493.3196,0.3607,493.3196,0.3888,493.3196,0.2137
493.5249,0.3609,493.5249,0.3909,493.5249,0.2126
493.7302,0.3623,493.7302,0.3914,493.7302,0.2146
493.9355,0.3631,493.9355,0.3931,493.9355,0.2153
494.1408,0.3643,494.1408,0.3929,494.1408,0.2152
494.346,0.3634,494.346,0.3943,494.346,0.2146
494.5513,0.3656,494.5513,0.3942,494.5513,0.2153
494.7565,0.3654,494.7565,0.3951,494.7565,0.2152
494.9617,0.3665,494.9617,0.3973,494.9617,0.2156
495.1669,0.369,495.1669,0.3966,495.1669,0.2163
495.3721,0.3693,495.3721,0.3976,495.3721,0.2161
495.5773,0.3695,495.5773,0.3987,495.5773,0.2166
495.7825,0.3686,495.7825,0.3987,495.7825,0.2172
495.9877,0.3721,495.9877,0.4001,495.9877,0.2194
496.1928,0.3721,496.1928,0.4013,496.1928,0.2187
496.398,0.3725,496.398,0.4006,496.398,0.2184
496.6031,0.3731,496.6031,0.4048,496.6031,0.2189
496.8082,0.3736,496.8082,0.4036,496.8082,0.2197
497.0133,0.375,497.0133,0.4061,497.0133,0.2216
497.2184,0.3737,497.2184,0.4059,497.2184,0.2214
497.4235,0.3764,497.4235,0.4059,497.4235,0.2221
497.6285,0.3765,497.6285,0.4049,497.6285,0.2206
497.8336,0.3766,497.8336,0.4063,497.8336,0.2225
498.0386,0.3799,498.0386,0.4095,498.0386,0.2235
498.2437,0.3793,498.2437,0.4106,498.2437,0.2228
498.4487,0.3801,498.4487,0.411,498.4487,0.2228
498.6537,0.3806,498.6537,0.4116,498.6537,0.2238
498.8587,0.3806,498.8587,0.4111,498.8587,0.2246
499.0637,0.3836,499.0637,0.4139,499.0637,0.2252
499.2687,0.3842,499.2687,0.4145,499.2687,0.2256
499.4736,0.3838,499.4736,0.4153,499.4736,0.227
499.6786,0.3859,499.6786,0.4164,499.6786,0.2269
499.8835,0.3843,499.8835,0.4168,499.8835,0.2274
500.0885,0.3849,500.0885,0.4171,500.0885,0.2268
500.2934,0.3865,500.2934,0.4191,500.2934,0.2281
500.4983,0.3874,500.4983,0.4203,500.4983,0.2291
500.7032,0.3881,500.7032,0.4197,500.7032,0.2272
500.908,0.3886,500.908,0.4216,500.908,0.2283
501.1129,0.3893,501.1129,0.4222,501.1129,0.2288
501.3178,0.3894,501.3178,0.4262,501.3178,0.2282
501.5226,0.3908,501.5226,0.424,501.5226,0.2301
501.7275,0.3925,501.7275,0.4243,501.7275,0.2311
501.9323,0.3924,501.9323,0.4266,501.9323,0.2299
502.1371,0.3939,502.1371,0.4272,502.1371,0.232
502.3419,0.3927,502.3419,0.4246,502.3419,0.2332
502.5467,0.3938,502.5467,0.4273,502.5467,0.2328
502.7514,0.3961,502.7514,0.4298,502.7514,0.2342
502.9562,0.3953,502.9562,0.4292,502.9562,0.2338
503.161,0.3961,503.161,0.4309,503.161,0.2324
503.3657,0.3961,503.3657,0.4307,503.3657,0.2344
503.5704,0.3985,503.5704,0.4335,503.5704,0.2347
503.7751,0.3983,503.7751,0.4349,503.7751,0.2349
503.9798,0.3996,503.9798,0.4346,503.9798,0.2348
504.1845,0.3995,504.1845,0.4344,504.1845,0.236
504.3892,0.4019,504.3892,0.4344,504.3892,0.2358
504.5939,0.4029,504.5939,0.4371,504.5939,0.2351
504.7985,0.4022,504.7985,0.4363,504.7985,0.2351
505.0032,0.402,505.0032,0.4372,505.0032,0.239
505.2078,0.4045,505.2078,0.4374,505.2078,0.2386
505.4124,0.4039,505.4124,0.4392,505.4124,0.2379
505.6171,0.4023,505.6171,0.4404,505.6171,0.2393
505.8216,0.4051,505.8216,0.4417,505.8216,0.2395
506.0262,0.4043,506.0262,0.44,506.0262,0.2393
506.2308,0.4035,506.2308,0.4413,506.2308,0.2399
506.4354,0.4062,506.4354,0.4389,506.4354,0.2408
506.6399,0.4061,506.6399,0.4423,506.6399,0.2394
506.8445,0.4059,506.8445,0.4425,506.8445,0.2427
507.049,0.4068,507.049,0.4429,507.049,0.2399
507.2535,0.4077,507.2535,0.4444,507.2535,0.2403
507.458,0.4083,507.458,0.4442,507.458,0.2439
507.6625,0.4086,507.6625,0.4471,507.6625,0.2406
507.867,0.4081,507.867,0.4445,507.867,0.2424
508.0714,0.4107,508.0714,0.4456,508.0714,0.2415
508.2759,0.4095,508.2759,0.4467,508.2759,0.242
508.4803,0.4089,508.4803,0.4474,508.4803,0.2408
508.6848,0.4094,508.6848,0.4493,508.6848,0.2426
508.8892,0.4113,508.8892,0.4481,508.8892,0.2457
509.0936,0.4106,509.0936,0.4475,509.0936,0.2448
509.298,0.412,509.298,0.4502,509.298,0.2438
509.5024,0.4124,509.5024,0.451,509.5024,0.2437
509.7068,0.4111,509.7068,0.4527,509.7068,0.2449
509.9111,0.41,509.9111,0.4506,509.9111,0.2433
510.1155,0.4109,510.1155,0.4528,510.1155,0.2444
510.3198,0.4121,510.3198,0.4502,510.3198,0.2455
510.5241,0.411,510.5241,0.4528,510.5241,0.2456
510.7284,0.4131,510.7284,0.4527,510.7284,0.2465
510.9327,0.4131,510.9327,0.4541,510.9327,0.2449
511.137,0.4136,511.137,0.4522,511.137,0.2469
511.3413,0.4151,511.3413,0.4529,511.3413,0.2466
511.5456,0.413,511.5456,0.4539,511.5456,0.2474
511.7498,0.4152,511.7498,0.4527,511.7498,0.2473
511.9541,0.4154,511.9541,0.4549,511.9541,0.2476
512.1583,0.4129,512.1583,0.4539,512.1583,0.2459
512.3625,0.4144,512.3625,0.4536,512.3625,0.246
512.5667,0.4143,512.5667,0.4545,512.5667,0.2461
512.7709,0.4143,512.7709,0.4559,512.7709,0.2458
512.9751,0.4167,512.9751,0.4527,512.9751,0.2484
513.1793,0.414,513.1793,0.4544,513.1793,0.248
513.3834,0.4147,513.3834,0.455,513.3834,0.2492
513.5876,0.4146,513.5876,0.4559,513.5876,0.2477
513.7917,0.4134,513.7917,0.455,513.7917,0.2477
513.9958,0.4134,513.9958,0.4547,513.9958,0.2466
514.1999,0.4135,514.1999,0.4551,514.1999,0.248
514.404,0.4137,514.404,0.4529,514.404,0.2483
514.6081,0.414,514.6081,0.4552,514.6081,0.2482
514.8122,0.4149,514.8122,0.4571,514.8122,0.2487
515.0163,0.4176,515.0163,0.4559,515.0163,0.2488
515.2203,0.4147,515.2203,0.457,515.2203,0.2486
515.4244,0.4165,515.4244,0.457,515.4244,0.248
515.6284,0.4142,515.6284,0.4553,515.6284,0.2487
515.8324,0.4145,515.8324,0.4541,515.8324,0.2477
516.0364,0.4141,516.0364,0.4591,516.0364,0.2484
516.2404,0.413,516.2404,0.4547,516.2404,0.2487
516.4444,0.4129,516.4444,0.457,516.4444,0.2492
516.6483,0.4141,516.6483,0.4551,516.6483,0.2496
516.8523,0.4148,516.8523,0.458,516.8523,0.2508
517.0562,0.4123,517.0562,0.456,517.0562,0.2476
517.2602,0.4117,517.2602,0.455,517.2602,0.2501
517.4641,0.4119,517.4641,0.456,517.4641,0.2489
517.668,0.4133,517.668,0.4558,517.668,0.2487
517.8719,0.4136,517.8719,0.4559,517.8719,0.2486
518.0758,0.413,518.0758,0.4538,518.0758,0.2482
518.2796,0.4125,518.2796,0.4545,518.2796,0.2481
518.4835,0.411,518.4835,0.4549,518.4835,0.2486
518.6873,0.412,518.6873,0.4566,518.6873,0.248
518.8912,0.4118,518.8912,0.4537,518.8912,0.2494
519.095,0.412,519.095,0.4544,519.095,0.2494
519.2988,0.4104,519.2988,0.4532,519.2988,0.251
519.5026,0.4124,519.5026,0.4493,519.5026,0.249
519.7064,0.4096,519.7064,0.4548,519.7064,0.2494
519.9102,0.4104,519.9102,0.4532,519.9102,0.2495
520.1139,0.4103,520.1139,0.4531,520.1139,0.2497
520.3177,0.4106,520.3177,0.4529,520.3177,0.2467
520.5214,0.4086,520.5214,0.4525,520.5214,0.2461
520.7252,0.4118,520.7252,0.4535,520.7252,0.2481
520.9289,0.4096,520.9289,0.4506,520.9289,0.2488
521.1326,0.4071,521.1326,0.4536,521.1326,0.2492
521.3363,0.4079,521.3363,0.4508,521.3363,0.2481
521.54,0.4041,521.54,0.4518,521.54,0.2482
521.7436,0.4068,521.7436,0.4518,521.7436,0.2498
521.9473,0.4062,521.9473,0.452,521.9473,0.247
522.1509,0.4069,522.1509,0.4514,522.1509,0.2489
522.3546,0.4073,522.3546,0.4496,522.3546,0.2487
522.5582,0.4076,522.5582,0.4491,522.5582,0.2478
522.7618,0.407,522.7618,0.4508,522.7618,0.2469
522.9654,0.4066,522.9654,0.4487,522.9654,0.247
523.169,0.4047,523.169,0.4491,523.169,0.2497
523.3725,0.4046,523.3725,0.4501,523.3725,0.2477
523.5761,0.4054,523.5761,0.4483,523.5761,0.2478
523.7796,0.4035,523.7796,0.4493,523.7796,0.2485
523.9832,0.4046,523.9832,0.4479,523.9832,0.2462
524.1867,0.404,524.1867,0.4491,524.1867,0.2482
524.3902,0.4049,524.3902,0.4479,524.3902,0.2471
524.5937,0.4039,524.5937,0.4445,524.5937,0.2481
524.7972,0.4034,524.7972,0.4465,524.7972,0.2474
525.0007,0.401,525.0007,0.4466,525.0007,0.2446
525.2041,0.4013,525.2041,0.4457,525.2041,0.2473
525.4076,0.403,525.4076,0.4421,525.4076,0.2452
525.611,0.4031,525.611,0.4442,525.611,0.2493
525.8144,0.4005,525.8144,0.443,525.8144,0.2453
526.0179,0.3998,526.0179,0.446,526.0179,0.2477
526.2213,0.4008,526.2213,0.4425,526.2213,0.2447
526.4246,0.3988,526.4246,0.4429,526.4246,0.2463
526.628,0.4018,526.628,0.4423,526.628,0.2446
526.8314,0.3987,526.8314,0.4404,526.8314,0.2456
527.0347,0.3988,527.0347,0.4427,527.0347,0.2438
527.2381,0.3963,527.2381,0.4391,527.2381,0.2453
527.4414,0.3965,527.4414,0.4388,527.4414,0.2455
527.6447,0.3964,527.6447,0.4396,527.6447,0.2463
527.848,0.3964,527.848,0.4382,527.848,0.2436
528.0513,0.3952,528.0513,0.4367,528.0513,0.2457
528.2546,0.3957,528.2546,0.4386,528.2546,0.2455
528.4579,0.3973,528.4579,0.4367,528.4579,0.2437
528.6611,0.3949,528.6611,0.4408,528.6611,0.2444
528.8644,0.3906,528.8644,0.4349,528.8644,0.2435
529.0676,0.3915,529.0676,0.436,529.0676,0.2441
529.2708,0.3923,529.2708,0.4389,529.2708,0.2448
529.474,0.3934,529.474,0.4359,529.474,0.2438
529.6772,0.3914,529.6772,0.4341,529.6772,0.2433
529.8804,0.3929,529.8804,0.4359,529.8804,0.242
530.0836,0.39,530.0836,0.4346,530.0836,0.2439
530.2868,0.3922,530.2868,0.4326,530.2868,0.2434
530.4899,0.3901,530.4899,0.4346,530.4899,0.2419
530.693,0.3877,530.693,0.4334,530.693,0.2423
530.8962,0.3895,530.8962,0.4352,530.8962,0.2391
531.0993,0.3901,531.0993,0.4317,531.0993,0.241
531.3024,0.3884,531.3024,0.4305,531.3024,0.2435
531.5055,0.3887,531.5055,0.4317,531.5055,0.2428
531.7085,0.3875,531.7085,0.434,531.7085,0.2424
531.9116,0.3885,531.9116,0.4298,531.9116,0.2435
532.1147,0.3854,532.1147,0.4296,532.1147,0.2423
532.3177,0.3855,532.3177,0.4284,532.3177,0.2403
532.5207,0.3858,532.5207,0.4248,532.5207,0.2419
532.7237,0.3851,532.7237,0.4263,532.7237,0.2416
532.9267,0.3843,532.9267,0.4289,532.9267,0.24
533.1297,0.384,533.1297,0.4282,533.1297,0.2396
533.3327,0.3826,533.3327,0.4311,533.3327,0.2394
533.5357,0.3825,533.5357,0.4267,533.5357,0.2405
533.7386,0.3838,533.7386,0.4285,533.7386,0.2416
533.9416,0.3812,533.9416,0.4236,533.9416,0.241
534.1445,0.3835,534.1445,0.4268,534.1445,0.2385
534.3474,0.3824,534.3474,0.4208,534.3474,0.2409
534.5503,0.3818,534.5503,0.4226,534.5503,0.2408
534.7532,0.3817,534.7532,0.4226,534.7532,0.2391
534.9561,0.3795,534.9561,0.4238,534.9561,0.2395
535.159,0.3778,535.159,0.4255,535.159,0.2396
535.3618,0.3794,535.3618,0.42,535.3618,0.2395
535.5647,0.379,535.5647,0.418,535.5647,0.2378
535.7675,0.3793,535.7675,0.4221,535.7675,0.2383
535.9703,0.3787,535.9703,0.4225,535.9703,0.2382
536.1731,0.3765,536.1731,0.421,536.1731,0.2368
536.3759,0.3767,536.3759,0.4207,536.3759,0.2387
536.5787,0.3777,536.5787,0.4201,536.5787,0.2378
536.7815,0.376,536.7815,0.42,536.7815,0.2379
536.9842,0.3732,536.9842,0.4184,536.9842,0.2366
537.187,0.3736,537.187,0.4171,537.187,0.2374
537.3897,0.3742,537.3897,0.4189,537.3897,0.2364
537.5924,0.3729,537.5924,0.4155,537.5924,0.2359
537.7951,0.3751,537.7951,0.4148,537.7951,0.2357
537.9978,0.3747,537.9978,0.4162,537.9978,0.2353
538.2005,0.3718,538.2005,0.4148,538.2005,0.237
538.4032,0.3724,538.4032,0.4125,538.4032,0.2364
538.6058,0.3721,538.6058,0.4143,538.6058,0.2355
538.8085,0.3736,538.8085,0.4154,538.8085,0.236
539.0111,0.3712,539.0111,0.4146,539.0111,0.2351
539.2138,0.3716,539.2138,0.4143,539.2138,0.236
539.4164,0.3707,539.4164,0.413,539.4164,0.2347
539.619,0.3688,539.619,0.4106,539.619,0.2355
539.8216,0.3676,539.8216,0.4117,539.8216,0.2337
540.0241,0.3691,540.0241,0.4124,540.0241,0.2327
540.2267,0.3675,540.2267,0.4082,540.2267,0.234
540.4292,0.366,540.4292,0.4105,540.4292,0.2342
540.6318,0.3662,540.6318,0.4089,540.6318,0.2333
540.8343,0.3659,540.8343,0.4099,540.8343,0.237
